TIRF Data File: Project 1320; Run 128
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
439.440	40.07	340.94	-2.971	0.024	25.884	31.139	54.43	-605.62	154.92	-208.54	14.81	-37.08	2.90	-0.74	36.34	66.16	79.87	85.52	80.59	-0.169	-0.163
439.460	40.09	341.18	-2.974	0.022	25.888	31.135	54.29	-598.92	155.19	-217.26	25.54	-38.00	2.76	-0.71	36.36	66.15	79.86	85.50	80.57	-0.169	-0.163
439.480	40.11	341.88	-2.981	0.030	25.884	31.082	54.16	-575.80	150.26	-217.96	32.03	-27.70	2.64	-0.69	36.38	66.13	79.83	85.52	80.58	-0.167	-0.162
439.500	40.10	342.62	-2.978	0.027	25.885	31.011	54.43	-546.34	148.07	-201.67	24.44	-10.68	2.71	-0.73	36.44	66.15	79.81	85.50	80.58	-0.165	-0.160
439.520	40.11	343.44	-2.972	0.031	25.880	30.940	54.36	-522.25	145.58	-179.24	13.55	-6.82	2.91	-0.81	36.47	66.12	79.81	85.46	80.56	-0.164	-0.158
439.540	40.11	344.34	-2.977	0.028	25.873	30.860	54.23	-507.80	136.54	-174.59	9.76	-12.89	2.91	-0.78	36.44	66.09	79.73	85.46	80.60	-0.162	-0.156
439.560	40.10	345.20	-2.980	0.021	25.875	30.775	54.43	-516.95	131.19	-182.33	8.14	-18.95	2.84	-0.72	36.38	66.03	79.73	85.44	80.56	-0.159	-0.153
439.580	40.09	345.98	-2.974	0.024	25.866	30.703	54.43	-570.96	151.22	-199.60	7.67	-28.03	2.86	-0.76	36.44	66.06	79.72	85.40	80.59	-0.158	-0.151
439.600	40.08	346.92	-2.981	0.025	25.860	30.612	54.43	-621.18	178.26	-217.60	9.40	-33.45	2.85	-0.82	36.46	66.04	79.75	85.37	80.57	-0.155	-0.149
439.620	40.08	348.10	-2.981	0.022	25.860	30.506	54.43	-636.67	191.64	-232.86	15.64	-35.41	2.73	-0.82	36.51	66.07	79.73	85.39	80.59	-0.152	-0.146
439.640	40.09	349.46	-2.980	0.024	25.858	30.397	54.43	-633.97	189.06	-233.93	24.54	-34.93	2.71	-0.81	36.46	66.03	79.73	85.39	80.58	-0.149	-0.143
439.660	40.11	350.79	-2.977	0.028	25.859	30.296	54.36	-598.66	179.30	-227.26	28.37	-21.42	2.63	-0.79	36.73	66.04	79.76	85.42	80.58	-0.146	-0.140
439.680	40.11	351.81	-2.980	0.027	25.854	30.212	54.36	-560.97	174.28	-211.03	21.28	-9.07	2.66	-0.83	36.49	66.01	79.75	85.42	80.59	-0.144	-0.137
439.700	40.12	352.55	-2.984	0.021	25.857	30.155	54.36	-544.76	172.81	-192.30	11.08	-9.45	2.83	-0.90	36.47	65.97	79.76	85.43	80.56	-0.143	-0.136
439.720	40.12	353.02	-2.981	0.022	25.855	30.115	54.36	-539.33	164.33	-197.93	7.30	-14.41	2.72	-0.83	36.51	65.93	79.78	85.37	80.60	-0.141	-0.135
439.740	40.12	353.10	-2.981	0.021	25.851	30.105	54.50	-562.35	163.02	-213.53	7.49	-21.73	2.63	-0.76	36.44	65.88	79.73	85.37	80.56	-0.141	-0.134
439.760	40.12	353.21	-2.977	0.025	25.852	30.095	54.23	-621.02	185.10	-222.53	6.91	-31.90	2.79	-0.83	36.46	65.91	79.79	85.34	80.59	-0.141	-0.134
439.780	40.10	353.29	-2.983	0.028	25.849	30.071	54.43	-650.77	208.00	-237.97	12.45	-38.72	2.73	-0.87	36.44	65.94	79.79	85.34	80.57	-0.140	-0.133
439.800	40.11	353.64	-2.980	0.025	25.846	30.048	54.43	-656.05	210.40	-243.81	22.21	-39.82	2.69	-0.86	36.40	65.93	79.79	85.34	80.58	-0.140	-0.133
439.820	40.11	354.23	-2.983	0.024	25.846	30.001	54.29	-631.86	201.58	-237.79	27.64	-27.59	2.66	-0.85	36.36	65.91	79.78	85.36	80.59	-0.139	-0.131
439.840	40.09	354.58	-2.978	0.021	25.851	29.958	54.29	-587.17	192.51	-223.06	23.13	-10.66	2.63	-0.86	36.47	65.90	79.76	85.37	80.56	-0.137	-0.130
439.860	40.07	355.01	-2.981	0.025	25.848	29.904	54.43	-557.07	185.19	-200.88	13.20	-6.83	2.77	-0.92	36.32	65.82	79.70	85.34	80.60	-0.136	-0.129
439.880	40.08	355.29	-2.986	0.021	25.849	29.891	54.36	-533.50	176.14	-192.02	7.56	-10.07	2.78	-0.92	36.30	65.78	79.70	85.34	80.56	-0.135	-0.128
439.900	40.09	355.40	-2.980	0.021	25.847	29.889	54.36	-548.82	173.32	-204.28	5.56	-18.86	2.69	-0.85	36.24	65.77	79.65	85.29	80.60	-0.135	-0.128
439.920	40.10	355.52	-2.978	0.021	25.847	29.886	54.36	-608.02	192.12	-221.51	7.19	-29.52	2.74	-0.87	35.92	65.71	79.64	85.27	80.57	-0.135	-0.128
439.940	40.09	355.87	-2.983	0.037	25.846	29.849	54.43	-634.49	211.78	-235.62	9.47	-31.22	2.69	-0.90	36.24	65.74	79.64	85.26	80.59	-0.134	-0.127
439.960	40.08	356.54	-2.977	0.021	25.845	29.787	54.36	-643.20	225.58	-251.19	17.60	-36.04	2.56	-0.90	36.28	65.72	79.65	85.26	80.58	-0.132	-0.125
439.980	40.05	357.51	-2.977	0.022	25.845	29.681	54.29	-658.60	234.17	-265.29	31.13	-39.93	2.48	-0.88	36.34	65.77	79.64	85.24	80.58	-0.129	-0.122
440.000	40.04	358.57	-2.981	0.025	25.846	29.583	54.29	-636.67	234.10	-257.43	31.83	-25.51	2.47	-0.91	36.36	65.72	79.67	85.26	80.59	-0.126	-0.119
440.020	40.02	359.62	-2.977	0.024	25.848	29.483	54.36	-609.44	235.23	-234.84	20.57	-12.66	2.60	-1.00	36.40	65.71	79.65	85.24	80.56	-0.123	-0.116
440.040	40.00	360.68	-2.978	0.028	25.846	29.386	54.23	-601.00	230.66	-212.47	8.41	-15.03	2.83	-1.09	36.51	65.62	79.64	85.23	80.60	-0.121	-0.113
440.060	39.99	361.46	-2.980	0.024	25.850	29.313	54.36	-597.35	228.68	-218.03	8.04	-20.27	2.74	-1.05	36.46	65.62	79.59	85.21	80.56	-0.118	-0.111
440.080	39.98	362.13	-2.980	0.027	25.852	29.249	54.36	-621.55	236.90	-234.76	8.23	-28.35	2.65	-1.01	36.51	65.60	79.59	85.17	80.59	-0.116	-0.109
440.100	39.98	362.79	-2.975	0.021	25.855	29.202	54.43	-661.61	252.32	-249.90	7.73	-37.34	2.65	-1.01	36.67	65.58	79.61	85.16	80.57	-0.115	-0.108
440.120	40.00	363.45	-2.983	0.022	25.857	29.162	54.29	-673.15	270.43	-259.70	14.65	-40.96	2.59	-1.04	36.55	65.58	79.54	85.17	80.59	-0.113	-0.106
440.140	40.02	364.20	-2.978	0.021	25.861	29.113	54.29	-665.15	274.87	-257.10	25.45	-39.82	2.59	-1.07	36.81	65.59	79.57	85.17	80.59	-0.112	-0.105
440.160	40.03	364.94	-2.981	0.022	25.864	29.064	54.29	-631.49	264.51	-245.30	28.76	-27.29	2.57	-1.08	36.53	65.56	79.54	85.18	80.57	-0.110	-0.103
440.180	40.03	365.64	-2.983	0.022	25.866	29.008	54.23	-582.67	246.31	-226.37	22.01	-12.70	2.57	-1.09	36.46	65.53	79.50	85.14	80.60	-0.108	-0.102
440.200	40.04	365.96	-2.978	0.024	25.868	28.990	54.36	-550.24	230.79	-201.96	12.76	-10.29	2.72	-1.14	36.46	65.47	79.46	85.13	80.56	-0.108	-0.101
440.220	40.07	366.07	-2.983	0.024	25.868	29.004	54.36	-531.35	216.80	-186.95	7.25	-15.14	2.84	-1.16	36.40	65.43	79.37	85.11	80.60	-0.108	-0.101
440.240	40.11	366.07	-2.981	0.028	25.865	29.028	54.36	-549.25	212.52	-195.66	6.65	-23.12	2.81	-1.09	36.34	65.46	79.34	85.05	80.56	-0.109	-0.102
440.260	40.13	366.11	-2.984	0.021	25.869	29.045	54.43	-591.10	234.29	-208.20	8.61	-29.22	2.84	-1.13	36.40	65.41	79.31	85.05	80.59	-0.109	-0.103
440.280	40.17	366.35	-2.980	0.025	25.870	29.050	54.36	-614.12	258.50	-215.79	13.21	-34.27	2.85	-1.20	36.34	65.41	79.23	85.05	80.58	-0.109	-0.103
440.300	40.20	366.97	-2.975	0.027	25.867	29.024	54.50	-616.14	262.15	-223.64	23.62	-38.33	2.76	-1.17	36.36	65.34	79.23	85.01	80.57	-0.109	-0.102
440.320	40.23	367.83	-2.974	0.024	25.868	28.980	54.36	-593.67	250.59	-221.50	28.69	-27.61	2.68	-1.13	36.34	65.36	79.21	85.04	80.59	-0.107	-0.101
440.340	40.26	368.77	-2.980	0.028	25.865	28.929	54.36	-560.74	250.25	-204.57	21.11	-10.50	2.74	-1.22	36.34	65.33	79.16	85.04	80.56	-0.106	-0.099
440.360	40.28	369.75	-2.983	0.022	25.864	28.866	54.23	-542.02	248.79	-186.75	11.77	-9.27	2.90	-1.33	36.34	65.31	79.12	85.01	80.60	-0.104	-0.097
440.380	40.30	370.72	-2.978	0.021	25.859	28.804	54.36	-522.78	236.94	-182.52	7.94	-13.47	2.86	-1.30	36.38	65.24	79.05	84.97	80.56	-0.102	-0.095
440.400	40.34	371.47	-2.975	0.024	25.854	28.773	54.43	-536.62	236.10	-196.55	5.88	-19.16	2.73	-1.20	36.34	65.20	79.04	84.94	80.60	-0.101	-0.094
440.420	40.37	372.33	-2.983	0.025	25.852	28.726	54.29	-592.53	263.80	-215.53	6.53	-30.54	2.75	-1.22	36.38	65.25	78.98	84.92	80.57	-0.100	-0.093
440.440	40.37	373.26	-2.980	0.018	25.854	28.654	54.43	-613.46	299.40	-229.10	11.30	-34.38	2.68	-1.31	36.51	65.24	78.96	84.91	80.58	-0.098	-0.090
440.460	40.35	374.51	-2.984	0.021	25.853	28.545	54.50	-609.18	318.87	-232.80	20.18	-33.89	2.62	-1.37	36.44	65.21	78.94	84.92	80.58	-0.094	-0.087
440.480	40.33	375.77	-2.981	0.022	25.851	28.437	54.43	-597.35	314.87	-233.32	28.37	-29.10	2.56	-1.35	36.44	65.17	78.91	84.91	80.57	-0.091	-0.084
440.500	40.32	376.90	-2.981	0.021	25.851	28.341	54.36	-554.47	300.23	-220.98	23.99	-14.46	2.51	-1.36	36.46	65.14	78.91	84.91	80.59	-0.088	-0.080
440.520	40.31	377.92	-2.981	0.022	25.847	28.262	54.43	-522.14	294.35	-199.55	13.24	-8.89	2.62	-1.48	36.65	65.12	78.87	84.91	80.56	-0.085	-0.078
440.540	40.31	378.66	-2.981	0.022	25.847	28.206	54.50	-526.34	293.53	-194.05	7.85	-16.15	2.71	-1.51	36.42	65.08	78.85	84.88	80.60	-0.084	-0.076
440.560	40.32	379.01	-2.977	0.021	25.845	28.190	54.36	-533.69	292.85	-210.16	7.24	-20.18	2.54	-1.39	36.47	65.03	78.80	84.81	80.56	-0.083	-0.076
440.580	40.33	379.40	-2.986	0.022	25.847	28.164	54.43	-577.24	312.18	-222.57	5.68	-29.01	2.59	-1.40	36.32	65.02	78.72	84.76	80.59	-0.082	-0.075
440.600	40.34	379.91	-2.983	0.024	25.844	28.133	54.50	-612.33	342.74	-231.97	11.19	-39.41	2.64	-1.48	36.36	65.03	78.69	84.79	80.58	-0.081	-0.074
440.620	40.33	380.42	-2.983	0.022	25.843	28.092	54.36	-597.50	357.52	-236.83	21.92	-35.45	2.52	-1.51	36.32	65.02	78.68	84.79	80.57	-0.080	-0.072
440.640	40.33	381.20	-2.984	0.022	25.843	28.031	54.43	-582.51	357.00	-233.27	28.65	-24.61	2.50	-1.53	36.32	64.95	78.63	84.82	80.59	-0.078	-0.070
440.660	40.32	381.78	-2.977	0.022	25.843	27.985	54.43	-550.98	344.39	-221.92	23.38	-12.31	2.48	-1.55	36.24	64.92	78.60	84.79	80.56	-0.077	-0.069
440.680	40.31	382.41	-2.975	0.027	25.840	27.927	54.36	-513.30	328.74	-202.64	13.38	-8.06	2.53	-1.62	36.24	64.89	78.60	84.75	80.60	-0.075	-0.067
440.700	40.31	382.84	-2.984	0.021	25.845	27.895	54.50	-505.25	315.61	-194.78	7.02	-15.28	2.59	-1.62	36.22	64.84	78.53	84.69	80.56	-0.074	-0.066
440.720	40.30	383.07	-2.990	0.024	25.844	27.871	54.43	-520.43	317.53	-212.20	5.09	-23.04	2.45	-1.50	36.14	64.82	78.49	84.63	80.59	-0.073	-0.065
440.740	40.31	383.46	-2.977	0.021	25.843	27.850	54.43	-550.61	346.72	-229.64	6.75	-28.82	2.40	-1.51	36.16	64.76	78.44	84.60	80.57	-0.072	-0.064
440.760	40.33	384.05	-2.981	0.025	25.844	27.826	54.36	-582.03	384.83	-236.32	13.95	-37.81	2.46	-1.63	36.20	64.74	78.41	84.60	80.59	-0.071	-0.063
440.780	40.38	384.79	-2.980	0.021	25.843	27.802	54.43	-565.07	391.41	-242.68	25.63	-36.60	2.33	-1.61	36.20	64.73	78.42	84.59	80.58	-0.070	-0.063
440.800	40.42	385.73	-2.986	0.021	25.839	27.766	54.43	-549.36	386.69	-246.49	31.21	-25.94	2.23	-1.57	36.28	64.64	78.41	84.60	80.57	-0.069	-0.061
440.820	40.45	386.67	-2.986	0.021	25.839	27.718	54.43	-543.22	392.06	-225.53	22.96	-16.09	2.41	-1.74	36.22	64.63	78.36	84.59	80.59	-0.068	-0.060
440.840	40.48	387.65	-2.980	0.021	25.843	27.667	54.43	-513.90	390.36	-203.58	11.54	-12.11	2.52	-1.92	36.32	64.57	78.36	84.55	80.56	-0.066	-0.058
440.860	40.50	388.51	-2.980	0.024	25.841	27.622	54.36	-515.14	392.95	-197.74	8.19	-19.51	2.61	-1.99	36.36	64.58	78.38	84.50	80.60	-0.065	-0.057
440.880	40.53	389.37	-2.984	0.028	25.840	27.580	54.43	-542.21	409.40	-210.83	7.19	-29.57	2.57	-1.94	36.55	64.54	78.33	84.43	80.56	-0.063	-0.055
440.900	40.55	390.03	-2.980	0.027	25.840	27.549	54.36	-555.15	430.90	-230.74	9.42	-36.77	2.41	-1.87	36.26	64.48	78.28	84.37	80.59	-0.062	-0.054
440.920	40.56	390.77	-2.975	0.024	25.841	27.503	54.29	-552.09	453.30	-240.77	18.83	-40.73	2.29	-1.88	36.42	64.48	78.27	84.40	80.58	-0.060	-0.052
440.940	40.55	391.59	-2.984	0.024	25.843	27.439	54.43	-535.23	471.54	-242.67	30.93	-34.87	2.21	-1.94	36.49	64.44	78.25	84.37	80.57	-0.058	-0.050
440.960	40.52	392.18	-2.975	0.024	25.841	27.376	54.36	-505.10	469.47	-232.33	32.52	-22.19	2.17	-2.02	36.44	64.39	78.20	84.36	80.60	-0.056	-0.048
440.980	40.47	392.84	-2.981	0.022	25.843	27.295	54.50	-482.36	451.95	-210.69	21.37	-16.51	2.29	-2.15	36.46	64.38	78.16	84.34	80.56	-0.053	-0.045
441.000	40.43	393.27	-2.980	0.024	25.843	27.240	54.56	-455.62	430.85	-190.34	9.97	-17.15	2.39	-2.26	36.44	64.32	78.11	84.30	80.60	-0.051	-0.043
441.020	40.41	393.63	-2.983	0.021	25.843	27.203	54.50	-450.59	426.01	-189.49	7.17	-23.01	2.38	-2.25	36.22	64.29	78.06	84.24	80.56	-0.050	-0.042
441.040	40.37	393.94	-2.981	0.024	25.841	27.153	54.43	-472.19	452.92	-205.87	8.69	-29.63	2.29	-2.20	36.34	64.27	78.03	84.20	80.59	-0.048	-0.040
441.060	40.34	394.02	-2.975	0.024	25.843	27.126	54.56	-472.68	484.10	-224.06	13.66	-33.20	2.11	-2.16	36.32	64.23	77.97	84.18	80.56	-0.047	-0.039
441.080	40.33	394.29	-2.981	0.022	25.839	27.104	54.63	-464.16	496.09	-230.23	23.33	-36.22	2.02	-2.15	36.06	64.23	77.97	84.17	80.59	-0.047	-0.038
441.100	40.32	394.45	-2.983	0.022	25.837	27.084	54.63	-446.55	490.01	-229.89	30.11	-27.90	1.94	-2.13	36.22	64.23	77.94	84.14	80.58	-0.046	-0.038
441.120	40.32	394.64	-2.978	0.027	25.840	27.070	54.63	-424.07	478.66	-214.14	23.55	-13.02	1.98	-2.24	36.24	64.20	77.89	84.14	80.57	-0.045	-0.037
441.140	40.34	394.88	-2.983	0.024	25.841	27.070	54.70	-411.67	459.81	-192.02	11.93	-11.47	2.14	-2.39	36.26	64.17	77.83	84.07	80.59	-0.045	-0.037
441.160	40.36	395.11	-2.983	0.021	25.839	27.063	54.63	-410.05	445.98	-189.83	8.41	-15.68	2.16	-2.35	36.26	64.11	77.73	84.04	80.56	-0.045	-0.037
441.180	40.36	395.42	-2.978	0.021	25.837	27.045	54.77	-420.22	461.88	-205.28	9.33	-21.16	2.05	-2.25	36.22	64.11	77.67	83.97	80.60	-0.045	-0.036
441.200	40.36	396.01	-2.983	0.022	25.833	27.005	54.70	-442.07	497.08	-221.30	9.50	-32.04	2.00	-2.25	36.49	64.10	77.59	83.91	80.56	-0.043	-0.035
441.220	40.38	396.71	-2.978	0.022	25.835	26.969	54.77	-428.07	523.42	-230.42	15.24	-35.53	1.86	-2.27	36.34	64.10	77.49	83.89	80.60	-0.042	-0.034
441.240	40.42	397.57	-2.983	0.025	25.830	26.936	54.70	-398.61	541.52	-231.76	26.83	-31.65	1.72	-2.34	36.30	64.03	77.43	83.87	80.58	-0.041	-0.032
441.260	40.48	398.63	-2.972	0.027	25.832	26.905	54.77	-377.39	536.02	-230.76	31.34	-25.39	1.64	-2.32	36.30	64.01	77.38	83.81	80.58	-0.040	-0.031
441.280	40.49	399.61	-2.980	0.025	25.832	26.848	54.63	-337.70	508.13	-215.96	21.77	-13.67	1.56	-2.35	36.34	63.94	77.31	83.78	80.59	-0.038	-0.029
441.300	40.50	400.58	-2.983	0.025	25.830	26.789	54.77	-314.60	494.74	-195.98	12.27	-11.98	1.61	-2.52	36.36	63.89	77.26	83.76	80.57	-0.036	-0.027
441.320	40.52	401.60	-2.981	0.024	25.835	26.731	54.77	-296.96	495.36	-199.47	10.75	-18.09	1.49	-2.48	36.32	63.85	77.15	83.68	80.60	-0.034	-0.025
441.340	40.54	402.50	-2.978	0.021	25.829	26.686	54.70	-278.91	521.03	-221.03	15.39	-22.49	1.26	-2.36	36.28	63.81	77.09	83.60	80.56	-0.032	-0.023
441.360	40.56	403.36	-2.980	0.028	25.832	26.642	54.83	-280.17	557.46	-233.40	18.41	-33.73	1.20	-2.39	36.32	63.81	77.04	83.59	80.59	-0.030	-0.022
441.380	40.57	404.26	-2.984	0.022	25.829	26.591	54.70	-252.17	567.39	-239.69	25.27	-35.92	1.05	-2.37	36.36	63.78	76.99	83.56	80.56	-0.029	-0.020
441.400	40.56	405.16	-2.980	0.021	25.829	26.523	54.63	-197.89	558.51	-230.43	31.64	-22.04	0.86	-2.42	36.36	63.75	76.91	83.53	80.59	-0.026	-0.017
441.420	40.55	405.82	-2.975	0.022	25.829	26.474	54.77	-176.91	547.37	-220.93	30.70	-13.95	0.80	-2.48	36.36	63.66	76.86	83.52	80.58	-0.024	-0.016
441.440	40.52	406.45	-2.983	0.022	25.829	26.412	54.77	-155.32	521.51	-206.33	20.36	-11.26	0.75	-2.53	36.18	63.65	76.82	83.47	80.56	-0.022	-0.013
441.460	40.49	407.19	-2.980	0.022	25.827	26.345	54.77	-133.18	517.15	-197.87	13.80	-13.90	0.67	-2.61	36.26	63.63	76.77	83.42	80.59	-0.020	-0.011
441.480	40.45	407.89	-2.981	0.018	25.830	26.276	54.77	-119.93	550.40	-213.77	15.81	-24.58	0.56	-2.57	36.22	63.63	76.68	83.34	80.56	-0.017	-0.008
441.500	40.42	408.56	-2.984	0.022	25.829	26.212	54.70	-80.72	581.94	-232.01	16.99	-26.64	0.35	-2.51	36.14	63.56	76.63	83.27	80.59	-0.015	-0.006
441.520	40.39	409.18	-2.975	0.024	25.829	26.157	54.63	-51.05	585.35	-240.20	21.07	-26.15	0.21	-2.44	36.08	63.51	76.60	83.24	80.56	-0.013	-0.004
441.540	40.38	409.61	-2.978	0.028	25.828	26.117	54.63	-44.68	571.61	-246.69	30.30	-26.52	0.18	-2.32	36.12	63.47	76.52	83.21	80.59	-0.011	-0.002
441.560	40.36	410.08	-2.981	0.031	25.827	26.078	54.63	-8.69	554.90	-238.99	31.13	-13.46	0.04	-2.32	36.10	63.46	76.49	83.16	80.58	-0.010	-0.001
441.580	40.36	410.74	-2.987	0.022	25.829	26.033	54.70	22.40	541.73	-213.40	19.65	-3.58	-0.10	-2.54	36.02	63.38	76.42	83.16	80.58	-0.008	0.001
441.600	40.37	411.60	-2.980	0.022	25.829	25.985	54.77	27.43	514.50	-204.03	8.59	-6.54	-0.13	-2.52	36.10	63.38	76.39	83.11	80.59	-0.006	0.003
441.620	40.37	412.50	-2.980	0.027	25.832	25.931	54.70	61.91	505.83	-213.79	4.16	-11.54	-0.29	-2.37	36.10	63.34	76.36	83.04	80.56	-0.004	0.005
441.640	40.39	413.52	-2.984	0.022	25.829	25.876	54.63	100.40	547.99	-223.92	5.58	-22.47	-0.45	-2.45	36.08	63.31	76.28	83.01	80.60	-0.002	0.007
441.660	40.39	414.50	-2.978	0.018	25.828	25.818	54.77	130.47	582.07	-238.23	14.02	-27.85	-0.55	-2.44	36.06	63.31	76.23	82.95	80.56	0.000	0.009
441.680	40.39	415.47	-2.984	0.022	25.829	25.755	54.77	160.44	582.77	-237.64	22.11	-22.81	-0.68	-2.45	36.14	63.31	76.22	82.92	80.59	0.003	0.012
441.700	40.39	416.33	-2.980	0.027	25.830	25.701	54.77	181.57	566.78	-228.93	24.68	-15.88	-0.79	-2.48	36.20	63.27	76.14	82.88	80.56	0.005	0.014
441.720	40.39	417.23	-2.983	0.025	25.832	25.646	54.90	199.97	536.93	-212.51	17.27	-5.55	-0.94	-2.53	36.22	63.21	76.08	82.84	80.59	0.007	0.016
441.740	40.42	418.37	-2.977	0.027	25.832	25.597	54.83	219.43	511.06	-196.69	7.55	-3.80	-1.12	-2.60	36.16	63.22	76.06	82.78	80.59	0.009	0.018
441.760	40.44	419.50	-2.977	0.021	25.833	25.543	54.90	239.51	502.00	-197.36	0.81	-13.26	-1.21	-2.54	36.32	63.21	76.00	82.69	80.57	0.011	0.020
441.780	40.47	420.63	-2.983	0.022	25.831	25.492	54.90	294.58	513.48	-210.81	-0.21	-16.39	-1.40	-2.44	36.30	63.21	75.92	82.63	80.59	0.013	0.022
441.800	40.49	421.80	-2.986	0.022	25.833	25.435	55.04	331.77	535.64	-222.73	7.31	-24.25	-1.49	-2.40	36.30	63.16	75.90	82.56	80.56	0.016	0.025
441.820	40.52	422.78	-2.986	0.024	25.829	25.394	54.97	329.43	533.13	-230.00	19.67	-29.20	-1.43	-2.32	36.28	63.15	75.86	82.50	80.60	0.017	0.026
441.840	40.57	423.76	-2.978	0.021	25.835	25.365	54.90	352.84	510.51	-227.42	24.60	-14.66	-1.55	-2.24	36.02	63.13	75.82	82.46	80.56	0.019	0.027
441.860	40.58	424.77	-2.981	0.025	25.832	25.310	55.04	363.58	477.01	-215.59	15.57	-0.91	-1.69	-2.21	36.12	63.13	75.78	82.39	80.59	0.021	0.030
441.880	40.61	426.06	-2.978	0.022	25.833	25.254	54.97	355.25	439.54	-206.74	4.39	0.67	-1.72	-2.13	36.00	63.13	75.75	82.33	80.57	0.023	0.032
441.900	40.62	427.47	-2.980	0.027	25.828	25.176	55.10	389.90	425.99	-211.74	-3.03	-0.10	-1.84	-2.01	36.46	63.18	75.71	82.21	80.58	0.026	0.035
441.920	40.60	428.96	-2.978	0.024	25.831	25.081	55.04	434.46	441.79	-231.81	-2.45	-9.86	-1.87	-1.91	36.20	63.16	75.70	82.14	80.59	0.030	0.039
441.940	40.60	430.25	-2.980	0.028	25.830	25.000	55.10	467.95	455.51	-249.22	4.69	-17.93	-1.88	-1.83	36.14	63.18	75.67	82.08	80.56	0.033	0.042
441.960	40.61	431.30	-2.977	0.027	25.832	24.950	55.10	482.24	450.22	-249.12	13.59	-14.99	-1.94	-1.81	36.10	63.18	75.65	82.02	80.60	0.035	0.045
441.980	40.62	432.12	-2.984	0.031	25.831	24.905	55.10	480.28	439.90	-240.98	18.68	-6.32	-1.99	-1.83	36.08	63.16	75.60	81.98	80.56	0.037	0.046
442.000	40.63	432.94	-2.980	0.015	25.839	24.864	55.04	472.01	419.53	-222.63	10.57	3.89	-2.12	-1.88	36.10	63.15	75.57	81.91	80.59	0.039	0.048
442.020	40.64	433.92	-2.984	0.021	25.837	24.813	55.10	451.42	392.24	-211.51	0.97	3.71	-2.13	-1.85	35.92	63.13	75.54	81.82	80.57	0.041	0.050
442.040	40.65	435.05	-2.978	0.018	25.844	24.755	55.04	455.96	370.75	-223.02	-3.25	-2.65	-2.04	-1.66	36.14	63.11	75.51	81.81	80.59	0.044	0.053
442.060	40.66	436.30	-2.981	0.021	25.841	24.689	54.97	511.91	377.34	-236.09	-4.55	-6.62	-2.17	-1.60	36.14	63.15	75.43	81.73	80.58	0.047	0.056
442.080	40.67	437.28	-2.984	0.021	25.845	24.642	55.04	536.53	403.05	-245.87	5.61	-17.13	-2.18	-1.64	36.10	63.12	75.46	81.71	80.56	0.049	0.058
442.100	40.69	438.06	-2.980	0.018	25.848	24.610	55.10	531.63	405.51	-240.73	16.54	-19.04	-2.21	-1.68	36.34	63.15	75.46	81.66	80.59	0.050	0.059
442.120	40.69	438.69	-2.980	0.030	25.847	24.578	55.10	532.50	391.45	-231.71	18.74	-3.51	-2.30	-1.69	36.10	63.15	75.45	81.66	80.56	0.052	0.060
442.140	40.70	439.43	-2.981	0.021	25.851	24.539	55.04	498.75	355.75	-220.81	12.02	5.12	-2.26	-1.61	36.10	63.09	75.40	81.60	80.59	0.053	0.062
442.160	40.69	440.25	-2.980	0.021	25.853	24.488	55.17	473.71	323.10	-214.21	1.92	4.92	-2.21	-1.51	36.04	63.08	75.40	81.58	80.56	0.056	0.064
442.180	40.68	441.42	-2.983	0.021	25.855	24.420	55.04	501.54	322.94	-224.12	-0.12	0.41	-2.24	-1.44	36.16	63.06	75.35	81.52	80.59	0.059	0.067
442.200	40.70	442.64	-2.977	0.030	25.853	24.364	55.04	543.63	337.09	-240.67	2.76	-9.47	-2.26	-1.40	36.14	63.06	75.29	81.47	80.57	0.061	0.070
442.220	40.71	443.57	-2.981	0.021	25.857	24.318	55.04	575.39	339.45	-242.52	8.05	-13.19	-2.37	-1.40	36.14	63.06	75.29	81.47	80.58	0.063	0.072
442.240	40.69	444.24	-2.980	0.025	25.862	24.271	55.10	578.70	334.08	-240.66	19.39	-9.27	-2.40	-1.39	35.96	63.06	75.26	81.43	80.59	0.066	0.074
442.260	40.69	444.82	-2.980	0.021	25.865	24.239	55.10	548.09	318.50	-234.06	21.91	-2.60	-2.34	-1.36	36.16	63.03	75.26	81.44	80.57	0.067	0.075
442.280	40.70	445.37	-2.972	0.025	25.864	24.215	55.10	532.59	302.33	-212.94	11.56	7.84	-2.50	-1.42	36.12	63.05	75.26	81.40	80.59	0.068	0.076
442.300	40.71	446.15	-2.980	0.018	25.867	24.177	55.04	517.65	280.93	-211.03	2.21	7.49	-2.45	-1.33	36.04	63.06	75.26	81.34	80.56	0.070	0.078
442.320	40.70	447.21	-2.977	0.027	25.863	24.115	55.04	521.28	277.72	-221.44	-2.99	-2.17	-2.35	-1.25	36.00	63.06	75.24	81.33	80.60	0.072	0.081
442.340	40.67	448.26	-2.986	0.021	25.869	24.039	55.17	566.18	281.95	-236.50	0.41	-7.39	-2.39	-1.19	36.06	63.06	75.26	81.29	80.56	0.076	0.084
442.360	40.65	449.16	-2.984	0.022	25.868	23.980	55.10	586.61	283.52	-244.36	12.39	-9.54	-2.40	-1.16	36.02	63.06	75.26	81.29	80.59	0.079	0.087
