TIRF Data File: Project 1320; Run 127
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
148.800	40.58	315.23	-0.018	0.024	25.342	34.156	96.23	-2347.23	19.80	-1074.09	20.96	-46.91	2.19	-0.02	37.16	69.29	80.79	82.18	80.39	-0.258	-0.236
148.820	40.60	315.66	-0.009	0.033	25.344	34.129	96.29	-2340.85	22.50	-1077.32	25.62	-57.02	2.17	-0.02	37.06	69.36	80.87	82.26	80.39	-0.257	-0.236
148.840	40.61	315.81	-0.015	0.031	25.345	34.116	96.29	-2360.76	20.00	-1095.79	34.61	-61.25	2.15	-0.02	36.87	69.45	80.96	82.33	80.41	-0.257	-0.235
148.860	40.62	316.01	-0.015	0.025	25.342	34.103	96.23	-2403.73	17.43	-1117.23	36.50	-67.66	2.15	-0.02	37.20	69.54	81.06	82.44	80.39	-0.257	-0.235
148.880	40.61	316.24	-0.009	0.034	25.340	34.073	96.16	-2427.65	8.22	-1130.20	31.38	-72.71	2.15	-0.01	37.28	69.65	81.15	82.60	80.41	-0.256	-0.234
148.900	40.58	316.75	-0.014	0.033	25.342	33.991	96.23	-2436.33	15.94	-1134.15	34.86	-74.11	2.15	-0.01	37.40	69.77	81.26	82.72	80.38	-0.254	-0.233
148.920	40.53	317.42	-0.009	0.027	25.340	33.877	96.29	-2440.65	31.58	-1144.80	48.71	-72.06	2.13	-0.03	37.48	69.83	81.37	82.89	80.41	-0.252	-0.230
148.940	40.47	318.28	-0.014	0.034	25.342	33.739	96.29	-2403.94	30.87	-1151.92	55.53	-58.89	2.09	-0.03	37.48	69.92	81.45	83.00	80.38	-0.249	-0.227
148.960	40.44	318.94	-0.015	0.025	25.348	33.638	96.29	-2355.90	10.59	-1130.42	43.48	-44.17	2.08	-0.01	37.67	69.96	81.56	83.11	80.39	-0.246	-0.225
148.980	40.40	319.49	-0.017	0.031	25.345	33.549	96.29	-2342.20	6.63	-1095.10	25.39	-42.75	2.14	-0.01	37.75	70.03	81.62	83.18	80.37	-0.245	-0.223
149.000	40.36	319.88	-0.012	0.025	25.350	33.477	96.23	-2345.34	25.33	-1072.17	22.40	-53.63	2.19	-0.02	37.77	70.09	81.64	83.23	80.37	-0.243	-0.221
149.020	40.34	320.15	-0.011	0.027	25.345	33.429	96.23	-2371.08	29.00	-1082.36	30.99	-66.06	2.19	-0.03	37.79	70.18	81.67	83.36	80.39	-0.242	-0.220
149.040	40.28	320.50	-0.012	0.027	25.347	33.343	96.23	-2414.64	11.93	-1110.89	36.93	-69.34	2.17	-0.01	37.79	70.25	81.70	83.46	80.35	-0.240	-0.218
149.060	40.24	320.93	-0.011	0.028	25.353	33.263	96.23	-2438.96	6.32	-1124.40	32.68	-67.47	2.17	-0.01	37.67	70.33	81.75	83.53	80.39	-0.238	-0.216
149.080	40.18	321.60	-0.002	0.030	25.347	33.145	96.23	-2464.49	20.82	-1125.83	31.18	-74.15	2.19	-0.02	37.79	70.36	81.81	83.65	80.35	-0.235	-0.213
149.100	40.10	322.61	-0.015	0.031	25.348	32.975	96.23	-2477.24	27.33	-1135.66	42.65	-76.86	2.18	-0.02	37.87	70.43	81.83	83.79	80.38	-0.231	-0.209
149.120	40.05	323.67	-0.011	0.031	25.346	32.825	96.29	-2476.04	22.80	-1139.81	54.48	-65.80	2.17	-0.02	37.81	70.49	81.83	83.87	80.36	-0.228	-0.205
149.140	40.03	324.88	-0.015	0.024	25.350	32.688	96.29	-2461.99	17.26	-1113.12	47.99	-52.21	2.21	-0.02	37.79	70.50	81.81	83.97	80.36	-0.224	-0.202
149.160	40.03	325.97	-0.017	0.025	25.354	32.582	96.23	-2426.63	13.27	-1072.03	27.86	-45.54	2.26	-0.01	37.69	70.56	81.78	83.97	80.36	-0.222	-0.199
149.180	40.03	326.87	-0.015	0.021	25.349	32.492	96.29	-2410.31	15.85	-1050.79	18.62	-52.96	2.29	-0.02	37.61	70.63	81.72	84.01	80.34	-0.220	-0.197
149.200	40.03	327.42	-0.009	0.022	25.344	32.434	96.29	-2438.25	25.08	-1064.57	28.55	-65.13	2.29	-0.02	37.50	70.65	81.72	84.00	80.36	-0.219	-0.196
149.220	40.02	328.01	-0.006	0.030	25.341	32.372	96.29	-2482.61	17.65	-1091.62	36.97	-68.49	2.27	-0.02	37.56	70.65	81.65	84.04	80.33	-0.217	-0.194
149.240	40.02	328.59	0.011	0.025	25.340	32.311	96.23	-2528.73	4.56	-1107.10	32.37	-71.20	2.28	0.00	37.50	70.69	81.61	84.10	80.36	-0.216	-0.193
149.260	40.04	329.22	-0.014	0.021	25.339	32.265	96.29	-2553.30	9.43	-1113.20	29.34	-75.28	2.29	-0.01	37.46	70.66	81.61	84.17	80.32	-0.215	-0.192
149.280	40.08	330.20	-0.014	0.012	25.337	32.203	96.29	-2566.14	27.10	-1119.41	38.96	-74.83	2.29	-0.02	37.42	70.66	81.57	84.24	80.34	-0.213	-0.190
149.300	40.12	331.17	-0.014	0.031	25.335	32.141	96.29	-2572.22	29.24	-1136.25	52.77	-71.88	2.26	-0.03	37.52	70.66	81.53	84.31	80.34	-0.212	-0.188
149.320	40.16	332.15	-0.005	0.027	25.334	32.080	96.29	-2538.61	16.78	-1130.14	51.13	-56.21	2.25	-0.01	37.34	70.65	81.54	84.34	80.33	-0.210	-0.187
149.340	40.20	333.01	-0.017	0.025	25.334	32.031	96.23	-2486.21	10.75	-1092.69	31.89	-40.99	2.28	-0.01	37.32	70.59	81.51	84.39	80.35	-0.209	-0.186
149.360	40.29	333.67	-0.011	0.025	25.332	32.038	96.23	-2464.65	18.03	-1066.60	20.29	-49.49	2.31	-0.02	37.30	70.62	81.50	84.36	80.31	-0.209	-0.186
149.380	40.35	334.06	-0.006	0.027	25.332	32.048	96.29	-2482.44	25.12	-1083.15	29.28	-66.45	2.29	-0.02	37.28	70.57	81.48	84.36	80.36	-0.210	-0.186
149.400	40.43	334.14	-0.008	0.027	25.324	32.100	96.16	-2511.67	17.03	-1114.58	36.84	-69.94	2.25	-0.02	37.34	70.57	81.45	84.39	80.31	-0.211	-0.187
149.420	40.49	334.34	-0.015	0.028	25.326	32.133	96.23	-2537.29	9.23	-1126.35	28.19	-71.35	2.25	-0.01	37.48	70.60	81.45	84.42	80.34	-0.212	-0.188
149.440	40.57	334.77	-0.012	0.030	25.321	32.155	96.29	-2543.33	15.35	-1136.06	25.58	-75.99	2.24	-0.01	37.38	70.59	81.50	84.47	80.32	-0.213	-0.189
149.460	40.64	335.32	-0.012	0.021	25.325	32.157	96.29	-2559.03	25.50	-1149.70	38.94	-78.54	2.23	-0.02	37.42	70.56	81.50	84.53	80.33	-0.212	-0.189
149.480	40.71	336.06	-0.006	0.033	25.325	32.142	96.29	-2557.06	24.98	-1158.03	52.06	-68.83	2.21	-0.02	37.50	70.59	81.56	84.58	80.32	-0.212	-0.188
149.500	40.73	336.96	-0.017	0.028	25.326	32.067	96.16	-2517.30	20.05	-1137.24	46.95	-51.38	2.21	-0.02	37.56	70.56	81.61	84.60	80.31	-0.210	-0.187
149.520	40.70	337.82	-0.017	0.027	25.326	31.963	96.16	-2482.13	16.13	-1096.84	28.10	-46.02	2.26	-0.01	37.61	70.56	81.62	84.60	80.33	-0.208	-0.184
149.540	40.67	338.72	-0.014	0.031	25.327	31.860	96.16	-2474.80	16.57	-1080.02	21.11	-54.02	2.29	-0.02	37.63	70.56	81.64	84.58	80.30	-0.205	-0.181
149.560	40.61	339.46	-0.011	0.031	25.327	31.743	96.09	-2477.90	14.62	-1092.36	27.72	-63.24	2.27	-0.01	37.79	70.57	81.69	84.58	80.34	-0.202	-0.178
149.580	40.52	340.16	-0.014	0.027	25.328	31.605	96.09	-2503.49	10.75	-1122.22	35.99	-68.77	2.23	-0.01	37.73	70.57	81.70	84.59	80.30	-0.199	-0.175
149.600	40.44	341.02	-0.017	0.027	25.328	31.460	95.96	-2534.40	14.22	-1134.30	34.20	-69.07	2.23	-0.01	38.07	70.57	81.73	84.65	80.32	-0.195	-0.171
149.620	40.35	341.80	-0.014	0.025	25.328	31.319	96.02	-2554.43	16.32	-1138.13	32.72	-71.38	2.24	-0.01	37.95	70.57	81.81	84.69	80.32	-0.191	-0.167
149.640	40.25	342.90	-0.012	0.028	25.327	31.143	95.96	-2573.45	15.86	-1148.40	42.54	-76.15	2.24	-0.01	37.89	70.59	81.83	84.75	80.33	-0.187	-0.162
149.660	40.12	344.03	-0.017	0.027	25.330	30.944	96.02	-2566.67	15.48	-1148.83	53.63	-65.78	2.23	-0.01	37.95	70.56	81.86	84.79	80.34	-0.181	-0.157
149.680	39.99	345.16	-0.018	0.028	25.333	30.738	95.89	-2523.08	25.62	-1114.32	45.97	-46.83	2.26	-0.02	37.99	70.56	81.84	84.81	80.31	-0.176	-0.151
149.700	39.88	346.30	-0.012	0.024	25.334	30.552	95.96	-2484.81	27.28	-1078.50	28.23	-45.22	2.30	-0.03	38.05	70.56	81.87	84.81	80.36	-0.171	-0.146
149.720	39.78	347.08	-0.014	0.022	25.337	30.408	95.89	-2478.82	10.53	-1073.12	22.22	-56.31	2.31	-0.01	38.16	70.55	81.80	84.81	80.31	-0.167	-0.142
149.740	39.69	347.59	-0.008	0.039	25.333	30.296	96.02	-2496.64	0.80	-1094.50	30.31	-64.76	2.28	0.00	38.26	70.55	81.78	84.82	80.35	-0.164	-0.139
149.760	39.63	347.94	-0.011	0.030	25.333	30.219	95.96	-2515.86	12.81	-1118.96	35.52	-69.86	2.25	-0.01	38.15	70.53	81.78	84.81	80.33	-0.162	-0.137
149.780	39.58	348.25	-0.006	0.022	25.337	30.157	96.02	-2511.46	21.77	-1133.32	32.28	-72.80	2.22	-0.02	38.40	70.57	81.73	84.85	80.33	-0.160	-0.135
149.800	39.55	348.53	-0.015	0.030	25.333	30.108	95.89	-2518.61	14.13	-1147.43	35.43	-74.53	2.20	-0.01	38.50	70.55	81.72	84.88	80.34	-0.159	-0.134
149.820	39.56	348.92	-0.012	0.024	25.334	30.085	96.02	-2538.69	6.25	-1159.00	46.53	-69.28	2.19	-0.01	38.44	70.59	81.67	84.91	80.33	-0.158	-0.133
149.840	39.62	349.38	-0.011	0.028	25.335	30.087	95.96	-2532.56	16.04	-1140.67	51.53	-55.74	2.22	-0.01	38.46	70.52	81.61	84.89	80.37	-0.158	-0.133
149.860	39.68	349.93	-0.011	0.031	25.337	30.083	95.96	-2509.53	24.01	-1096.54	38.70	-45.45	2.29	-0.02	38.46	70.52	81.57	84.89	80.33	-0.158	-0.133
149.880	39.73	350.48	-0.012	0.030	25.339	30.074	95.89	-2487.23	20.21	-1069.82	25.03	-48.03	2.32	-0.02	38.60	70.47	81.48	84.82	80.38	-0.157	-0.133
149.900	39.80	351.03	-0.014	0.027	25.340	30.080	95.82	-2491.90	9.83	-1079.56	24.23	-62.13	2.31	-0.01	38.46	70.46	81.40	84.75	80.34	-0.158	-0.133
149.920	39.86	351.50	-0.014	0.028	25.337	30.090	95.96	-2528.09	3.14	-1106.71	32.65	-70.44	2.28	0.00	38.36	70.40	81.34	84.71	80.37	-0.158	-0.133
149.940	39.96	352.16	-0.014	0.021	25.341	30.107	95.96	-2555.29	9.57	-1119.73	34.36	-67.85	2.28	-0.01	38.36	70.41	81.24	84.72	80.36	-0.158	-0.134
149.960	40.07	352.94	-0.009	0.028	25.337	30.120	95.96	-2591.13	18.48	-1115.68	32.01	-73.99	2.32	-0.02	38.42	70.37	81.13	84.68	80.37	-0.159	-0.134
149.980	40.14	353.92	-0.015	0.027	25.336	30.093	95.69	-2622.19	18.78	-1123.08	40.66	-80.95	2.33	-0.02	38.18	70.34	81.07	84.63	80.39	-0.158	-0.133
150.000	40.21	355.13	-0.012	0.015	25.338	30.039	95.96	-2605.16	17.15	-1133.96	53.29	-68.71	2.30	-0.02	38.13	70.31	81.01	84.63	80.35	-0.157	-0.132
150.020	40.27	356.34	-0.015	0.024	25.338	29.986	95.89	-2569.26	22.38	-1106.20	46.39	-51.48	2.32	-0.02	38.07	70.24	80.91	84.58	80.39	-0.155	-0.130
150.040	40.33	357.47	-0.017	0.030	25.337	29.936	95.89	-2556.03	17.02	-1063.68	27.19	-48.31	2.40	-0.02	37.99	70.21	80.82	84.44	80.36	-0.154	-0.129
150.060	40.39	358.41	-0.011	0.022	25.333	29.895	95.96	-2548.04	13.61	-1058.31	25.46	-54.31	2.41	-0.01	37.97	70.15	80.72	84.40	80.40	-0.153	-0.127
150.080	40.45	359.19	-0.018	0.025	25.330	29.878	95.89	-2578.14	16.58	-1086.16	35.54	-67.70	2.37	-0.02	37.93	70.08	80.61	84.29	80.38	-0.152	-0.127
150.100	40.52	359.74	-0.014	0.028	25.326	29.881	95.89	-2627.94	7.56	-1104.19	32.46	-74.73	2.38	-0.01	37.91	70.02	80.58	84.24	80.39	-0.152	-0.127
150.120	40.56	360.37	-0.015	0.025	25.326	29.864	95.82	-2658.45	6.86	-1111.65	27.71	-74.13	2.39	-0.01	37.83	70.00	80.50	84.20	80.40	-0.152	-0.127
150.140	40.59	361.19	0.011	0.027	25.322	29.816	96.02	-2659.53	12.49	-1124.48	33.65	-74.84	2.37	-0.01	37.75	69.92	80.47	84.18	80.38	-0.151	-0.125
150.160	40.62	362.09	-0.018	0.025	25.324	29.763	95.89	-2667.81	17.73	-1140.36	48.34	-71.64	2.34	-0.02	37.71	69.86	80.41	84.14	80.41	-0.149	-0.124
150.180	40.64	362.83	-0.008	0.027	25.326	29.719	95.89	-2647.96	21.25	-1130.87	51.91	-57.89	2.34	-0.02	37.71	69.81	80.39	84.08	80.37	-0.148	-0.122
150.200	40.64	363.49	-0.015	0.028	25.322	29.665	95.82	-2606.32	18.72	-1095.60	35.80	-47.93	2.38	-0.02	37.67	69.76	80.35	84.00	80.42	-0.146	-0.121
150.220	40.62	363.81	-0.017	0.025	25.324	29.622	95.89	-2584.14	10.78	-1073.21	22.02	-53.02	2.41	-0.01	37.69	69.67	80.31	83.91	80.37	-0.145	-0.119
150.240	40.61	363.88	-0.005	0.028	25.318	29.609	95.96	-2592.21	6.71	-1096.06	28.99	-65.44	2.37	-0.01	37.67	69.67	80.25	83.78	80.40	-0.145	-0.119
150.260	40.60	363.88	-0.009	0.034	25.316	29.602	95.89	-2609.36	10.26	-1130.58	37.26	-70.62	2.31	-0.01	37.63	69.60	80.25	83.72	80.39	-0.145	-0.119
150.280	40.57	363.73	-0.015	0.025	25.318	29.594	95.89	-2626.70	13.71	-1134.35	30.66	-72.72	2.32	-0.01	37.61	69.58	80.24	83.69	80.39	-0.145	-0.119
150.300	40.54	363.77	-0.012	0.027	25.314	29.571	95.89	-2658.08	15.17	-1136.26	31.91	-81.05	2.34	-0.01	37.69	69.51	80.20	83.63	80.42	-0.144	-0.118
150.320	40.52	364.08	-0.008	0.030	25.319	29.525	95.82	-2658.81	11.29	-1150.20	44.48	-77.45	2.31	-0.01	37.91	69.51	80.20	83.62	80.37	-0.142	-0.117
150.340	40.46	364.51	-0.014	0.025	25.318	29.453	95.82	-2619.61	13.48	-1144.48	48.90	-57.78	2.29	-0.01	37.75	69.43	80.16	83.59	80.42	-0.140	-0.114
150.360	40.40	364.90	-0.006	0.031	25.323	29.377	95.96	-2591.03	21.36	-1104.80	35.24	-48.46	2.35	-0.02	37.79	69.45	80.14	83.50	80.38	-0.138	-0.112
150.380	40.33	365.49	-0.003	0.030	25.321	29.279	95.82	-2565.95	18.99	-1080.39	24.01	-52.49	2.38	-0.02	37.81	69.39	80.09	83.37	80.42	-0.135	-0.109
150.400	40.27	365.80	-0.012	0.033	25.323	29.210	95.96	-2543.74	8.52	-1093.42	25.86	-60.25	2.33	-0.01	37.87	69.36	80.08	83.29	80.38	-0.133	-0.107
150.420	40.22	366.19	-0.009	0.027	25.322	29.139	95.89	-2563.93	-5.76	-1126.27	32.65	-68.07	2.28	0.01	38.15	69.38	80.03	83.18	80.39	-0.131	-0.105
150.440	40.19	366.66	-0.014	0.027	25.322	29.085	95.89	-2590.42	0.55	-1141.71	34.23	-68.83	2.27	0.00	37.93	69.33	80.02	83.16	80.39	-0.129	-0.103
150.460	40.17	367.21	-0.018	0.027	25.324	29.021	95.82	-2595.78	19.94	-1139.17	35.52	-72.14	2.28	-0.02	37.93	69.30	80.00	83.11	80.38	-0.127	-0.101
150.480	40.12	368.11	-0.015	0.028	25.326	28.917	95.96	-2588.66	16.65	-1150.23	44.61	-75.09	2.25	-0.01	38.11	69.33	79.97	83.07	80.39	-0.124	-0.098
150.500	40.07	369.04	-0.012	0.036	25.326	28.806	95.96	-2555.69	4.18	-1148.69	49.61	-60.92	2.22	0.00	37.99	69.24	79.92	83.05	80.36	-0.121	-0.094
150.520	40.04	369.86	-0.015	0.027	25.330	28.722	95.96	-2497.21	13.63	-1112.20	38.02	-44.90	2.25	-0.01	38.11	69.21	79.87	82.98	80.39	-0.118	-0.092
150.540	40.02	370.68	-0.006	0.031	25.327	28.645	95.89	-2469.86	24.97	-1082.94	25.88	-49.59	2.28	-0.02	38.20	69.19	79.83	82.89	80.36	-0.116	-0.089
150.560	40.03	371.23	-0.014	0.027	25.332	28.610	95.89	-2465.75	13.96	-1092.38	27.44	-60.28	2.26	-0.01	38.30	69.16	79.75	82.79	80.38	-0.115	-0.088
150.580	40.06	371.74	-0.011	0.033	25.330	28.591	95.89	-2475.31	-5.39	-1120.50	32.17	-65.31	2.21	0.00	38.38	69.17	79.72	82.69	80.35	-0.114	-0.088
150.600	40.09	372.21	-0.017	0.027	25.332	28.578	95.82	-2468.79	-1.28	-1141.15	30.26	-69.28	2.16	0.00	38.42	69.10	79.61	82.63	80.36	-0.114	-0.087
150.620	40.13	372.72	-0.011	0.034	25.332	28.565	95.96	-2459.65	12.44	-1152.05	32.45	-72.28	2.14	-0.01	38.56	69.07	79.57	82.59	80.37	-0.113	-0.087
150.640	40.17	373.23	-0.014	0.031	25.333	28.553	95.96	-2469.75	16.22	-1162.22	42.95	-70.88	2.13	-0.01	38.46	69.02	79.51	82.53	80.32	-0.113	-0.086
150.660	40.22	373.89	-0.005	0.033	25.336	28.539	95.82	-2466.50	10.13	-1149.64	47.28	-58.90	2.15	-0.01	38.48	68.97	79.43	82.47	80.38	-0.112	-0.086
150.680	40.29	374.63	-0.017	0.027	25.342	28.535	95.89	-2433.00	16.91	-1113.47	38.35	-45.68	2.19	-0.02	38.50	68.88	79.31	82.37	80.33	-0.112	-0.086
150.700	40.35	375.49	-0.022	0.030	25.343	28.509	95.82	-2408.89	19.32	-1083.55	26.79	-47.66	2.22	-0.02	38.44	68.79	79.24	82.26	80.37	-0.111	-0.085
150.720	40.40	376.23	-0.009	0.030	25.345	28.489	95.82	-2400.10	8.86	-1089.46	25.68	-59.94	2.20	-0.01	38.44	68.75	79.13	82.13	80.33	-0.110	-0.084
150.740	40.46	376.90	-0.011	0.028	25.345	28.478	95.96	-2418.44	-3.39	-1118.17	33.02	-65.45	2.16	0.00	38.46	68.70	79.02	82.01	80.34	-0.110	-0.084
150.760	40.50	377.76	-0.014	0.027	25.345	28.446	95.82	-2451.48	7.08	-1127.83	33.61	-68.15	2.17	-0.01	38.36	68.62	78.93	81.92	80.34	-0.109	-0.083
150.780	40.59	378.66	-0.012	0.024	25.346	28.437	95.96	-2472.78	17.52	-1123.77	32.53	-73.44	2.20	-0.02	38.26	68.60	78.85	81.82	80.32	-0.109	-0.083
150.800	40.68	379.95	-0.008	0.030	25.345	28.409	95.89	-2479.64	14.23	-1133.42	42.55	-73.79	2.19	-0.01	38.18	68.57	78.74	81.76	80.36	-0.108	-0.082
150.820	40.75	381.16	-0.009	0.031	25.346	28.364	95.89	-2458.79	16.48	-1135.53	51.57	-62.04	2.17	-0.01	38.09	68.48	78.66	81.68	80.32	-0.106	-0.080
150.840	40.80	382.37	-0.011	0.022	25.348	28.307	95.82	-2418.03	29.41	-1097.18	38.99	-49.50	2.20	-0.03	38.05	68.44	78.60	81.56	80.35	-0.105	-0.079
150.860	40.78	383.43	-0.012	0.030	25.349	28.219	95.82	-2392.04	29.62	-1064.91	24.83	-48.95	2.25	-0.03	37.81	68.37	78.49	81.42	80.32	-0.102	-0.076
150.880	40.77	384.25	-0.009	0.025	25.350	28.149	95.82	-2384.31	10.30	-1075.61	25.37	-54.38	2.22	-0.01	37.91	68.32	78.41	81.27	80.34	-0.099	-0.073
150.900	40.79	384.87	-0.008	0.033	25.344	28.120	95.89	-2406.52	2.71	-1106.02	31.14	-63.55	2.18	0.00	37.85	68.26	78.33	81.16	80.32	-0.099	-0.072
150.920	40.80	385.46	-0.012	0.027	25.347	28.083	95.82	-2432.46	12.48	-1115.86	30.35	-74.59	2.18	-0.01	37.75	68.19	78.25	81.05	80.32	-0.097	-0.071
150.940	40.75	386.01	-0.008	0.031	25.350	28.008	95.89	-2419.39	22.14	-1123.37	34.36	-75.11	2.15	-0.02	37.71	68.13	78.17	80.94	80.34	-0.095	-0.069
150.960	40.66	386.59	-0.008	0.036	25.346	27.902	95.89	-2363.38	16.64	-1142.87	44.85	-66.09	2.07	-0.01	37.69	68.07	78.14	80.85	80.30	-0.092	-0.065
150.980	40.59	387.02	-0.012	0.028	25.345	27.826	95.89	-2318.09	17.47	-1140.03	49.44	-53.51	2.03	-0.02	37.59	67.96	78.05	80.73	80.33	-0.089	-0.063
151.000	40.51	387.29	-0.008	0.031	25.345	27.752	96.02	-2277.56	28.13	-1105.43	36.70	-44.01	2.06	-0.03	37.59	67.88	77.94	80.62	80.31	-0.087	-0.060
151.020	40.41	387.41	-0.009	0.036	25.344	27.677	95.82	-2246.82	36.03	-1078.76	25.87	-52.57	2.08	-0.03	37.61	67.83	77.89	80.50	80.33	-0.084	-0.058
151.040	40.30	387.49	-0.011	0.028	25.343	27.594	95.89	-2235.40	20.20	-1095.82	28.00	-64.43	2.04	-0.02	37.61	67.74	77.79	80.36	80.31	-0.082	-0.055
151.060	40.20	387.61	-0.012	0.022	25.346	27.516	95.96	-2203.38	0.17	-1129.43	31.05	-61.01	1.95	0.00	37.58	67.67	77.73	80.26	80.32	-0.079	-0.052
151.080	40.10	387.72	-0.014	0.031	25.345	27.441	95.89	-2170.72	12.30	-1139.51	28.47	-65.78	1.90	-0.01	37.54	67.59	77.64	80.17	80.32	-0.076	-0.049
151.100	40.01	388.00	-0.015	0.025	25.348	27.358	95.89	-2129.06	33.89	-1147.01	37.57	-73.85	1.86	-0.03	37.54	67.49	77.56	80.07	80.31	-0.073	-0.047
151.120	39.91	388.19	-0.009	0.030	25.347	27.274	95.82	-2073.34	34.67	-1153.71	49.42	-63.47	1.80	-0.03	37.59	67.42	77.53	79.97	80.33	-0.071	-0.044
151.140	39.82	388.51	-0.003	0.025	25.348	27.191	95.89	-2010.25	29.65	-1128.11	43.14	-47.63	1.78	-0.03	37.38	67.27	77.43	79.85	80.29	-0.068	-0.041
151.160	39.73	388.86	-0.012	0.025	25.354	27.109	95.96	-1945.87	31.95	-1092.21	28.53	-41.48	1.78	-0.03	37.69	67.21	77.34	79.72	80.33	-0.065	-0.038
151.180	39.68	388.98	-0.012	0.022	25.352	27.066	96.02	-1898.76	36.67	-1083.93	27.36	-46.45	1.75	-0.03	37.73	67.11	77.24	79.53	80.30	-0.063	-0.036
151.200	39.66	389.37	-0.008	0.022	25.354	27.023	95.82	-1884.39	24.28	-1105.65	33.25	-55.50	1.70	-0.02	37.63	66.98	77.18	79.40	80.32	-0.062	-0.035
151.220	39.65	389.80	-0.008	0.030	25.349	26.990	95.82	-1849.49	5.38	-1130.10	33.94	-57.15	1.64	0.00	37.81	66.89	77.09	79.26	80.32	-0.061	-0.034
151.240	39.64	390.30	-0.005	0.030	25.349	26.946	95.82	-1789.88	12.79	-1134.69	33.62	-58.50	1.58	-0.01	37.83	66.80	76.96	79.11	80.30	-0.059	-0.032
151.260	39.67	390.93	-0.017	0.022	25.358	26.921	95.89	-1749.73	28.84	-1138.24	40.76	-62.12	1.54	-0.03	37.85	66.72	76.86	79.02	80.32	-0.058	-0.031
151.280	39.72	391.67	-0.017	0.027	25.359	26.905	95.96	-1700.76	33.74	-1141.73	50.19	-51.55	1.49	-0.03	37.87	66.61	76.74	78.91	80.29	-0.057	-0.031
151.300	39.77	392.49	-0.018	0.025	25.360	26.884	95.82	-1646.34	37.71	-1119.44	45.18	-36.86	1.47	-0.03	37.95	66.54	76.60	78.73	80.33	-0.057	-0.030
151.320	39.84	393.35	-0.012	0.025	25.361	26.875	95.96	-1607.51	38.70	-1085.52	31.19	-35.24	1.48	-0.04	37.99	66.35	76.49	78.56	80.29	-0.056	-0.029
151.340	39.93	394.37	-0.015	0.021	25.360	26.862	95.96	-1575.27	26.15	-1086.46	28.75	-42.22	1.45	-0.02	37.81	66.20	76.38	78.40	80.32	-0.056	-0.029
151.360	40.02	395.50	-0.014	0.028	25.365	26.845	95.89	-1551.67	12.21	-1114.85	33.63	-47.91	1.39	-0.01	38.03	66.12	76.27	78.21	80.29	-0.055	-0.028
151.380	40.12	396.67	-0.019	0.024	25.364	26.837	95.89	-1531.97	10.77	-1130.77	32.91	-52.12	1.35	-0.01	38.13	65.98	76.17	78.07	80.29	-0.055	-0.028
151.400	40.24	397.85	-0.017	0.027	25.361	26.836	95.96	-1492.64	22.45	-1136.83	36.90	-56.12	1.31	-0.02	38.16	65.84	76.06	77.95	80.29	-0.055	-0.028
151.420	40.39	399.10	-0.017	0.017	25.373	26.851	95.89	-1448.88	30.29	-1139.87	45.53	-54.73	1.27	-0.03	37.99	65.71	75.94	77.84	80.28	-0.055	-0.029
151.440	40.55	400.35	-0.017	0.031	25.374	26.875	95.89	-1404.93	29.35	-1124.03	45.98	-39.30	1.25	-0.03	38.20	65.58	75.86	77.69	80.29	-0.056	-0.029
151.460	40.66	401.36	-0.012	0.031	25.370	26.875	95.96	-1387.03	31.18	-1084.56	34.47	-28.88	1.28	-0.03	38.18	65.40	75.73	77.50	80.27	-0.056	-0.029
151.480	40.72	402.46	-0.015	0.021	25.370	26.845	95.82	-1395.43	31.93	-1058.55	28.59	-37.51	1.32	-0.03	38.18	65.28	75.60	77.29	80.30	-0.055	-0.028
151.500	40.78	403.55	-0.014	0.021	25.370	26.809	95.89	-1368.49	18.78	-1072.29	32.22	-43.91	1.28	-0.02	38.28	65.18	75.48	77.11	80.27	-0.054	-0.027
151.520	40.84	404.69	-0.014	0.022	25.374	26.773	95.82	-1319.55	3.39	-1098.80	33.77	-44.69	1.20	0.00	38.26	65.05	75.38	76.88	80.30	-0.052	-0.026
151.540	40.87	405.62	-0.015	0.031	25.372	26.730	95.89	-1276.45	10.70	-1112.79	33.59	-51.43	1.15	-0.01	38.24	64.87	75.31	76.73	80.28	-0.051	-0.024
151.560	40.86	406.41	-0.012	0.024	25.370	26.675	96.02	-1206.72	23.24	-1120.28	42.00	-53.64	1.08	-0.02	38.18	64.79	75.18	76.59	80.29	-0.049	-0.022
151.580	40.81	406.91	-0.018	0.021	25.370	26.609	96.02	-1140.30	32.38	-1123.14	52.85	-42.64	1.02	-0.03	38.05	64.64	75.12	76.42	80.30	-0.047	-0.020
151.600	40.73	407.07	-0.018	0.027	25.369	26.544	96.02	-1083.23	35.44	-1090.77	43.14	-26.52	0.99	-0.03	38.01	64.51	75.07	76.20	80.26	-0.044	-0.017
151.620	40.64	407.07	-0.015	0.025	25.369	26.486	96.09	-1031.95	30.88	-1060.23	28.87	-25.00	0.97	-0.03	37.95	64.38	75.01	75.98	80.30	-0.042	-0.015
151.640	40.56	406.95	-0.019	0.021	25.366	26.442	96.23	-976.73	28.74	-1071.26	31.30	-34.21	0.91	-0.03	37.85	64.17	74.94	75.76	80.26	-0.041	-0.014
