TIRF Data File: Project 1320; Run 126
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
47.380	40.11	486.56	0.038	2.018	24.984	21.872	68.86	3164.59	14.83	-1534.80	2.58	38.14	-2.06	-0.01	40.11	74.20	73.45	83.27	79.68	0.142	0.183
47.400	40.11	485.86	0.027	2.007	24.990	21.906	68.72	3161.17	24.59	-1523.71	-10.11	32.29	-2.07	-0.02	40.07	74.24	73.41	83.29	79.73	0.141	0.181
47.420	40.14	485.04	0.035	2.016	24.986	21.956	68.79	3157.33	21.93	-1528.94	-8.77	15.83	-2.07	-0.01	40.09	74.21	73.45	83.24	79.69	0.138	0.178
47.440	40.14	484.34	0.033	2.010	24.990	21.990	68.79	3183.40	13.50	-1541.53	-1.30	10.12	-2.07	-0.01	40.01	74.24	73.40	83.24	79.72	0.136	0.176
47.460	40.16	483.40	0.032	2.009	24.990	22.043	68.79	3179.83	15.54	-1551.39	11.33	8.61	-2.05	-0.01	40.25	74.26	73.43	83.24	79.73	0.134	0.174
47.480	40.17	482.34	0.029	2.010	24.991	22.094	68.79	3189.46	25.96	-1547.54	18.67	18.96	-2.06	-0.02	40.11	74.24	73.38	83.23	79.72	0.131	0.171
47.500	40.15	481.29	0.024	2.009	24.990	22.134	68.65	3227.03	27.96	-1534.16	7.59	35.69	-2.10	-0.02	40.09	74.24	73.30	83.21	79.74	0.129	0.169
47.520	40.14	480.08	0.039	2.015	24.990	22.183	68.86	3234.00	33.33	-1523.41	-9.52	34.30	-2.12	-0.02	40.05	74.23	73.27	83.18	79.70	0.127	0.166
47.540	40.13	478.79	0.032	2.010	24.993	22.237	68.72	3229.03	30.54	-1524.82	-12.61	20.41	-2.12	-0.02	40.03	74.23	73.26	83.17	79.75	0.124	0.163
47.560	40.14	477.73	0.032	2.035	24.988	22.294	68.65	3244.16	23.98	-1537.24	-4.66	11.71	-2.11	-0.02	40.01	74.18	73.21	83.13	79.73	0.121	0.160
47.580	40.15	476.56	0.029	2.010	24.993	22.351	68.86	3232.43	28.36	-1549.10	7.78	8.83	-2.09	-0.02	39.91	74.21	73.18	83.11	79.75	0.118	0.157
47.600	40.17	475.58	0.032	2.013	24.995	22.410	68.79	3222.74	26.09	-1555.41	18.27	17.43	-2.07	-0.02	39.99	74.16	73.15	83.08	79.74	0.115	0.154
47.620	40.23	474.80	0.032	2.006	24.998	22.479	68.65	3259.45	28.83	-1538.70	11.95	33.12	-2.12	-0.02	39.97	74.14	73.10	83.05	79.74	0.112	0.151
47.640	40.28	474.02	0.033	2.009	24.998	22.544	68.86	3276.78	38.31	-1525.14	-3.09	34.48	-2.15	-0.03	39.95	74.08	73.08	83.01	79.76	0.109	0.148
47.660	40.28	473.39	0.032	2.022	24.993	22.574	68.72	3268.80	37.45	-1528.07	-9.26	23.66	-2.14	-0.02	40.05	74.08	73.02	82.97	79.75	0.107	0.146
47.680	40.29	472.81	0.029	2.006	24.998	22.607	68.92	3248.35	34.62	-1538.52	-4.13	10.53	-2.11	-0.02	39.87	74.02	72.97	82.89	79.78	0.106	0.144
47.700	40.29	472.26	0.029	2.009	24.996	22.636	68.72	3257.57	31.57	-1546.58	3.80	8.15	-2.11	-0.02	39.85	73.97	72.94	82.87	79.74	0.104	0.143
47.720	40.29	471.95	0.033	2.013	24.997	22.648	68.79	3264.23	38.13	-1549.75	14.01	18.15	-2.11	-0.02	40.03	73.92	72.91	82.76	79.78	0.104	0.142
47.740	40.28	471.56	0.029	2.007	25.002	22.662	68.79	3233.76	43.68	-1544.36	15.80	26.57	-2.09	-0.03	39.78	73.86	72.86	82.69	79.75	0.103	0.142
47.760	40.28	471.32	0.036	2.016	25.000	22.676	68.86	3245.49	41.47	-1532.80	0.95	37.61	-2.12	-0.03	39.80	73.78	72.80	82.60	79.77	0.102	0.141
47.780	40.29	470.97	0.027	2.009	25.000	22.695	68.72	3273.12	41.90	-1515.43	-13.05	34.21	-2.16	-0.03	39.80	73.70	72.74	82.53	79.78	0.102	0.140
47.800	40.27	470.58	0.030	2.006	25.002	22.706	68.65	3257.66	38.89	-1524.34	-8.00	16.10	-2.14	-0.03	39.76	73.63	72.66	82.47	79.75	0.101	0.139
47.820	40.24	469.84	0.030	2.010	24.999	22.724	68.72	3251.48	34.07	-1540.37	0.77	10.73	-2.11	-0.02	39.74	73.56	72.63	82.39	79.79	0.100	0.138
47.840	40.22	469.21	0.033	2.016	25.000	22.744	68.72	3245.16	29.16	-1552.73	10.20	13.68	-2.09	-0.02	39.76	73.51	72.56	82.30	79.75	0.099	0.137
47.860	40.20	468.39	0.027	2.010	25.001	22.773	68.72	3226.59	29.52	-1555.07	16.87	21.63	-2.07	-0.02	39.78	73.42	72.53	82.24	79.79	0.098	0.136
47.880	40.18	467.41	0.029	2.006	25.002	22.810	68.79	3249.86	34.87	-1536.50	5.94	37.27	-2.12	-0.02	39.76	73.37	72.49	82.14	79.76	0.096	0.134
47.900	40.18	466.48	0.035	2.009	25.008	22.850	68.72	3245.81	44.21	-1518.09	-10.85	38.76	-2.14	-0.03	39.80	73.28	72.44	82.04	79.79	0.094	0.132
47.920	40.19	465.50	0.033	2.015	25.006	22.909	68.65	3210.83	45.38	-1515.21	-15.98	24.11	-2.12	-0.03	39.80	73.23	72.41	81.94	79.77	0.092	0.129
47.940	40.20	464.56	0.032	2.013	25.007	22.958	68.79	3208.25	31.78	-1537.05	-7.52	14.41	-2.09	-0.02	39.78	73.19	72.38	81.85	79.78	0.089	0.127
47.960	40.21	463.62	0.033	2.006	25.006	23.012	68.79	3217.00	27.08	-1553.10	3.24	14.16	-2.07	-0.02	39.80	73.15	72.31	81.73	79.78	0.087	0.124
47.980	40.20	462.76	0.036	2.016	25.004	23.047	68.79	3214.77	36.62	-1561.86	15.91	19.28	-2.06	-0.02	39.82	73.07	72.26	81.66	79.76	0.085	0.123
48.000	40.16	461.71	0.033	2.006	25.010	23.076	68.79	3226.49	38.44	-1552.51	14.74	33.89	-2.08	-0.02	39.85	73.02	72.23	81.56	79.80	0.084	0.121
48.020	40.14	460.73	0.033	2.006	25.008	23.117	68.72	3221.02	43.58	-1531.92	-2.80	40.00	-2.10	-0.03	39.85	72.99	72.14	81.46	79.77	0.082	0.119
48.040	40.15	459.79	0.033	2.010	25.013	23.166	68.72	3190.58	50.81	-1526.66	-11.65	30.93	-2.09	-0.03	39.93	72.94	72.08	81.36	79.81	0.080	0.117
48.060	40.16	459.09	0.032	2.006	25.012	23.210	68.72	3170.62	48.58	-1537.23	-6.67	17.68	-2.06	-0.03	40.01	72.87	72.03	81.26	79.78	0.078	0.115
48.080	40.18	458.46	0.036	2.010	25.011	23.253	68.79	3163.75	41.52	-1550.06	-0.17	9.48	-2.04	-0.03	40.09	72.84	71.97	81.17	79.79	0.076	0.113
48.100	40.22	457.88	0.032	2.013	25.010	23.304	68.72	3167.92	40.82	-1563.61	10.11	14.34	-2.03	-0.03	40.13	72.84	71.95	81.07	79.78	0.073	0.110
48.120	40.23	457.33	0.029	2.012	25.015	23.337	68.72	3160.89	49.08	-1556.51	15.38	24.64	-2.03	-0.03	40.11	72.75	71.82	80.97	79.78	0.072	0.109
48.140	40.24	456.78	0.035	2.007	25.018	23.371	68.79	3154.70	56.85	-1543.14	8.73	35.29	-2.04	-0.04	40.13	72.74	71.79	80.85	79.81	0.070	0.107
48.160	40.27	456.20	0.033	2.006	25.018	23.422	68.79	3158.76	52.31	-1523.78	-9.46	40.03	-2.07	-0.03	40.17	72.68	71.68	80.75	79.77	0.068	0.105
48.180	40.26	455.73	0.026	2.006	25.022	23.438	68.86	3132.33	52.14	-1521.61	-14.69	25.78	-2.06	-0.03	40.19	72.66	71.63	80.63	79.81	0.068	0.104
48.200	40.24	455.14	-0.003	2.004	25.022	23.455	68.79	3104.55	55.05	-1537.30	-4.25	11.47	-2.02	-0.04	40.21	72.62	71.56	80.52	79.77	0.067	0.103
48.220	40.22	454.56	0.032	2.004	25.022	23.477	68.65	3114.85	57.16	-1553.44	4.89	13.28	-2.01	-0.04	40.09	72.58	71.51	80.42	79.80	0.066	0.102
48.240	40.23	453.97	0.026	2.010	25.023	23.513	68.72	3112.84	60.33	-1559.63	13.96	15.31	-2.00	-0.04	40.21	72.58	71.43	80.29	79.79	0.064	0.100
48.260	40.26	453.19	0.036	2.010	25.025	23.572	68.72	3115.42	62.76	-1548.87	13.82	26.94	-2.01	-0.04	40.11	72.52	71.32	80.17	79.80	0.062	0.097
48.280	40.28	452.33	0.035	2.018	25.025	23.628	68.72	3119.75	74.89	-1529.64	0.40	38.29	-2.04	-0.05	40.11	72.49	71.24	80.02	79.81	0.059	0.095
48.300	40.30	451.51	0.033	2.013	25.022	23.682	68.79	3070.87	78.60	-1520.85	-11.30	27.52	-2.02	-0.05	40.01	72.45	71.11	79.87	79.78	0.057	0.092
48.320	40.26	450.61	0.033	2.009	25.027	23.707	68.79	3054.82	68.49	-1527.24	-11.17	15.36	-2.00	-0.04	39.84	72.42	71.10	79.76	79.82	0.056	0.091
48.340	40.25	449.87	0.029	2.010	25.027	23.735	68.65	3060.55	63.73	-1545.97	-3.01	9.93	-1.98	-0.04	40.15	72.37	70.99	79.63	79.78	0.054	0.090
48.360	40.24	449.08	0.032	2.007	25.029	23.771	68.79	3052.02	70.06	-1560.63	7.82	8.94	-1.96	-0.04	39.91	72.31	70.91	79.53	79.81	0.053	0.088
48.380	40.25	448.18	0.030	1.977	25.040	23.824	68.79	3057.09	73.19	-1558.68	15.16	19.84	-1.96	-0.05	39.84	72.27	70.85	79.42	79.78	0.051	0.086
48.400	40.25	447.33	0.036	2.006	25.036	23.873	68.72	3048.80	69.01	-1545.51	10.02	31.79	-1.97	-0.04	39.76	72.20	70.75	79.30	79.80	0.049	0.084
48.420	40.27	446.50	0.035	2.019	25.031	23.931	68.72	2999.27	75.79	-1530.15	-4.41	34.27	-1.96	-0.05	39.78	72.12	70.64	79.16	79.79	0.046	0.081
48.440	40.26	445.72	0.032	2.013	25.032	23.967	68.72	2990.58	79.33	-1516.63	-13.24	27.77	-1.97	-0.05	39.60	72.01	70.58	79.02	79.78	0.044	0.079
48.460	40.25	445.18	0.032	2.016	25.033	23.985	68.79	2989.57	79.96	-1531.35	-5.23	12.82	-1.95	-0.05	39.50	71.92	70.52	78.91	79.81	0.044	0.079
48.480	40.21	444.67	0.032	2.013	25.034	23.991	68.72	2986.93	81.54	-1550.50	4.22	8.14	-1.93	-0.05	39.40	71.89	70.42	78.78	79.78	0.043	0.078
48.500	40.18	444.00	0.030	2.015	25.032	24.010	68.79	2984.58	78.96	-1569.71	14.10	12.35	-1.90	-0.05	39.40	71.83	70.34	78.69	79.82	0.043	0.078
48.520	40.17	443.38	0.032	2.009	25.039	24.035	68.79	2963.53	81.80	-1563.11	20.51	18.82	-1.90	-0.05	39.34	71.74	70.30	78.55	79.78	0.042	0.076
48.540	40.16	442.79	0.029	2.007	25.037	24.062	68.72	2968.11	86.17	-1535.97	8.59	31.69	-1.93	-0.06	39.28	71.69	70.23	78.43	79.81	0.041	0.075
48.560	40.18	442.13	0.029	2.010	25.041	24.109	68.72	2959.86	95.73	-1522.55	-6.43	34.40	-1.94	-0.06	39.25	71.61	70.12	78.29	79.79	0.039	0.073
48.580	40.19	441.50	0.032	2.012	25.040	24.154	68.86	2911.26	99.78	-1520.51	-11.16	18.49	-1.91	-0.07	39.32	71.55	70.04	78.18	79.80	0.037	0.071
48.600	40.18	440.92	0.027	2.010	25.041	24.181	68.79	2903.28	93.48	-1534.56	-5.12	8.23	-1.89	-0.06	39.19	71.48	69.96	78.05	79.81	0.036	0.070
48.620	40.19	440.33	0.027	2.012	25.040	24.216	68.65	2917.59	88.80	-1554.08	5.04	9.65	-1.88	-0.06	39.09	71.41	69.87	77.94	79.78	0.034	0.068
48.640	40.21	439.70	0.032	2.015	25.040	24.261	68.79	2895.36	93.47	-1560.94	14.63	13.01	-1.85	-0.06	39.05	71.36	69.82	77.84	79.82	0.032	0.066
48.660	40.15	438.88	0.032	2.012	25.042	24.273	68.65	2871.49	90.69	-1554.74	17.65	23.32	-1.85	-0.06	39.07	71.26	69.70	77.69	79.77	0.032	0.066
48.680	40.12	438.10	0.027	2.007	25.043	24.297	68.72	2860.88	92.07	-1539.57	6.28	35.66	-1.86	-0.06	39.25	71.23	69.62	77.59	79.81	0.031	0.065
48.700	40.10	437.52	0.030	2.006	25.045	24.318	68.72	2844.52	106.38	-1521.13	-7.55	33.00	-1.87	-0.07	39.11	71.16	69.54	77.47	79.78	0.030	0.064
48.720	40.11	436.97	0.038	2.013	25.046	24.354	68.86	2812.41	107.80	-1523.50	-9.15	18.72	-1.85	-0.07	39.09	71.07	69.48	77.33	79.80	0.028	0.062
48.740	40.11	436.42	0.029	2.009	25.043	24.387	68.72	2768.59	105.21	-1540.28	-1.80	8.16	-1.80	-0.07	39.03	71.00	69.38	77.23	79.79	0.027	0.061
48.760	40.13	435.87	0.030	2.009	25.043	24.429	68.65	2741.66	101.78	-1553.75	6.52	6.93	-1.76	-0.07	39.01	70.93	69.32	77.11	79.78	0.025	0.059
48.780	40.12	435.41	0.027	2.009	25.045	24.450	68.65	2726.46	98.32	-1564.09	17.89	13.16	-1.74	-0.06	39.03	70.90	69.26	77.02	79.81	0.024	0.058
48.800	40.10	434.82	0.029	2.009	25.043	24.466	68.72	2700.45	96.65	-1551.82	18.62	22.73	-1.74	-0.06	39.11	70.81	69.16	76.89	79.77	0.024	0.057
48.820	40.08	434.31	0.052	2.015	25.047	24.486	68.72	2685.43	96.96	-1529.37	4.25	34.02	-1.76	-0.06	38.97	70.71	69.08	76.79	79.82	0.023	0.057
48.840	40.08	433.76	0.033	2.013	25.044	24.514	68.79	2661.14	107.11	-1510.51	-10.52	34.21	-1.76	-0.07	38.99	70.60	69.04	76.66	79.77	0.022	0.055
48.860	40.08	433.18	0.027	2.010	25.048	24.547	68.79	2596.64	116.41	-1515.38	-11.05	16.65	-1.71	-0.08	39.03	70.50	68.96	76.58	79.81	0.020	0.054
48.880	40.10	432.63	0.035	2.010	25.048	24.592	68.72	2542.64	112.56	-1534.46	-1.55	7.48	-1.66	-0.07	39.05	70.46	68.89	76.47	79.79	0.019	0.052
48.900	40.12	432.12	0.035	2.007	25.045	24.636	68.79	2519.09	109.31	-1551.44	8.36	10.07	-1.62	-0.07	39.25	70.37	68.81	76.36	79.79	0.017	0.050
48.920	40.13	431.65	0.032	2.010	25.048	24.665	68.65	2475.15	111.86	-1554.38	19.07	10.92	-1.59	-0.07	39.07	70.24	68.72	76.29	79.80	0.016	0.049
48.940	40.12	431.18	0.026	2.010	25.048	24.686	68.79	2447.61	112.96	-1540.89	20.67	25.19	-1.59	-0.07	39.09	70.18	68.63	76.18	79.78	0.015	0.048
48.960	40.11	430.60	0.030	2.009	25.045	24.711	68.72	2430.27	118.18	-1518.79	6.41	36.13	-1.60	-0.08	39.07	70.06	68.52	76.07	79.81	0.013	0.047
48.980	40.09	430.01	0.027	2.004	25.046	24.734	68.72	2384.03	125.12	-1505.02	-7.86	28.02	-1.58	-0.08	39.03	70.00	68.45	75.95	79.78	0.013	0.046
49.000	40.08	429.35	0.033	2.012	25.042	24.766	68.79	2338.71	126.59	-1506.57	-8.23	17.99	-1.55	-0.08	38.91	69.86	68.31	75.85	79.81	0.011	0.045
49.020	40.08	428.68	0.029	2.009	25.041	24.807	68.72	2275.29	126.21	-1524.30	1.51	7.67	-1.49	-0.08	39.19	69.81	68.23	75.76	79.78	0.009	0.043
49.040	40.09	427.98	0.030	2.012	25.040	24.854	68.86	2216.11	119.29	-1533.97	10.71	3.12	-1.44	-0.08	39.07	69.73	68.14	75.66	79.81	0.007	0.041
49.060	40.12	427.28	0.026	2.010	25.039	24.912	68.79	2189.85	120.98	-1532.72	20.40	12.35	-1.43	-0.08	39.03	69.65	68.07	75.58	79.80	0.005	0.038
49.080	40.11	426.61	0.032	2.007	25.037	24.945	68.65	2161.64	126.39	-1522.82	22.96	23.98	-1.42	-0.08	38.95	69.54	67.95	75.44	79.78	0.004	0.037
49.100	40.08	425.95	0.035	2.018	25.029	24.967	68.72	2140.31	121.26	-1503.18	9.53	35.77	-1.42	-0.08	38.89	69.43	67.87	75.34	79.81	0.002	0.036
49.120	40.11	425.09	0.032	2.007	25.026	25.035	68.72	2097.97	119.86	-1486.73	-5.26	34.63	-1.41	-0.08	38.85	69.36	67.79	75.23	79.78	0.000	0.033
49.140	40.09	424.38	0.033	2.004	25.022	25.061	68.79	2010.01	123.58	-1486.54	-3.47	16.17	-1.35	-0.08	38.72	69.26	67.68	75.14	79.82	-0.002	0.032
49.160	40.04	423.52	0.027	2.009	25.013	25.080	68.72	1949.21	122.11	-1495.15	4.56	11.28	-1.30	-0.08	38.89	69.19	67.62	75.02	79.77	-0.003	0.032
49.180	40.02	422.90	0.029	2.013	25.007	25.109	68.72	1895.75	123.44	-1504.56	12.74	11.97	-1.26	-0.08	38.79	69.07	67.48	74.91	79.82	-0.004	0.030
49.200	40.02	422.20	0.032	2.015	25.000	25.150	68.86	1831.00	124.26	-1515.64	24.13	10.09	-1.21	-0.08	38.66	69.04	67.38	74.81	79.79	-0.006	0.029
49.220	40.04	421.65	0.032	2.007	24.996	25.192	68.79	1795.54	118.94	-1515.41	25.13	25.75	-1.18	-0.08	38.73	68.91	67.26	74.65	79.80	-0.008	0.027
49.240	40.05	421.10	0.032	2.009	24.992	25.236	68.72	1751.68	121.71	-1500.63	11.50	36.98	-1.17	-0.08	38.48	68.76	67.18	74.53	79.81	-0.010	0.025
49.260	40.04	420.63	0.030	2.010	24.980	25.256	68.65	1676.49	124.79	-1492.50	0.10	27.72	-1.12	-0.08	38.64	68.70	67.05	74.36	79.79	-0.011	0.024
49.280	40.01	420.05	0.030	2.007	24.972	25.273	68.65	1608.57	119.09	-1484.55	-3.85	17.87	-1.08	-0.08	38.46	68.56	66.91	74.23	79.82	-0.012	0.024
49.300	39.99	419.58	0.026	2.012	24.966	25.287	68.65	1529.64	125.96	-1493.30	4.02	10.17	-1.02	-0.08	38.54	68.45	66.81	74.04	79.78	-0.013	0.023
49.320	39.98	419.07	0.029	2.009	24.960	25.314	68.59	1450.64	130.50	-1511.92	13.09	8.12	-0.96	-0.09	38.52	68.38	66.66	73.91	79.82	-0.014	0.022
49.340	39.98	418.56	0.030	2.006	24.953	25.345	68.45	1392.33	131.86	-1519.75	21.30	14.26	-0.92	-0.09	38.44	68.22	66.47	73.68	79.78	-0.015	0.021
49.360	40.01	418.21	0.033	2.016	24.947	25.381	68.52	1328.76	138.34	-1518.83	28.08	21.86	-0.87	-0.09	38.34	68.10	66.29	73.46	79.81	-0.017	0.019
49.380	40.01	417.66	0.030	2.009	24.941	25.417	68.45	1268.00	137.26	-1506.56	18.38	32.71	-0.84	-0.09	38.26	67.97	66.17	73.27	79.80	-0.019	0.018
49.400	40.00	417.15	0.035	2.009	24.935	25.442	68.38	1192.03	144.77	-1488.41	2.86	29.92	-0.80	-0.10	37.95	67.78	65.93	73.04	79.78	-0.020	0.017
49.420	39.99	416.76	0.027	2.010	24.925	25.460	68.38	1093.73	158.81	-1489.06	1.38	12.56	-0.73	-0.11	38.18	67.64	65.82	72.81	79.79	-0.021	0.016
49.440	39.96	416.25	0.032	2.007	24.919	25.468	68.52	1021.11	158.90	-1502.77	5.89	8.56	-0.68	-0.11	38.07	67.49	65.62	72.53	79.77	-0.022	0.016
49.460	39.92	415.71	0.035	2.012	24.915	25.477	68.45	954.82	166.80	-1522.84	13.14	5.47	-0.63	-0.11	37.81	67.29	65.43	72.30	79.81	-0.022	0.015
49.480	39.91	415.12	0.033	2.010	24.907	25.510	68.45	870.78	174.06	-1538.33	24.76	-0.48	-0.57	-0.11	38.05	67.15	65.24	72.02	79.76	-0.024	0.014
49.500	39.91	414.46	0.038	2.010	24.901	25.551	68.38	785.21	175.28	-1540.80	31.89	12.20	-0.51	-0.11	38.01	66.98	65.03	71.76	79.80	-0.025	0.012
49.520	39.93	413.79	0.029	2.013	24.900	25.601	68.38	706.13	183.71	-1522.11	24.63	25.30	-0.46	-0.12	37.99	66.80	64.86	71.55	79.78	-0.027	0.011
49.540	39.94	413.17	0.027	2.010	24.895	25.649	68.38	614.73	187.93	-1505.81	10.73	20.71	-0.41	-0.12	37.97	66.63	64.66	71.27	79.78	-0.029	0.009
49.560	39.95	412.58	0.030	2.007	24.886	25.689	68.38	515.48	196.39	-1506.23	5.62	11.28	-0.34	-0.13	38.01	66.41	64.51	71.10	79.79	-0.031	0.007
49.580	39.98	412.11	0.027	2.009	24.884	25.742	68.38	420.68	212.30	-1515.62	11.59	1.28	-0.28	-0.14	37.93	66.28	64.36	70.86	79.77	-0.033	0.005
49.600	40.00	411.64	0.032	2.012	24.875	25.783	68.38	324.49	217.92	-1528.09	17.59	-6.90	-0.21	-0.14	37.89	66.09	64.23	70.69	79.80	-0.035	0.003
49.620	39.98	411.02	0.032	2.018	24.870	25.807	68.38	230.21	219.28	-1536.37	24.47	-8.36	-0.15	-0.14	37.95	65.93	64.07	70.47	79.76	-0.036	0.002
49.640	39.95	410.47	0.033	2.013	24.867	25.824	68.38	140.09	229.05	-1541.00	37.31	-3.87	-0.09	-0.15	37.89	65.78	63.92	70.30	79.80	-0.037	0.002
49.660	39.92	409.88	0.029	2.012	24.864	25.842	68.45	55.22	231.60	-1527.38	35.47	9.30	-0.04	-0.15	37.97	65.66	63.76	70.10	79.77	-0.038	0.001
49.680	39.93	409.26	0.032	2.012	24.858	25.885	68.38	-27.82	238.92	-1502.91	18.95	12.70	0.02	-0.16	38.01	65.46	63.65	69.95	79.79	-0.040	-0.001
49.700	39.92	408.75	0.038	2.015	24.853	25.914	68.45	-111.78	253.11	-1511.85	14.42	-1.68	0.07	-0.17	37.97	65.34	63.55	69.82	79.78	-0.041	-0.002
49.720	39.89	408.40	0.033	2.015	24.843	25.912	68.38	-161.72	258.02	-1529.43	17.08	-8.66	0.11	-0.17	38.03	65.24	63.44	69.71	79.77	-0.041	-0.002
49.740	39.85	407.73	0.033	2.013	24.844	25.933	68.32	-249.92	270.18	-1533.51	17.98	-13.20	0.16	-0.18	38.01	65.15	63.40	69.63	79.80	-0.042	-0.002
49.760	39.80	406.95	0.030	2.010	24.836	25.950	68.32	-389.10	282.17	-1545.79	23.27	-25.61	0.25	-0.18	37.99	65.01	63.29	69.55	79.76	-0.043	-0.003
49.780	39.75	406.05	0.030	2.009	24.837	25.973	68.45	-495.07	289.27	-1552.76	35.93	-19.25	0.32	-0.19	38.01	65.01	63.22	69.44	79.80	-0.044	-0.004
49.800	39.69	405.16	0.029	2.012	24.830	25.988	68.52	-567.53	296.96	-1545.39	39.83	-1.60	0.37	-0.19	38.01	64.92	63.13	69.37	79.76	-0.045	-0.005
49.820	39.64	404.33	0.035	2.010	24.830	26.011	68.52	-630.78	296.74	-1522.86	25.02	4.95	0.41	-0.19	37.85	64.80	63.10	69.30	79.80	-0.045	-0.005
49.840	39.59	403.55	0.032	2.015	24.822	26.030	68.45	-698.02	299.04	-1512.45	14.33	0.25	0.46	-0.20	38.01	64.79	63.03	69.23	79.78	-0.046	-0.006
49.860	39.55	402.73	0.032	2.015	24.816	26.053	68.32	-753.71	304.35	-1520.71	17.13	-12.12	0.50	-0.20	37.97	64.68	63.02	69.18	79.78	-0.047	-0.007
49.880	39.50	401.99	0.033	2.013	24.812	26.070	68.38	-778.39	306.73	-1526.40	19.53	-17.37	0.51	-0.20	37.97	64.63	62.99	69.17	79.79	-0.048	-0.008
49.900	39.44	401.29	0.033	2.013	24.802	26.079	68.38	-814.60	323.90	-1538.31	22.51	-18.32	0.53	-0.21	37.85	64.57	62.97	69.11	79.78	-0.049	-0.008
49.920	39.41	400.50	0.029	2.012	24.805	26.105	68.45	-896.94	336.53	-1552.58	29.88	-25.17	0.58	-0.22	37.77	64.48	62.95	69.07	79.81	-0.050	-0.009
49.940	39.39	399.76	0.029	2.007	24.800	26.141	68.38	-959.98	337.34	-1561.44	40.99	-16.27	0.61	-0.22	37.83	64.44	62.95	69.02	79.77	-0.051	-0.010
49.960	39.36	399.25	0.033	2.012	24.795	26.159	68.38	-997.86	330.36	-1541.01	32.94	0.54	0.65	-0.21	37.77	64.29	62.95	69.00	79.81	-0.052	-0.011
49.980	39.38	398.75	0.038	2.018	24.792	26.201	68.32	-1067.80	325.53	-1509.95	13.29	-2.20	0.71	-0.22	37.79	64.20	62.97	68.95	79.77	-0.054	-0.013
50.000	39.40	398.32	0.030	2.012	24.781	26.242	68.32	-1164.20	322.81	-1506.37	8.22	-11.25	0.77	-0.21	37.81	64.14	62.97	68.91	79.80	-0.056	-0.014
50.020	39.45	397.89	0.032	2.013	24.779	26.305	68.38	-1244.57	324.42	-1506.10	9.57	-15.28	0.83	-0.22	37.71	64.07	62.99	68.88	79.79	-0.058	-0.016
50.040	39.49	397.46	0.035	2.015	24.773	26.364	68.38	-1339.15	328.92	-1510.94	7.57	-24.00	0.89	-0.22	37.63	64.01	62.97	68.84	79.78	-0.060	-0.019
50.060	39.56	397.22	0.032	2.012	24.767	26.426	68.45	-1448.11	342.08	-1538.88	14.69	-31.01	0.94	-0.22	37.69	63.95	62.99	68.79	79.80	-0.063	-0.021
50.080	39.62	396.91	0.033	2.007	24.764	26.485	68.45	-1539.02	358.76	-1561.73	31.16	-26.76	0.99	-0.23	37.26	63.88	62.97	68.75	79.77	-0.065	-0.023
50.100	39.65	396.60	0.035	2.013	24.767	26.524	68.38	-1613.03	356.77	-1555.03	35.33	-13.47	1.04	-0.23	37.48	63.82	62.92	68.68	79.81	-0.066	-0.025
50.120	39.69	396.40	0.035	2.009	24.752	26.562	68.45	-1721.00	342.39	-1518.32	19.59	-4.44	1.13	-0.23	37.52	63.76	62.92	68.63	79.77	-0.068	-0.026
50.140	39.73	396.21	0.033	2.009	24.748	26.607	68.45	-1858.28	335.28	-1507.65	11.23	-12.59	1.23	-0.22	37.52	63.66	62.89	68.58	79.82	-0.070	-0.028
50.160	39.80	396.09	0.039	2.012	24.740	26.658	68.38	-1984.00	330.43	-1516.88	14.37	-22.69	1.31	-0.22	37.50	63.60	62.86	68.53	79.79	-0.072	-0.030
50.180	39.88	396.01	0.038	2.016	24.733	26.720	68.38	-2088.10	334.52	-1525.11	18.42	-24.57	1.37	-0.22	37.44	63.53	62.84	68.46	79.81	-0.074	-0.032
50.200	39.94	395.81	0.036	2.023	24.727	26.774	68.32	-2208.21	350.81	-1528.95	18.14	-30.93	1.44	-0.23	37.36	63.49	62.77	68.46	79.81	-0.076	-0.034
50.220	39.97	395.58	0.038	2.019	24.719	26.805	68.45	-2339.89	362.14	-1539.21	27.08	-35.64	1.52	-0.24	37.24	63.47	62.70	68.42	79.79	-0.078	-0.035
50.240	39.98	395.19	0.042	2.025	24.715	26.844	68.38	-2443.43	358.87	-1547.35	40.07	-24.24	1.58	-0.23	37.26	63.41	62.64	68.40	79.83	-0.079	-0.036
50.260	40.00	394.45	0.032	2.018	24.711	26.904	68.25	-2557.42	345.52	-1515.10	30.24	-10.11	1.69	-0.23	37.14	63.38	62.58	68.34	79.79	-0.082	-0.038
50.280	40.00	393.74	0.040	2.020	24.703	26.952	68.32	-2709.80	336.43	-1489.83	15.94	-11.57	1.82	-0.23	37.16	63.31	62.51	68.31	79.84	-0.083	-0.040
50.300	39.99	393.08	0.039	2.013	24.690	26.994	68.32	-2851.03	319.95	-1500.23	17.61	-23.54	1.90	-0.21	36.91	63.27	62.50	68.30	79.79	-0.085	-0.042
