TIRF Data File: Project 1320; Run 126
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
27.820	40.07	489.22	-0.009	0.022	25.011	21.732	68.72	3419.37	-119.21	-1518.57	21.95	54.90	-2.25	0.08	38.20	67.14	65.82	75.43	79.67	0.151	0.191
27.840	40.06	489.10	-0.005	0.024	25.009	21.733	68.79	3403.88	-107.77	-1503.99	7.18	56.09	-2.26	0.07	38.54	67.20	65.82	75.46	79.66	0.151	0.191
27.860	40.07	489.34	-0.008	0.021	25.011	21.727	68.86	3369.86	-111.93	-1506.60	3.45	40.68	-2.24	0.07	38.24	67.18	65.82	75.44	79.68	0.151	0.191
27.880	40.09	489.89	-0.006	0.021	25.007	21.711	68.59	3376.30	-124.29	-1517.54	9.21	31.78	-2.22	0.08	38.38	67.27	65.84	75.42	79.66	0.152	0.192
27.900	40.14	490.24	-0.003	0.021	25.013	21.723	68.72	3384.83	-127.49	-1528.58	21.58	27.99	-2.21	0.08	38.52	67.24	65.87	75.46	79.69	0.151	0.191
27.920	40.18	490.67	-0.005	0.025	25.008	21.729	68.65	3377.54	-119.62	-1532.93	31.94	36.29	-2.20	0.08	38.54	67.26	65.87	75.44	79.65	0.151	0.191
27.940	40.22	490.90	-0.005	0.024	25.011	21.739	68.72	3381.66	-111.42	-1522.33	25.94	52.08	-2.22	0.07	38.54	67.23	65.85	75.40	79.69	0.150	0.190
27.960	40.25	490.90	-0.006	0.021	25.011	21.756	68.79	3373.51	-111.78	-1506.53	8.79	53.82	-2.24	0.07	38.58	67.27	65.90	75.40	79.67	0.150	0.189
27.980	40.31	490.75	-0.011	0.024	25.011	21.794	68.72	3364.69	-114.04	-1504.12	2.20	42.54	-2.24	0.08	38.54	67.26	65.88	75.42	79.68	0.148	0.187
28.000	40.34	490.39	-0.008	0.022	25.011	21.824	68.79	3392.94	-122.26	-1516.57	9.59	33.31	-2.24	0.08	38.52	67.30	65.88	75.40	79.69	0.146	0.186
28.020	40.33	489.77	-0.012	0.021	25.009	21.847	68.72	3421.35	-124.80	-1530.35	22.43	29.57	-2.24	0.08	38.56	67.33	65.93	75.39	79.67	0.145	0.184
28.040	40.33	488.64	-0.003	0.025	25.008	21.898	68.72	3441.60	-131.53	-1538.16	33.01	38.58	-2.24	0.09	38.60	67.31	65.88	75.42	79.71	0.142	0.182
28.060	40.35	487.27	-0.008	0.022	25.013	21.969	68.72	3449.27	-132.98	-1528.79	28.14	52.76	-2.26	0.09	38.68	67.34	65.92	75.40	79.67	0.139	0.178
28.080	40.37	485.70	-0.008	0.021	25.013	22.050	68.72	3449.04	-128.52	-1509.45	11.12	56.08	-2.28	0.09	38.46	67.36	65.95	75.36	79.71	0.134	0.174
28.100	40.36	484.06	-0.003	0.021	25.011	22.120	68.72	3451.59	-131.47	-1508.39	4.60	49.12	-2.29	0.09	38.64	67.34	65.98	75.39	79.68	0.131	0.170
28.120	40.34	482.58	-0.005	0.028	25.016	22.178	68.72	3448.60	-136.29	-1522.85	10.02	34.32	-2.26	0.09	38.60	67.39	65.96	75.37	79.69	0.128	0.167
28.140	40.31	481.09	-0.003	0.021	25.017	22.231	68.86	3464.94	-151.28	-1537.63	19.71	27.86	-2.25	0.10	38.66	67.40	65.99	75.40	79.69	0.125	0.164
28.160	40.26	479.72	-0.008	0.022	25.011	22.266	68.79	3484.01	-154.58	-1538.45	27.51	37.57	-2.26	0.10	38.72	67.42	66.01	75.39	79.68	0.123	0.162
28.180	40.22	478.43	-0.014	0.021	25.021	22.303	68.72	3468.92	-146.87	-1528.15	27.80	49.24	-2.27	0.10	38.58	67.39	65.99	75.37	79.71	0.122	0.160
28.200	40.18	477.46	-0.008	0.021	25.019	22.328	68.79	3455.87	-138.08	-1518.99	16.90	59.10	-2.28	0.09	38.70	67.40	65.98	75.34	79.67	0.121	0.159
28.220	40.14	476.83	-0.003	0.018	25.020	22.333	68.65	3436.54	-134.17	-1503.42	3.54	54.41	-2.29	0.09	38.72	67.40	65.98	75.33	79.71	0.120	0.159
28.240	40.10	476.56	-0.006	0.021	25.019	22.323	68.72	3410.11	-137.57	-1509.39	6.08	36.28	-2.26	0.09	38.72	67.37	65.98	75.31	79.67	0.121	0.159
28.260	40.06	476.48	-0.002	0.022	25.021	22.308	68.65	3426.09	-146.41	-1519.05	15.08	30.89	-2.26	0.10	38.89	67.37	65.95	75.31	79.71	0.122	0.160
28.280	40.01	476.68	-0.006	0.025	25.022	22.271	68.65	3433.99	-150.31	-1527.06	27.13	34.18	-2.25	0.10	38.99	67.36	65.95	75.29	79.68	0.124	0.162
28.300	39.94	476.64	-0.005	0.030	25.021	22.231	68.86	3404.43	-148.72	-1526.66	32.44	41.59	-2.23	0.10	38.73	67.34	65.92	75.26	79.70	0.125	0.164
28.320	39.89	476.60	-0.009	0.021	25.021	22.207	68.72	3399.55	-137.12	-1507.45	20.61	56.07	-2.26	0.09	38.75	67.30	65.85	75.26	79.70	0.127	0.165
28.340	39.88	476.68	-0.009	0.021	25.019	22.195	68.86	3382.35	-128.45	-1490.16	4.89	54.29	-2.27	0.09	38.66	67.24	65.82	75.23	79.67	0.127	0.166
28.360	39.85	476.68	-0.003	0.025	25.020	22.182	68.86	3360.71	-129.24	-1491.01	1.81	38.78	-2.25	0.09	38.81	67.24	65.81	75.20	79.72	0.128	0.167
28.380	39.89	476.48	-0.005	0.025	25.020	22.210	68.72	3383.53	-142.97	-1510.76	10.16	31.05	-2.24	0.09	38.77	67.21	65.74	75.18	79.67	0.127	0.165
28.400	39.92	476.05	-0.008	0.021	25.021	22.248	68.65	3401.37	-145.48	-1523.89	21.78	31.15	-2.23	0.10	38.81	67.20	65.73	75.18	79.72	0.125	0.163
28.420	39.94	475.15	-0.002	0.027	25.020	22.303	68.79	3399.78	-140.44	-1528.12	30.70	41.00	-2.22	0.09	38.83	67.12	65.68	75.18	79.68	0.122	0.160
28.440	39.96	473.94	-0.006	0.017	25.022	22.371	68.79	3398.81	-141.84	-1518.35	24.30	57.20	-2.24	0.09	38.81	67.12	65.65	75.17	79.70	0.119	0.157
28.460	40.02	472.53	0.000	0.008	25.024	22.469	68.65	3377.66	-135.85	-1503.69	8.92	57.08	-2.25	0.09	38.73	67.08	65.63	75.14	79.70	0.114	0.152
28.480	40.05	471.13	-0.003	0.027	25.020	22.551	68.72	3360.57	-133.36	-1505.45	3.87	43.85	-2.23	0.09	38.77	67.04	65.62	75.11	79.69	0.109	0.147
28.500	40.05	469.64	-0.008	0.017	25.020	22.628	68.86	3386.74	-136.67	-1522.10	11.66	34.19	-2.23	0.09	38.87	67.05	65.62	75.11	79.71	0.106	0.144
28.520	40.08	468.27	-0.003	0.015	25.016	22.707	68.86	3412.86	-151.76	-1540.33	20.77	26.69	-2.22	0.10	38.85	67.04	65.60	75.10	79.68	0.102	0.140
28.540	40.12	466.55	-0.006	0.021	25.021	22.818	68.79	3441.25	-167.57	-1553.31	29.19	35.15	-2.22	0.11	38.95	66.99	65.59	75.04	79.71	0.097	0.134
28.560	40.18	464.79	-0.006	0.015	25.022	22.933	68.79	3457.15	-167.54	-1549.36	28.90	50.79	-2.23	0.11	38.93	66.93	65.62	75.04	79.68	0.091	0.128
28.580	40.20	462.92	-0.006	0.024	25.020	23.042	68.79	3452.87	-159.62	-1531.07	14.19	56.73	-2.26	0.10	38.81	66.89	65.59	75.00	79.72	0.086	0.123
28.600	40.23	461.39	-0.009	0.021	25.023	23.132	68.72	3455.98	-153.66	-1518.28	2.45	55.66	-2.28	0.10	39.13	66.89	65.54	74.91	79.68	0.082	0.119
28.620	40.24	460.26	-0.012	0.021	25.027	23.197	68.92	3435.02	-156.32	-1529.44	6.52	38.98	-2.25	0.10	38.93	66.88	65.54	74.88	79.69	0.079	0.116
28.640	40.25	459.36	-0.005	0.021	25.031	23.245	68.79	3435.65	-174.14	-1548.73	15.13	27.49	-2.22	0.11	38.85	66.83	65.52	74.85	79.70	0.077	0.113
28.660	40.25	458.70	-0.009	0.021	25.037	23.278	69.19	3462.38	-179.49	-1557.00	25.25	33.50	-2.22	0.12	38.85	66.80	65.49	74.82	79.68	0.076	0.112
28.680	40.25	458.31	-0.003	0.022	25.040	23.301	68.79	3449.24	-175.04	-1551.29	34.99	40.90	-2.22	0.11	38.87	66.76	65.46	74.79	79.71	0.075	0.111
28.700	40.25	457.92	-0.002	0.021	25.041	23.318	68.79	3441.61	-168.88	-1532.98	28.68	54.66	-2.25	0.11	38.85	66.69	65.40	74.72	79.67	0.074	0.110
28.720	40.24	457.84	0.000	0.028	25.041	23.319	68.79	3436.85	-163.08	-1510.66	11.62	59.15	-2.28	0.11	38.83	66.66	65.40	74.68	79.71	0.074	0.110
28.740	40.23	457.92	-0.006	0.024	25.046	23.310	68.72	3410.45	-160.38	-1503.84	5.71	43.72	-2.27	0.11	38.77	66.63	65.32	74.63	79.67	0.074	0.110
28.760	40.19	457.96	-0.003	0.021	25.047	23.286	68.65	3403.42	-163.02	-1512.66	10.66	31.77	-2.25	0.11	38.81	66.55	65.27	74.58	79.72	0.076	0.111
28.780	40.14	458.03	-0.002	0.021	25.045	23.253	68.79	3425.13	-172.57	-1523.95	19.38	29.68	-2.25	0.11	38.77	66.54	65.22	74.53	79.70	0.077	0.113
28.800	40.10	457.84	-0.003	0.022	25.048	23.236	68.79	3420.68	-173.69	-1526.70	29.49	33.58	-2.24	0.11	38.75	66.51	65.18	74.47	79.68	0.078	0.114
28.820	40.06	457.45	-0.008	0.022	25.052	23.237	68.86	3421.23	-169.46	-1519.11	30.70	48.04	-2.25	0.11	38.75	66.47	65.11	74.39	79.71	0.078	0.114
28.840	40.04	456.82	-0.005	0.028	25.047	23.255	68.79	3426.19	-160.80	-1501.13	17.70	58.82	-2.28	0.11	38.72	66.42	65.03	74.31	79.67	0.077	0.113
28.860	40.05	456.04	-0.008	0.022	25.050	23.300	68.79	3412.67	-149.30	-1488.81	4.25	53.55	-2.29	0.10	38.75	66.38	65.00	74.24	79.72	0.075	0.111
28.880	40.05	455.10	-0.003	0.021	25.048	23.345	68.72	3394.01	-149.96	-1493.57	4.40	40.83	-2.27	0.10	38.72	66.34	64.94	74.18	79.68	0.073	0.108
28.900	40.01	454.09	0.007	0.025	25.046	23.379	68.72	3389.57	-157.40	-1513.01	14.44	30.53	-2.24	0.10	38.70	66.34	64.89	74.13	79.71	0.071	0.107
28.920	40.00	452.87	-0.009	0.021	25.048	23.436	68.72	3396.79	-169.56	-1534.12	26.66	29.06	-2.21	0.11	38.87	66.31	64.84	74.07	79.68	0.069	0.104
28.940	40.02	451.55	-0.006	0.017	25.051	23.513	68.65	3401.58	-177.57	-1543.69	36.93	39.26	-2.20	0.12	38.70	66.26	64.78	74.01	79.70	0.065	0.101
28.960	40.00	450.22	-0.005	0.028	25.047	23.574	68.72	3383.06	-171.48	-1530.67	30.98	50.13	-2.21	0.11	38.68	66.19	64.70	73.95	79.70	0.062	0.098
28.980	39.97	448.85	-0.011	0.021	25.047	23.624	68.79	3369.05	-155.88	-1505.45	13.11	56.40	-2.24	0.10	38.72	66.16	64.67	73.87	79.68	0.060	0.095
29.000	39.95	447.91	-0.008	0.021	25.047	23.665	68.72	3350.80	-151.97	-1494.86	1.51	50.46	-2.24	0.10	38.79	66.09	64.61	73.84	79.71	0.058	0.093
29.020	39.97	446.90	-0.008	0.017	25.049	23.727	68.79	3316.35	-155.26	-1509.37	5.35	33.41	-2.20	0.10	38.83	66.03	64.58	73.79	79.67	0.056	0.091
29.040	39.97	446.23	-0.002	0.027	25.049	23.762	68.79	3312.43	-172.43	-1538.48	15.55	27.46	-2.15	0.11	38.70	66.01	64.48	73.75	79.72	0.054	0.089
29.060	39.99	445.61	0.000	0.022	25.046	23.812	68.79	3317.40	-176.26	-1551.89	27.75	32.62	-2.14	0.11	38.81	65.96	64.45	73.73	79.68	0.052	0.087
29.080	40.00	444.98	-0.003	0.021	25.048	23.851	68.79	3304.76	-169.76	-1548.28	35.99	40.24	-2.13	0.11	38.54	65.84	64.37	73.66	79.71	0.050	0.085
29.100	39.99	444.59	-0.005	0.024	25.050	23.864	68.79	3309.74	-170.68	-1527.48	25.33	55.18	-2.17	0.11	38.73	65.84	64.28	73.58	79.69	0.050	0.084
29.120	39.98	444.08	-0.002	0.030	25.051	23.889	68.86	3291.12	-160.02	-1502.69	7.22	57.18	-2.19	0.11	38.95	65.79	64.23	73.52	79.68	0.049	0.083
29.140	39.98	443.73	-0.005	0.024	25.054	23.905	68.72	3237.17	-151.62	-1506.40	5.25	40.27	-2.15	0.10	38.77	65.69	64.17	73.44	79.70	0.048	0.082
29.160	40.00	443.34	-0.002	0.018	25.053	23.937	68.72	3218.95	-164.57	-1523.62	11.15	30.90	-2.11	0.11	38.75	65.66	64.09	73.44	79.68	0.047	0.081
29.180	40.01	443.07	0.000	0.025	25.055	23.957	68.65	3218.38	-174.82	-1540.64	19.63	26.23	-2.09	0.11	38.56	65.58	63.99	73.37	79.72	0.046	0.080
29.200	40.01	442.75	-0.003	0.028	25.055	23.977	68.79	3208.25	-177.99	-1550.85	31.10	28.57	-2.07	0.11	38.73	65.53	63.93	73.31	79.68	0.045	0.079
29.220	40.04	442.24	-0.002	0.022	25.060	24.021	68.79	3200.69	-175.06	-1535.35	32.32	43.59	-2.08	0.11	38.85	65.43	63.82	73.29	79.71	0.043	0.077
29.240	40.05	441.66	-0.006	0.022	25.058	24.056	68.86	3176.99	-160.67	-1518.05	22.85	52.15	-2.09	0.11	38.66	65.37	63.73	73.23	79.68	0.042	0.076
29.260	40.02	440.99	-0.008	0.021	25.062	24.078	68.86	3142.58	-156.77	-1506.96	7.71	51.27	-2.09	0.10	38.62	65.30	63.65	73.17	79.70	0.041	0.075
29.280	39.99	440.45	-0.006	0.027	25.057	24.089	68.79	3102.76	-154.10	-1502.10	2.34	40.39	-2.07	0.10	38.58	65.24	63.55	73.10	79.70	0.040	0.074
29.300	39.99	439.90	0.000	0.022	25.064	24.119	68.79	3061.62	-148.92	-1520.64	12.81	24.79	-2.01	0.10	38.62	65.17	63.46	73.05	79.68	0.039	0.073
29.320	40.00	439.35	-0.008	0.022	25.062	24.154	68.79	3061.31	-154.22	-1541.29	23.53	24.89	-1.99	0.10	38.60	65.09	63.36	73.02	79.70	0.038	0.071
29.340	40.01	438.81	-0.009	0.021	25.064	24.193	68.79	3059.37	-158.80	-1545.70	32.93	30.39	-1.98	0.10	38.56	65.03	63.32	72.92	79.66	0.036	0.070
29.360	40.01	438.06	-0.009	0.021	25.066	24.231	68.65	3034.06	-160.73	-1533.13	33.91	38.22	-1.98	0.10	38.32	64.90	63.22	72.87	79.70	0.034	0.068
29.380	40.01	437.20	-0.003	0.021	25.068	24.281	68.72	3028.60	-148.54	-1510.65	20.17	52.45	-2.00	0.10	38.56	64.86	63.14	72.79	79.65	0.032	0.066
29.400	40.00	436.23	-0.005	0.028	25.065	24.327	68.79	2992.32	-139.15	-1496.57	6.84	46.10	-2.00	0.09	38.54	64.74	63.11	72.71	79.67	0.030	0.064
29.420	39.98	435.33	-0.003	0.024	25.064	24.369	68.65	2935.97	-143.18	-1502.12	5.81	29.07	-1.95	0.10	38.52	64.68	63.02	72.62	79.65	0.028	0.062
29.440	39.98	434.47	-0.009	0.021	25.068	24.412	68.72	2916.12	-151.27	-1517.89	12.25	23.64	-1.92	0.10	38.46	64.61	62.97	72.53	79.66	0.027	0.060
29.460	39.98	433.69	-0.012	0.021	25.066	24.458	68.72	2893.11	-148.87	-1536.04	24.66	20.27	-1.88	0.10	38.50	64.51	62.86	72.44	79.67	0.025	0.058
29.480	39.95	432.94	-0.008	0.024	25.066	24.480	68.86	2869.37	-149.26	-1538.70	34.09	26.36	-1.86	0.10	38.50	64.48	62.77	72.37	79.65	0.024	0.057
29.500	39.93	432.16	-0.003	0.021	25.068	24.516	68.72	2859.80	-153.35	-1528.60	32.15	41.18	-1.87	0.10	38.54	64.35	62.69	72.29	79.67	0.023	0.055
29.520	39.93	431.42	-0.003	0.021	25.068	24.555	68.79	2827.61	-150.10	-1509.79	18.81	46.19	-1.87	0.10	38.73	64.32	62.58	72.17	79.62	0.021	0.054
29.540	39.91	430.79	-0.005	0.018	25.067	24.582	68.92	2793.04	-137.17	-1488.25	4.42	43.05	-1.88	0.09	38.46	64.22	62.42	72.08	79.65	0.020	0.053
29.560	39.90	430.21	-0.011	0.021	25.064	24.607	68.79	2746.09	-127.38	-1495.25	6.67	29.27	-1.84	0.09	38.44	64.11	62.29	72.01	79.63	0.019	0.052
29.580	39.89	429.58	0.000	0.017	25.067	24.637	68.72	2694.27	-135.31	-1521.60	17.35	16.22	-1.77	0.09	38.42	64.07	62.15	71.89	79.64	0.017	0.050
29.600	39.87	429.11	-0.002	0.025	25.063	24.650	68.72	2669.03	-146.87	-1540.90	25.87	17.20	-1.73	0.10	38.44	63.97	61.98	71.78	79.64	0.017	0.050
29.620	39.86	428.64	0.000	0.025	25.063	24.674	68.79	2637.03	-145.82	-1539.52	35.82	23.05	-1.71	0.09	38.44	63.87	61.80	71.69	79.61	0.016	0.049
29.640	39.87	428.14	-0.008	0.024	25.064	24.706	68.86	2585.92	-136.61	-1520.91	36.29	33.13	-1.70	0.09	38.38	63.79	61.62	71.56	79.65	0.014	0.047
29.660	39.88	427.59	-0.006	0.022	25.064	24.743	68.86	2555.50	-131.99	-1495.89	20.86	43.33	-1.71	0.09	38.20	63.68	61.44	71.47	79.61	0.013	0.046
29.680	39.89	427.12	-0.009	0.021	25.062	24.776	68.92	2502.72	-126.62	-1481.28	7.85	34.51	-1.69	0.09	38.32	63.60	61.22	71.37	79.65	0.012	0.044
29.700	39.91	426.61	-0.005	0.022	25.058	24.818	68.99	2431.29	-117.44	-1489.03	10.29	19.87	-1.63	0.08	38.22	63.49	61.03	71.26	79.61	0.010	0.043
29.720	39.93	426.14	-0.008	0.021	25.056	24.859	69.06	2376.63	-117.81	-1504.92	18.15	12.91	-1.58	0.08	38.20	63.38	60.83	71.15	79.63	0.008	0.041
29.740	39.91	425.71	-0.005	0.015	25.060	24.870	68.99	2330.04	-124.39	-1517.33	25.39	11.26	-1.54	0.08	38.38	63.30	60.62	71.01	79.61	0.008	0.040
29.760	39.89	425.28	-0.006	0.021	25.050	24.886	69.06	2284.68	-124.07	-1519.07	34.21	18.98	-1.50	0.08	38.16	63.16	60.45	70.92	79.62	0.007	0.040
29.780	39.88	424.74	-0.006	0.021	25.054	24.913	68.99	2237.34	-121.09	-1507.70	35.52	32.19	-1.48	0.08	38.18	63.03	60.20	70.79	79.63	0.006	0.039
29.800	39.89	424.27	-0.006	0.022	25.048	24.943	69.06	2174.38	-110.08	-1493.13	25.46	36.00	-1.46	0.07	38.30	62.92	59.95	70.65	79.60	0.004	0.037
29.820	39.91	423.72	-0.003	0.025	25.042	24.993	69.19	2111.44	-104.04	-1478.24	11.91	29.03	-1.43	0.07	38.16	62.70	59.73	70.50	79.63	0.002	0.035
29.840	39.91	423.09	0.000	0.017	25.042	25.027	68.99	2050.18	-101.76	-1483.08	11.81	15.71	-1.38	0.07	38.16	62.52	59.46	70.39	79.59	0.001	0.034
29.860	39.91	422.47	-0.006	0.025	25.032	25.064	68.99	1982.64	-95.99	-1502.96	19.54	6.22	-1.32	0.06	38.18	62.35	59.22	70.26	79.63	-0.001	0.032
29.880	39.91	421.88	-0.005	0.025	25.030	25.102	68.86	1931.44	-94.28	-1517.94	27.79	5.46	-1.27	0.06	38.18	62.13	58.95	70.11	79.60	-0.003	0.031
29.900	39.89	421.18	-0.006	0.017	25.028	25.129	68.92	1879.74	-96.59	-1525.82	37.65	9.13	-1.23	0.06	38.11	61.83	58.69	70.01	79.62	-0.004	0.030
29.920	39.87	420.48	-0.006	0.021	25.023	25.159	68.86	1814.45	-99.15	-1515.45	37.98	20.21	-1.20	0.07	38.05	61.59	58.40	69.84	79.61	-0.005	0.029
29.940	39.84	419.62	-0.009	0.021	25.017	25.193	68.86	1755.03	-98.53	-1491.33	25.27	31.93	-1.18	0.07	38.07	61.31	58.12	69.62	79.60	-0.007	0.027
29.960	39.81	418.87	-0.005	0.017	25.016	25.217	68.72	1677.20	-87.47	-1479.33	15.22	23.49	-1.13	0.06	38.13	61.06	57.83	69.47	79.62	-0.008	0.026
29.980	39.80	418.13	-0.002	0.021	25.009	25.253	68.72	1590.41	-78.38	-1480.39	12.95	7.88	-1.07	0.05	38.11	60.74	57.54	69.27	79.59	-0.010	0.025
30.000	39.79	417.39	-0.006	0.018	25.004	25.295	68.86	1524.57	-80.83	-1497.35	19.09	2.55	-1.02	0.05	38.11	60.43	57.28	69.11	79.63	-0.012	0.023
30.020	39.79	416.72	-0.008	0.022	24.995	25.332	68.72	1453.91	-81.19	-1512.36	27.18	-0.26	-0.96	0.05	38.05	60.15	56.97	68.89	79.59	-0.013	0.021
30.040	39.80	416.06	-0.002	0.021	24.994	25.379	68.72	1375.90	-75.18	-1515.89	36.99	2.23	-0.91	0.05	37.93	59.89	56.70	68.76	79.62	-0.015	0.020
30.060	39.79	415.43	-0.006	0.021	24.990	25.411	68.79	1307.25	-71.37	-1510.22	41.63	14.04	-0.87	0.05	37.99	59.57	56.43	68.56	79.61	-0.017	0.018
30.080	39.76	414.89	-0.008	0.021	24.986	25.426	68.72	1230.29	-65.09	-1493.22	33.19	21.65	-0.82	0.04	37.91	59.36	56.24	68.39	79.61	-0.017	0.018
30.100	39.75	414.50	-0.012	0.022	24.976	25.444	68.86	1149.90	-57.59	-1478.30	20.05	17.44	-0.78	0.04	37.89	59.03	55.98	68.21	79.60	-0.018	0.017
30.120	39.76	414.11	-0.003	0.025	24.971	25.471	68.72	1075.22	-50.59	-1479.85	17.70	4.52	-0.73	0.03	37.65	58.75	55.79	68.00	79.58	-0.020	0.016
30.140	39.75	413.75	0.000	0.018	24.969	25.490	68.65	984.61	-48.16	-1496.75	21.77	-6.20	-0.66	0.03	37.97	58.49	55.57	67.86	79.61	-0.020	0.015
30.160	39.76	413.25	-0.009	0.021	24.964	25.527	68.72	906.07	-43.70	-1516.58	28.34	-9.82	-0.60	0.03	37.79	58.27	55.38	67.66	79.57	-0.022	0.014
30.180	39.79	412.74	-0.006	0.021	24.960	25.577	68.86	828.44	-40.46	-1525.99	39.40	-11.32	-0.54	0.03	37.73	57.98	55.17	67.49	79.60	-0.024	0.012
30.200	39.79	412.19	-0.005	0.025	24.953	25.614	68.72	731.57	-35.87	-1517.57	46.10	-3.75	-0.48	0.02	37.54	57.77	54.98	67.31	79.57	-0.026	0.010
30.220	39.78	411.64	-0.002	0.022	24.950	25.642	68.65	648.51	-37.08	-1496.97	39.28	11.90	-0.43	0.02	37.63	57.57	54.76	67.17	79.59	-0.027	0.009
30.240	39.76	411.10	-0.006	0.022	24.946	25.661	68.59	547.67	-30.16	-1475.76	27.38	8.62	-0.37	0.02	37.73	57.32	54.61	66.95	79.59	-0.028	0.008
30.260	39.75	410.71	-0.006	0.024	24.938	25.679	68.59	434.06	-15.42	-1470.63	25.05	-6.68	-0.30	0.01	37.56	57.11	54.46	66.79	79.58	-0.029	0.008
30.280	39.76	410.16	-0.006	0.021	24.927	25.717	68.59	351.20	-6.79	-1473.16	29.24	-13.68	-0.24	0.00	37.59	56.91	54.27	66.66	79.61	-0.031	0.006
30.300	39.77	409.65	-0.006	0.022	24.921	25.761	68.52	252.85	-1.60	-1491.61	34.81	-20.01	-0.17	0.00	37.44	56.76	54.13	66.47	79.57	-0.033	0.005
30.320	39.77	408.99	0.000	0.022	24.917	25.802	68.52	148.86	5.07	-1505.81	42.19	-22.71	-0.10	0.00	37.61	56.62	53.99	66.34	79.61	-0.034	0.003
30.340	39.78	408.36	-0.002	0.030	24.907	25.848	68.45	62.91	12.43	-1509.26	52.31	-16.88	-0.04	-0.01	37.46	56.48	53.83	66.18	79.58	-0.036	0.001
30.360	39.78	407.66	-0.003	0.049	24.899	25.893	68.45	-27.40	17.44	-1499.17	53.57	-6.63	0.02	-0.01	37.42	56.32	53.74	66.07	79.60	-0.038	-0.001
30.380	39.76	406.99	-0.003	0.024	24.895	25.917	68.52	-100.06	21.74	-1479.15	41.55	-1.53	0.07	-0.01	37.36	56.22	53.60	65.89	79.58	-0.039	-0.002
30.400	39.74	406.45	0.001	0.022	24.889	25.939	68.32	-163.94	25.18	-1474.78	33.71	-11.87	0.11	-0.02	37.22	56.15	53.52	65.71	79.58	-0.041	-0.002
30.420	39.71	405.78	0.000	0.021	24.880	25.967	68.45	-281.63	31.07	-1477.88	35.99	-23.86	0.19	-0.02	37.34	56.08	53.41	65.58	79.60	-0.042	-0.003
30.440	39.68	404.92	-0.003	0.028	24.868	25.997	68.38	-391.80	41.76	-1489.24	40.34	-27.60	0.26	-0.03	37.20	56.08	53.35	65.40	79.57	-0.043	-0.005
