ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
sec,kph,rpm,deg,deg,cm,cm,kPa,N,N,N,N-m,N-m,none,none,deg C,deg C,deg C,deg C,deg F,none
0.000,0.12,2.33,-0.012,0.021,25.278,13.991,54.70,-29.87,-17.88,-1073.23,-0.65,-2.68,0.03,0.02,33.96,38.30,46.70,46.72,84.02,0.807
0.020,0.11,2.57,-0.009,0.021,25.278,11.270,54.77,-27.00,-17.86,-1076.42,0.32,-1.89,0.03,0.02,29.58,38.33,46.71,46.72,84.05,1.243
0.040,0.10,2.61,-0.009,0.025,25.273,9.678,54.63,-31.38,-16.50,-1078.02,0.52,-2.86,0.03,0.02,25.02,38.33,46.68,46.72,84.01,1.611
0.060,0.09,2.45,-0.006,0.022,25.274,9.791,54.70,-28.03,-18.56,-1075.00,0.02,-2.10,0.03,0.02,24.45,38.35,46.70,46.69,84.06,1.581
0.080,0.10,2.37,-0.011,0.021,25.276,10.634,54.63,-29.31,-17.16,-1076.17,0.78,-2.43,0.03,0.02,29.77,38.33,46.70,46.71,84.02,1.377
0.100,0.13,2.26,-0.005,0.030,25.272,15.024,54.70,-31.13,-15.84,-1072.98,-0.02,-2.74,0.03,0.01,32.80,38.35,46.70,46.72,84.05,0.682
0.120,0.12,2.18,-0.015,0.022,25.274,14.428,54.63,-29.06,-17.18,-1072.24,-0.29,-2.32,0.03,0.02,32.96,38.36,46.68,46.71,84.02,0.752
0.140,0.10,2.14,-0.012,0.022,25.276,12.957,54.70,-29.11,-17.18,-1072.84,-0.02,-2.58,0.03,0.02,27.24,38.32,46.68,46.73,84.04,0.951
0.160,0.10,1.98,-0.008,0.022,25.276,13.978,54.70,-29.33,-18.57,-1072.13,-0.33,-2.44,0.03,0.02,23.90,38.36,46.70,46.71,84.05,0.808
0.180,0.10,1.90,-0.003,0.025,25.277,13.902,54.70,-27.32,-17.20,-1072.11,-0.13,-2.27,0.03,0.02,27.14,38.36,46.68,46.71,84.02,0.818
0.200,0.10,1.79,-0.011,0.018,25.279,14.814,54.70,-30.89,-17.14,-1072.01,0.10,-2.88,0.03,0.02,31.48,38.38,46.71,46.69,84.05,0.706
0.220,0.14,1.79,-0.008,0.022,25.278,20.351,54.77,-29.32,-18.55,-1074.75,0.38,-2.43,0.03,0.02,33.63,38.39,46.71,46.71,84.01,0.242
0.240,0.12,1.75,-0.011,0.028,25.275,18.684,54.77,-27.27,-17.22,-1072.70,0.12,-2.01,0.03,0.02,30.21,38.39,46.70,46.72,84.05,0.353
0.260,0.10,1.63,-0.003,0.025,25.273,16.234,54.70,-29.33,-16.49,-1073.91,0.78,-2.43,0.03,0.02,25.39,38.36,46.70,46.69,84.02,0.557
0.280,0.10,1.59,-0.012,0.025,25.273,17.410,54.77,-28.02,-17.89,-1074.86,0.29,-2.10,0.03,0.02,24.33,38.35,46.73,46.69,84.04,0.452
0.300,0.10,1.59,-0.008,0.022,25.272,16.633,54.77,-29.06,-16.48,-1074.87,0.53,-2.31,0.03,0.02,29.60,38.39,46.71,46.75,84.03,0.519
0.320,0.13,1.47,-0.011,0.021,25.272,22.989,54.77,-30.09,-16.46,-1076.19,0.90,-2.52,0.03,0.02,32.76,38.36,46.71,46.72,84.02,0.099
0.340,0.14,1.44,-0.008,0.021,25.270,25.338,54.77,-27.77,-17.87,-1073.80,-0.39,-1.99,0.03,0.02,33.19,38.39,46.71,46.72,84.06,-0.003
0.360,0.11,1.44,-0.009,0.021,25.272,20.168,54.70,-29.60,-17.87,-1073.95,-0.56,-2.56,0.03,0.02,27.42,38.36,46.71,46.76,84.02,0.253
0.380,0.10,1.40,-0.008,0.024,25.272,18.961,54.70,-28.79,-18.58,-1075.84,-0.08,-2.20,0.03,0.02,23.94,38.36,46.65,46.75,84.06,0.333
0.400,0.09,1.36,-0.006,0.028,25.271,17.684,54.77,-27.77,-16.52,-1076.42,0.49,-1.98,0.03,0.02,26.91,38.36,46.68,46.76,84.02,0.429
0.420,0.10,1.32,-0.011,0.022,25.272,21.023,54.70,-30.79,-19.95,-1075.85,-0.29,-2.36,0.03,0.02,31.33,38.32,46.67,46.76,84.05,0.202
0.440,0.13,1.20,-0.011,0.021,25.272,29.255,54.70,-29.01,-19.25,-1076.56,-0.08,-2.05,0.03,0.02,33.57,38.36,46.67,46.78,84.03,-0.136
0.460,0.12,1.20,-0.005,0.021,25.270,27.196,54.63,-28.25,-18.55,-1076.43,0.21,-1.96,0.03,0.02,31.05,38.36,46.67,46.76,84.03,-0.071
0.480,0.10,1.16,-0.009,0.022,25.270,23.852,54.70,-30.04,-17.16,-1077.75,0.78,-2.26,0.03,0.02,25.88,38.36,46.68,46.79,84.04,0.059
0.500,0.10,1.12,-0.006,0.028,25.267,23.581,54.77,-27.46,-17.22,-1077.27,0.29,-1.60,0.03,0.02,23.25,38.38,46.68,46.79,84.02,0.071
0.520,0.08,1.20,-0.008,0.025,25.267,17.926,54.63,-31.07,-17.89,-1076.57,0.12,-2.48,0.03,0.02,28.18,38.36,46.65,46.82,84.06,0.410
0.540,0.11,1.47,-0.002,0.027,25.267,20.472,54.70,-28.48,-18.60,-1076.69,-0.18,-1.82,0.03,0.02,32.01,38.40,46.68,46.82,84.02,0.234
0.560,0.13,1.94,-0.005,0.024,25.268,18.078,54.70,-29.24,-17.18,-1077.15,0.50,-1.91,0.03,0.02,33.86,38.42,46.68,46.84,84.06,0.398
0.580,0.11,2.30,-0.006,0.027,25.267,13.152,54.77,-30.76,-18.59,-1076.58,0.00,-2.10,0.03,0.02,28.77,38.43,46.68,46.82,84.02,0.921
0.600,0.10,2.45,-0.005,0.025,25.267,10.800,54.63,-28.70,-19.27,-1077.15,0.16,-1.67,0.03,0.02,24.63,38.46,46.67,46.84,84.03,1.340
0.620,0.10,2.49,-0.009,0.021,25.268,10.630,54.70,-30.76,-17.85,-1075.72,0.23,-2.09,0.03,0.02,26.24,38.43,46.70,46.84,84.04,1.377
0.640,0.11,2.33,-0.011,0.024,25.270,12.402,54.83,-31.78,-18.56,-1076.45,0.19,-2.31,0.03,0.02,30.91,38.43,46.67,46.84,84.03,1.038
0.660,0.14,2.30,-0.006,0.027,25.271,15.846,54.77,-28.48,-17.90,-1076.56,0.10,-1.82,0.03,0.02,33.35,38.43,46.68,46.84,84.06,0.595
0.680,0.14,2.18,-0.008,0.028,25.267,16.699,54.63,-31.03,-17.90,-1074.17,0.19,-2.21,0.03,0.02,29.72,38.46,46.70,46.81,84.02,0.513
0.700,0.11,2.10,-0.012,0.022,25.266,14.376,54.77,-30.01,-17.18,-1073.69,-0.11,-2.00,0.03,0.02,25.14,38.48,46.70,46.82,84.05,0.758
0.720,0.11,1.90,-0.011,0.024,25.268,15.851,54.77,-30.49,-17.17,-1075.59,0.50,-1.97,0.03,0.02,26.45,38.48,46.70,46.82,84.03,0.594
0.740,0.12,1.87,-0.012,0.021,25.270,16.846,54.63,-31.03,-18.55,-1075.01,0.03,-2.21,0.03,0.02,30.99,38.46,46.68,46.81,84.05,0.500
0.760,0.15,1.79,-0.006,0.028,25.267,21.736,54.77,-30.23,-18.60,-1075.85,-0.10,-1.86,0.03,0.02,33.37,38.46,46.65,46.81,84.03,0.162
0.780,0.14,1.79,-0.009,0.024,25.268,21.043,54.70,-30.76,-17.17,-1075.60,0.50,-2.09,0.03,0.02,28.54,38.46,46.70,46.81,84.03,0.201
0.800,0.13,1.71,-0.008,0.021,25.266,19.835,54.63,-31.52,-18.54,-1074.89,0.21,-2.19,0.03,0.02,24.55,38.46,46.67,46.82,84.05,0.274
0.820,0.12,1.67,-0.011,0.024,25.268,18.817,54.70,-29.20,-18.57,-1075.72,0.10,-1.64,0.03,0.02,27.89,38.45,46.68,46.81,84.02,0.343
0.840,0.13,1.55,-0.006,0.020,25.269,21.832,54.77,-31.30,-17.84,-1076.45,0.33,-2.33,0.03,0.02,31.82,38.45,46.67,46.82,84.06,0.157
0.860,0.16,1.55,-0.005,0.031,25.264,26.611,54.70,-32.01,-19.31,-1077.30,-0.05,-2.16,0.03,0.02,32.56,38.42,46.63,46.79,84.02,-0.051
0.880,0.14,1.44,-0.011,0.027,25.261,26.200,54.70,-29.70,-17.90,-1075.85,0.02,-1.62,0.03,0.02,27.06,38.40,46.65,46.81,84.05,-0.036
0.900,0.13,1.51,-0.008,0.022,25.264,23.212,54.56,-31.53,-17.17,-1075.86,0.16,-2.19,0.03,0.02,24.43,38.40,46.68,46.81,84.02,0.088
0.920,0.12,1.40,-0.011,0.018,25.269,23.390,54.70,-30.21,-19.92,-1075.84,-0.26,-1.86,0.03,0.02,29.24,38.42,46.63,46.76,84.05,0.080
0.940,0.15,1.36,-0.009,0.028,25.265,28.620,54.77,-30.75,-18.59,-1078.61,0.43,-2.09,0.03,0.02,32.49,38.42,46.62,46.78,84.03,-0.117
0.960,0.15,1.36,-0.011,0.024,25.266,28.620,54.70,-32.55,-17.18,-1076.59,0.24,-2.40,0.03,0.02,30.72,38.38,46.62,46.76,84.03,-0.117
0.980,0.14,1.32,-0.009,0.018,25.267,27.592,54.70,-29.46,-17.83,-1076.18,0.69,-1.76,0.03,0.02,25.77,38.39,46.57,46.78,84.05,-0.084
1.000,0.13,1.28,-0.011,0.027,25.265,27.468,54.70,-32.82,-17.19,-1076.46,0.40,-2.52,0.03,0.02,25.59,38.38,46.57,46.79,84.02,-0.080
1.020,0.12,1.28,-0.012,0.024,25.268,24.567,54.77,-32.54,-18.56,-1075.02,0.02,-2.40,0.03,0.02,30.40,38.36,46.57,46.81,84.06,0.029
1.040,0.15,1.44,-0.014,0.021,25.266,27.923,54.63,-31.29,-17.16,-1077.88,0.61,-2.33,0.03,0.02,33.04,38.39,46.54,46.79,84.02,-0.095
1.060,0.15,1.94,-0.011,0.025,25.265,20.624,54.83,-33.83,-18.57,-1075.74,0.10,-2.73,0.03,0.02,28.95,38.35,46.56,46.81,84.05,0.225
1.080,0.13,2.33,-0.011,0.021,25.262,14.521,54.70,-31.52,-17.16,-1075.13,0.08,-2.19,0.03,0.02,24.74,38.33,46.54,46.82,84.03,0.740
1.100,0.13,2.53,-0.006,0.025,25.263,13.400,54.77,-31.29,-17.18,-1076.92,0.85,-2.33,0.03,0.02,27.16,38.32,46.54,46.81,84.03,0.885
1.120,0.12,2.65,-0.008,0.025,25.261,12.339,54.70,-32.31,-17.87,-1077.05,0.56,-2.54,0.03,0.02,31.39,38.30,46.54,46.84,84.05,1.047
1.140,0.15,2.49,-0.006,0.011,25.270,16.093,54.63,-29.73,-18.48,-1075.71,0.18,-1.88,0.03,0.02,33.08,38.29,46.57,46.84,84.02,0.570
1.160,0.14,2.41,-0.006,0.030,25.262,15.589,54.70,-33.35,-16.52,-1075.87,0.23,-2.76,0.03,0.02,27.69,38.29,46.52,46.82,84.06,0.620
1.180,0.14,2.30,-0.008,0.021,25.262,15.846,54.77,-31.56,-18.55,-1074.29,-0.05,-2.45,0.03,0.02,24.13,38.30,46.51,46.84,84.02,0.594
1.200,0.12,2.14,-0.003,0.022,25.264,15.270,54.70,-30.27,-16.47,-1074.75,0.71,-2.12,0.03,0.02,28.24,38.30,46.48,46.81,84.06,0.654
1.220,0.13,2.10,-0.009,0.024,25.262,16.732,54.77,-32.32,-17.17,-1074.05,0.51,-2.54,0.03,0.02,32.01,38.30,46.52,46.84,84.03,0.510
1.240,0.15,2.06,-0.012,0.022,25.264,19.450,54.77,-30.49,-17.16,-1075.47,0.69,-1.97,0.03,0.02,32.37,38.30,46.51,46.84,84.04,0.299
1.260,0.14,1.90,-0.012,0.021,25.262,19.098,54.77,-31.82,-17.85,-1077.04,0.59,-2.57,0.03,0.02,26.91,38.35,46.51,46.84,84.04,0.323
1.280,0.12,1.87,-0.008,0.025,25.261,17.509,54.63,-32.85,-18.58,-1077.31,0.10,-2.78,0.03,0.02,24.17,38.33,46.52,46.86,84.03,0.443
1.300,0.11,1.75,-0.012,0.022,25.262,16.561,54.70,-29.73,-17.87,-1075.12,-0.04,-1.88,0.03,0.02,29.09,38.32,46.52,46.85,84.05,0.525
1.320,0.13,1.75,-0.014,0.021,25.262,20.099,54.63,-34.11,-17.16,-1076.59,0.26,-2.85,0.03,0.02,32.43,38.38,46.51,46.89,84.02,0.257
1.340,0.15,1.59,-0.011,0.025,25.263,24.404,54.63,-32.31,-18.57,-1075.73,0.10,-2.54,0.03,0.02,31.09,38.38,46.51,46.88,84.06,0.035
1.360,0.14,1.67,-0.009,0.027,25.259,21.780,54.77,-30.77,-17.21,-1076.70,0.04,-2.10,0.03,0.02,26.00,38.38,46.49,46.88,84.02,0.160
1.380,0.13,1.55,-0.009,0.021,25.260,21.832,54.77,-34.10,-18.54,-1078.75,0.31,-2.85,0.03,0.02,25.33,38.38,46.51,46.88,84.05,0.157
1.400,0.12,1.51,-0.009,0.018,25.263,20.761,54.70,-32.28,-17.15,-1076.70,0.10,-2.28,0.03,0.02,30.25,38.40,46.49,46.88,84.03,0.217
1.420,0.15,1.55,-0.011,0.022,25.262,25.018,54.70,-31.03,-17.17,-1078.73,0.52,-2.21,0.03,0.02,33.06,38.39,46.49,46.89,84.03,0.010
1.440,0.15,1.36,-0.009,0.025,25.261,29.531,54.83,-34.10,-18.57,-1080.32,0.28,-2.85,0.03,0.02,29.77,38.39,46.52,46.88,84.05,-0.145
1.460,0.13,1.40,-0.008,0.022,25.260,25.161,54.70,-31.52,-18.56,-1078.14,0.03,-2.19,0.03,0.02,25.27,38.43,46.56,46.89,84.03,0.004
1.480,0.12,1.32,-0.005,0.027,25.263,23.838,54.77,-33.59,-16.51,-1076.72,0.16,-2.62,0.03,0.02,26.43,38.40,46.59,46.91,84.06,0.060
1.500,0.13,1.28,-0.008,0.022,25.262,26.501,54.70,-33.31,-18.56,-1077.44,-0.06,-2.50,0.03,0.02,31.01,38.42,46.56,46.88,84.02,-0.047
1.520,0.15,1.44,-0.014,0.021,25.262,27.061,54.70,-33.05,-16.48,-1075.40,-0.16,-2.38,0.03,0.02,33.45,38.39,46.60,46.88,84.06,-0.066
1.540,0.14,1.90,-0.014,0.021,25.260,19.748,54.63,-34.12,-17.17,-1077.57,0.00,-2.86,0.03,0.02,28.69,38.40,46.57,46.88,84.02,0.279
1.560,0.12,2.33,-0.006,0.022,25.262,13.991,54.63,-33.04,-18.56,-1076.72,-0.15,-2.38,0.03,0.02,24.68,38.42,46.59,46.89,84.04,0.805
1.580,0.12,2.61,-0.009,0.018,25.259,12.049,54.77,-33.31,-17.14,-1078.03,0.46,-2.50,0.03,0.02,27.69,38.40,46.62,46.88,84.04,1.096
1.600,0.13,2.69,-0.014,0.022,25.262,12.620,54.77,-34.60,-18.56,-1078.29,-0.14,-2.83,0.03,0.02,31.70,38.40,46.63,46.88,84.02,1.002
1.620,0.15,2.61,-0.009,0.027,25.261,15.370,54.70,-33.31,-17.90,-1078.28,-0.06,-2.50,0.03,0.02,32.49,38.40,46.60,46.88,84.05,0.644
1.640,0.14,2.45,-0.011,0.028,25.259,14.836,54.70,-35.64,-17.21,-1076.14,-0.22,-3.04,0.03,0.02,27.04,38.39,46.63,46.82,84.02,0.703
1.660,0.14,2.37,-0.009,0.022,25.260,15.325,54.63,-33.81,-18.57,-1077.70,-0.41,-2.48,0.03,0.02,24.88,38.38,46.65,46.81,84.06,0.648
1.680,0.12,2.30,-0.015,0.021,25.260,13.691,54.70,-32.28,-18.56,-1078.27,-0.14,-2.29,0.03,0.02,29.73,38.40,46.65,46.84,84.01,0.845
1.700,0.15,2.18,-0.012,0.021,25.260,17.835,54.70,-34.39,-17.17,-1077.82,-0.35,-2.98,0.03,0.02,32.72,38.38,46.65,46.82,84.05,0.416
1.720,0.15,2.06,-0.012,0.027,25.259,19.450,54.63,-31.79,-18.60,-1078.53,-0.53,-2.31,0.03,0.02,29.50,38.35,46.63,46.82,84.03,0.299
1.740,0.14,1.98,-0.014,0.022,25.262,18.969,54.77,-33.09,-17.87,-1081.16,0.32,-2.64,0.03,0.02,25.04,38.39,46.67,46.81,84.04,0.332
1.760,0.13,1.87,-0.008,0.030,25.258,18.835,54.77,-34.87,-18.61,-1081.30,-0.01,-2.95,0.03,0.02,27.57,38.38,46.67,46.79,84.05,0.341
1.780,0.14,1.87,-0.005,0.027,25.259,19.499,54.83,-33.31,-18.60,-1080.69,-0.26,-2.50,0.03,0.02,31.58,38.38,46.67,46.78,84.02,0.295
1.800,0.17,1.83,-0.014,0.022,25.262,23.980,54.70,-35.41,-16.48,-1080.58,0.28,-3.19,0.03,0.02,31.68,38.36,46.65,46.79,84.06,0.053
1.820,0.16,1.75,-0.006,0.027,25.259,23.637,54.77,-34.07,-18.60,-1080.70,-0.26,-2.59,0.03,0.02,26.45,38.35,46.65,46.76,84.02,0.069
1.840,0.15,1.67,-0.009,0.028,25.259,23.262,54.70,-31.79,-17.22,-1080.56,0.13,-2.31,0.03,0.02,25.51,38.35,46.63,46.76,84.06,0.086
1.860,0.14,1.59,-0.012,0.018,25.261,23.627,54.70,-35.41,-17.85,-1080.11,-0.36,-3.19,0.03,0.02,30.27,38.35,46.63,46.75,84.02,0.069
1.880,0.16,1.55,-0.006,0.021,25.262,27.408,54.70,-31.79,-19.26,-1081.41,-0.25,-2.32,0.03,0.02,33.02,38.33,46.62,46.76,84.04,-0.078
1.900,0.15,1.51,-0.008,0.025,25.259,26.481,54.77,-33.58,-18.59,-1081.41,-0.16,-2.62,0.03,0.02,28.58,38.35,46.60,46.79,84.04,-0.046
1.920,0.14,1.47,-0.014,0.021,25.262,25.505,54.83,-35.91,-17.87,-1079.52,-0.64,-3.17,0.03,0.02,24.61,38.33,46.59,46.78,84.03,-0.010
1.940,0.13,1.44,-0.008,0.028,25.257,24.476,54.77,-32.03,-17.93,-1079.50,-0.69,-2.17,0.03,0.02,28.22,38.30,46.57,46.79,84.05,0.032
1.960,0.14,1.47,-0.011,0.024,25.260,25.505,54.70,-34.60,-17.88,-1082.01,0.22,-2.83,0.03,0.02,31.96,38.30,46.56,46.79,84.02,-0.010
1.980,0.16,1.51,-0.006,0.024,25.262,28.116,54.70,-32.83,-18.59,-1080.23,-0.69,-2.53,0.03,0.02,31.58,38.33,46.56,46.79,84.06,-0.102
2.000,0.14,1.90,-0.008,0.030,25.258,19.748,54.56,-32.56,-17.94,-1081.07,-0.70,-2.41,0.03,0.02,26.34,38.30,46.54,46.79,84.02,0.279
2.020,0.13,2.45,-0.006,0.027,25.261,14.331,54.70,-35.15,-17.90,-1081.56,-0.24,-3.07,0.03,0.02,25.45,38.30,46.49,46.81,84.05,0.763
2.040,0.13,2.76,-0.008,0.024,25.260,12.710,54.70,-33.81,-17.88,-1081.42,-0.04,-2.48,0.03,0.02,30.27,38.30,46.51,46.79,84.03,0.987
2.060,0.15,2.80,-0.011,0.025,25.261,14.298,54.70,-34.61,-17.20,-1079.26,-0.21,-2.83,0.03,0.02,32.94,38.30,46.48,46.79,84.03,0.767
2.080,0.16,2.76,-0.002,0.028,25.261,15.395,54.70,-36.40,-18.60,-1077.12,-0.71,-3.14,0.03,0.02,28.40,38.27,46.49,46.81,84.04,0.641
2.100,0.14,2.57,-0.006,0.028,25.261,14.640,54.63,-33.76,-18.61,-1077.82,-0.63,-2.21,0.03,0.02,24.61,38.29,46.51,46.82,84.03,0.725
2.120,0.14,2.41,-0.011,0.025,25.261,15.076,54.77,-35.37,-17.88,-1076.86,-0.23,-2.92,0.03,0.02,28.97,38.30,46.48,46.81,84.06,0.676
2.140,0.16,2.30,-0.012,0.022,25.258,18.002,54.56,-34.83,-18.56,-1078.29,-0.15,-2.69,0.03,0.02,32.33,38.29,46.46,46.84,84.01,0.403
2.160,0.16,2.26,-0.008,0.028,25.261,18.862,54.77,-33.80,-17.90,-1076.72,-0.07,-2.47,0.03,0.02,29.28,38.33,46.46,46.88,84.06,0.339
2.180,0.16,2.18,-0.006,0.022,25.260,19.539,54.77,-35.85,-19.25,-1076.02,-0.34,-2.90,0.03,0.02,24.98,38.32,46.45,46.85,84.02,0.293
2.200,0.15,2.06,-0.003,0.028,25.265,18.850,54.77,-33.54,-19.30,-1075.41,-0.65,-2.35,0.03,0.02,28.46,38.33,46.43,46.86,84.04,0.340
2.220,0.16,1.94,-0.012,0.021,25.260,21.260,54.70,-34.34,-17.17,-1075.41,-0.27,-2.71,0.03,0.02,32.05,38.33,46.45,46.86,84.04,0.188
2.240,0.17,1.83,-0.005,0.022,25.258,25.334,54.56,-34.86,-18.54,-1077.79,0.56,-2.94,0.03,0.02,30.25,38.33,46.45,46.88,84.03,-0.003
2.260,0.16,1.79,-0.006,0.022,25.260,23.812,54.70,-33.04,-17.87,-1076.71,-0.04,-2.38,0.03,0.02,25.53,38.36,46.43,46.89,84.05,0.061
2.280,0.15,1.75,-0.008,0.025,25.259,22.221,54.77,-35.39,-19.26,-1077.92,0.26,-3.18,0.03,0.02,27.38,38.35,46.46,46.91,84.02,0.137
2.300,0.15,1.71,-0.012,0.021,25.260,22.730,54.63,-34.87,-19.95,-1075.54,-0.89,-2.95,0.03,0.02,31.44,38.36,46.45,46.89,84.06,0.111
2.320,0.17,1.67,-0.008,0.027,25.259,26.224,54.70,-34.12,-17.90,-1075.54,-0.59,-2.86,0.03,0.02,31.68,38.35,46.43,46.91,84.02,-0.037
2.340,0.17,1.59,-0.009,0.022,25.262,27.512,54.70,-34.64,-17.86,-1077.32,0.23,-3.09,0.03,0.02,26.47,38.36,46.46,46.89,84.05,-0.082
2.360,0.15,1.47,-0.006,0.025,25.261,27.183,54.56,-32.28,-17.88,-1077.89,0.47,-2.28,0.03,0.02,25.75,38.38,46.45,46.88,84.03,-0.071
2.380,0.14,1.51,-0.011,0.027,25.263,24.030,54.77,-32.59,-17.90,-1075.99,-0.15,-2.67,0.03,0.02,30.46,38.38,46.43,46.89,84.04,0.051
2.400,0.16,1.44,-0.005,0.022,25.262,29.647,54.77,-34.64,-19.25,-1078.04,0.10,-3.09,0.03,0.02,33.06,38.38,46.43,46.92,84.05,-0.148
2.420,0.16,1.67,-0.009,0.025,25.261,24.743,54.77,-31.79,-17.88,-1077.30,0.21,-2.31,0.03,0.02,28.26,38.36,46.41,46.89,84.02,0.021
2.440,0.15,2.06,-0.018,0.024,25.260,18.850,54.77,-33.62,-17.18,-1075.88,0.16,-2.88,0.03,0.02,24.39,38.38,46.41,46.94,84.06,0.340
2.460,0.13,2.57,-0.006,0.027,25.257,13.677,54.63,-35.14,-17.19,-1075.89,0.14,-3.06,0.03,0.02,28.54,38.35,46.37,46.92,84.01,0.847
2.480,0.14,2.88,-0.012,0.022,25.258,13.052,54.70,-31.30,-18.57,-1076.11,-0.42,-2.34,0.03,0.02,32.07,38.36,46.37,46.91,84.05,0.935
2.500,0.17,2.88,-0.008,0.022,25.260,15.198,54.63,-34.88,-17.86,-1075.29,-0.21,-2.95,0.03,0.02,31.01,38.38,46.37,46.94,84.02,0.662
2.520,0.15,2.80,-0.011,0.025,25.261,13.857,54.70,-33.59,-18.60,-1073.51,-1.14,-2.62,0.03,0.02,25.92,38.39,46.37,46.91,84.04,0.823
2.540,0.13,2.73,-0.009,0.028,25.261,12.893,54.77,-33.10,-17.23,-1073.51,-0.94,-2.65,0.03,0.02,25.92,38.35,46.35,46.94,84.03,0.959
2.560,0.14,2.61,-0.003,0.027,25.261,13.947,54.70,-34.39,-17.20,-1076.86,-0.13,-2.97,0.03,0.02,30.56,38.38,46.38,46.92,84.03,0.811
2.580,0.15,2.37,-0.014,0.021,25.258,16.888,54.70,-31.04,-17.17,-1076.83,-0.09,-2.22,0.03,0.02,33.08,38.38,46.37,46.94,84.05,0.496
2.600,0.16,2.26,-0.009,0.021,25.262,18.862,54.63,-33.40,-17.86,-1077.57,-0.11,-3.03,0.03,0.02,28.44,38.38,46.37,46.98,84.02,0.339
2.620,0.15,2.18,-0.009,0.018,25.265,17.835,54.70,-33.89,-18.55,-1077.11,-0.65,-3.00,0.03,0.02,24.43,38.33,46.37,46.97,84.06,0.417
2.640,0.13,2.06,-0.009,0.021,25.260,16.449,54.83,-31.31,-17.18,-1076.96,-0.27,-2.34,0.03,0.02,28.03,38.35,46.33,46.97,84.01,0.536
2.660,0.13,2.06,-0.011,0.022,25.260,17.049,54.63,-33.64,-16.50,-1078.67,-0.34,-2.88,0.03,0.02,31.80,38.32,46.33,46.98,84.06,0.482
2.680,0.16,1.94,-0.003,0.027,25.259,21.897,54.63,-31.80,-17.92,-1078.65,-0.60,-2.32,0.03,0.02,32.25,38.32,46.37,46.98,84.03,0.154
2.700,0.14,1.87,-0.008,0.025,25.259,20.162,54.83,-32.83,-16.51,-1080.69,0.08,-2.53,0.03,0.02,26.83,38.33,46.37,47.04,84.04,0.253
2.720,0.13,1.79,-0.009,0.022,25.260,18.967,54.77,-36.67,-17.88,-1075.81,-0.92,-3.26,0.03,0.02,24.86,38.29,46.37,47.01,84.04,0.332
2.740,0.11,1.67,-0.011,0.018,25.259,18.077,54.77,-30.78,-17.17,-1077.93,-0.52,-2.10,0.03,0.02,29.73,38.33,46.40,47.01,84.02,0.397
2.760,0.15,1.67,-0.009,0.027,25.259,23.262,54.77,-34.66,-15.13,-1079.26,0.12,-3.09,0.03,0.01,32.66,38.35,46.40,47.04,84.06,0.086
2.780,0.16,1.63,-0.009,0.024,25.260,26.094,54.90,-35.86,-17.89,-1076.52,-0.84,-2.90,0.03,0.02,29.60,38.35,46.40,47.04,84.02,-0.032
2.800,0.13,1.55,-0.015,0.021,25.262,21.832,54.77,-31.82,-15.81,-1074.59,-1.11,-2.32,0.03,0.01,25.04,38.38,46.40,47.05,84.05,0.157
2.820,0.13,1.51,-0.009,0.021,25.256,22.395,54.77,-36.18,-16.48,-1077.84,-0.24,-3.28,0.03,0.02,27.38,38.38,46.41,47.01,84.02,0.128
2.840,0.13,1.47,-0.008,0.025,25.257,23.828,54.70,-30.78,-17.21,-1077.93,-0.56,-2.10,0.03,0.02,31.42,38.38,46.46,47.02,84.05,0.060
2.860,0.17,1.44,-0.012,0.022,25.260,30.508,54.77,-32.35,-15.11,-1080.22,-0.12,-2.55,0.03,0.01,32.07,38.38,46.41,47.02,84.03,-0.172
2.880,0.15,1.59,-0.008,0.021,25.260,25.181,54.83,-35.17,-15.80,-1077.62,-0.93,-3.08,0.03,0.01,26.69,38.38,46.43,47.05,84.02,0.003
2.900,0.13,2.14,-0.012,0.022,25.258,16.426,54.63,-32.30,-16.51,-1080.35,-0.52,-2.29,0.03,0.02,24.92,38.38,46.46,47.05,84.05,0.538
2.920,0.12,2.53,-0.006,0.028,25.257,12.911,54.70,-33.64,-16.54,-1081.92,-0.55,-2.89,0.03,0.02,29.77,38.38,46.43,47.04,84.02,0.956
2.940,0.15,2.76,-0.011,0.025,25.256,14.500,54.70,-34.67,-16.53,-1081.34,-0.80,-3.10,0.03,0.02,32.64,38.38,46.46,47.04,84.06,0.742
2.960,0.16,2.84,-0.006,0.024,25.256,14.972,54.70,-31.86,-15.13,-1081.91,-0.31,-2.58,0.03,0.01,29.16,38.38,46.46,47.04,84.02,0.687
2.980,0.14,2.73,-0.012,0.024,25.258,13.801,54.77,-32.13,-15.84,-1080.73,-0.95,-2.71,0.03,0.01,24.80,38.38,46.41,47.05,84.06,0.830
3.000,0.13,2.73,-0.008,0.030,25.257,12.893,54.83,-32.62,-16.57,-1081.57,-1.19,-2.68,0.03,0.02,27.30,38.35,46.45,47.08,84.03,0.959
3.020,0.14,2.49,-0.011,0.021,25.258,15.100,54.56,-31.63,-17.21,-1080.00,-1.24,-2.73,0.03,0.02,31.39,38.35,46.43,47.07,84.04,0.673
