ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
sec,kph,rpm,deg,deg,cm,cm,kPa,N,N,N,N-m,N-m,none,none,deg C,deg C,deg C,deg C,deg F,none
185.100,40.26,410.98,-1.831,0.022,24.958,25.980,55.44,-42.88,1617.72,-1145.11,-30.49,-67.72,0.04,-1.41,25.86,46.87,50.24,50.05,84.36,-0.039
185.120,40.27,410.98,-1.752,0.033,24.964,25.987,55.44,-38.48,1581.02,-1139.46,-30.98,-66.58,0.03,-1.39,25.92,46.88,50.18,49.97,84.32,-0.039
185.140,40.26,410.78,-1.668,0.028,24.972,25.995,55.24,-55.60,1538.97,-1144.36,-28.62,-68.42,0.05,-1.34,25.94,46.94,50.12,49.94,84.34,-0.039
185.160,40.25,410.86,-1.595,0.025,24.981,25.982,55.31,-73.16,1488.61,-1151.00,-26.81,-70.23,0.06,-1.29,26.08,46.97,50.05,49.86,84.35,-0.039
185.180,40.25,410.90,-1.509,0.025,24.991,25.977,55.31,-75.50,1434.05,-1153.22,-25.25,-68.71,0.07,-1.24,25.90,46.98,50.02,49.82,84.33,-0.038
185.200,40.24,410.98,-1.427,0.027,24.996,25.970,55.17,-70.16,1379.48,-1152.68,-23.34,-65.71,0.06,-1.20,25.92,47.01,49.94,49.78,84.35,-0.038
185.220,40.23,410.98,-1.359,0.025,25.006,25.962,55.17,-61.56,1322.80,-1148.04,-23.55,-62.51,0.05,-1.15,25.90,47.01,49.88,49.71,84.32,-0.037
185.240,40.22,410.98,-1.281,0.028,25.012,25.960,55.17,-52.35,1265.42,-1144.96,-22.99,-60.25,0.05,-1.11,25.88,47.00,49.78,49.65,84.35,-0.037
185.260,40.23,411.02,-1.202,0.024,25.022,25.961,55.10,-54.00,1206.68,-1143.00,-23.77,-60.63,0.05,-1.06,25.88,47.01,49.74,49.62,84.32,-0.036
185.280,40.21,410.82,-1.119,0.022,25.030,25.962,55.10,-69.24,1151.49,-1146.03,-21.11,-62.15,0.06,-1.00,25.94,47.01,49.67,49.56,84.35,-0.036
185.300,40.18,410.90,-1.031,0.028,25.039,25.943,54.97,-76.01,1096.27,-1147.01,-18.18,-58.92,0.07,-0.96,25.90,46.98,49.63,49.50,84.33,-0.035
185.320,40.18,410.90,-0.942,0.028,25.045,25.938,55.04,-67.90,1029.94,-1147.89,-16.86,-53.01,0.06,-0.90,25.92,46.94,49.55,49.44,84.33,-0.034
185.340,40.18,410.94,-0.857,0.021,25.052,25.936,54.83,-72.84,957.47,-1148.23,-15.39,-51.47,0.06,-0.83,25.84,46.93,49.50,49.40,84.34,-0.034
185.360,40.17,411.10,-0.771,0.030,25.058,25.923,54.83,-74.83,880.01,-1148.94,-15.70,-50.08,0.07,-0.77,25.86,46.85,49.44,49.36,84.32,-0.033
185.380,40.18,411.06,-0.682,0.022,25.068,25.929,54.90,-64.89,813.72,-1142.35,-14.68,-46.78,0.06,-0.71,25.88,46.78,49.38,49.31,84.35,-0.033
185.400,40.19,411.17,-0.601,0.031,25.078,25.934,54.83,-69.01,750.16,-1138.98,-12.50,-47.53,0.06,-0.66,25.84,46.69,49.30,49.26,84.31,-0.033
185.420,40.22,411.37,-0.527,0.024,25.083,25.940,54.77,-79.00,674.92,-1134.07,-11.79,-47.98,0.07,-0.60,26.04,46.62,49.22,49.21,84.36,-0.033
185.440,40.26,411.49,-0.449,0.021,25.090,25.960,54.77,-87.95,597.60,-1136.58,-9.94,-45.29,0.08,-0.53,25.88,46.55,49.19,49.21,84.33,-0.034
185.460,40.31,411.64,-0.369,0.025,25.095,25.978,54.70,-92.74,524.39,-1135.64,-8.29,-41.22,0.08,-0.46,25.94,46.49,49.12,49.18,84.34,-0.034
185.480,40.31,411.99,-0.290,0.024,25.101,25.959,54.56,-88.73,456.05,-1138.04,-5.05,-36.41,0.08,-0.40,25.84,46.36,49.06,49.17,84.34,-0.033
185.500,40.32,412.19,-0.214,0.022,25.107,25.956,54.50,-75.04,385.58,-1134.52,-3.86,-29.98,0.07,-0.34,25.92,46.31,49.01,49.11,84.33,-0.033
185.520,40.35,412.27,-0.131,0.027,25.114,25.966,54.43,-56.58,307.39,-1131.23,-5.43,-23.42,0.05,-0.27,25.92,46.18,48.97,49.08,84.35,-0.033
185.540,40.34,412.31,-0.055,0.034,25.118,25.958,54.29,-52.59,231.29,-1120.63,-7.20,-21.81,0.05,-0.21,25.92,46.11,48.90,49.04,84.32,-0.032
185.560,40.36,412.23,0.021,0.024,25.124,25.977,54.23,-69.60,159.61,-1120.19,-3.48,-24.40,0.06,-0.14,25.77,46.01,48.86,49.00,84.35,-0.033
185.580,40.36,411.99,0.103,0.022,25.129,25.989,54.23,-83.51,85.10,-1118.96,-0.37,-23.17,0.07,-0.08,25.90,45.89,48.76,49.00,84.32,-0.033
185.600,40.36,412.03,0.179,0.025,25.128,25.987,54.16,-86.16,13.29,-1117.67,1.98,-18.15,0.08,-0.01,25.96,45.83,48.71,48.98,84.34,-0.033
185.620,40.33,411.88,0.261,0.025,25.138,25.978,54.16,-90.98,-61.97,-1120.97,3.97,-14.34,0.08,0.06,25.98,45.77,48.68,48.97,84.33,-0.032
185.640,40.29,411.92,0.331,0.030,25.141,25.949,54.09,-74.02,-140.81,-1125.46,4.54,-6.49,0.07,0.13,25.98,45.71,48.59,48.91,84.33,-0.031
185.660,40.27,411.96,0.410,0.027,25.143,25.934,53.96,-58.32,-219.62,-1124.45,4.09,-0.17,0.05,0.20,25.96,45.63,48.52,48.89,84.34,-0.031
185.680,40.26,411.72,0.492,0.022,25.144,25.942,53.96,-56.90,-294.89,-1116.78,4.94,2.25,0.05,0.26,25.94,45.58,48.45,48.86,84.33,-0.031
185.700,40.24,411.49,0.575,0.028,25.149,25.942,54.02,-56.08,-366.02,-1107.68,7.35,5.65,0.05,0.33,25.92,45.49,48.43,48.86,84.36,-0.031
185.720,40.22,411.25,0.659,0.022,25.154,25.947,53.89,-62.40,-448.14,-1104.65,9.38,9.01,0.06,0.41,25.88,45.48,48.41,48.84,84.32,-0.031
185.740,40.21,411.06,0.749,0.024,25.156,25.950,53.89,-80.51,-535.15,-1102.16,10.09,10.06,0.07,0.49,25.88,45.41,48.37,48.85,84.36,-0.031
185.760,40.18,410.94,0.833,0.022,25.156,25.936,53.69,-89.54,-615.89,-1104.56,13.59,11.97,0.08,0.56,25.88,45.38,48.34,48.85,84.32,-0.030
185.780,40.14,411.02,0.919,0.021,25.154,25.906,53.75,-75.07,-699.49,-1105.37,15.29,17.98,0.07,0.63,25.63,45.29,48.32,48.85,84.34,-0.029
185.800,40.11,410.98,1.001,0.022,25.156,25.887,53.69,-65.29,-783.81,-1107.48,16.22,22.63,0.06,0.71,25.86,45.32,48.26,48.79,84.34,-0.028
185.820,40.10,410.90,1.083,0.027,25.157,25.885,53.69,-64.28,-866.74,-1097.71,16.67,25.35,0.06,0.79,25.88,45.27,48.23,48.81,84.33,-0.028
185.840,40.08,410.67,1.159,0.022,25.158,25.887,53.69,-63.24,-949.64,-1082.68,15.57,28.32,0.06,0.88,26.08,45.30,48.27,48.79,84.35,-0.028
185.860,40.06,410.43,1.236,0.025,25.157,25.889,53.69,-65.05,-1029.07,-1076.38,17.21,30.52,0.06,0.96,25.84,45.23,48.24,48.73,84.32,-0.028
185.880,40.06,410.28,1.320,0.030,25.154,25.898,53.69,-81.23,-1102.21,-1075.57,21.14,31.48,0.08,1.02,25.86,45.20,48.24,48.72,84.35,-0.029
185.900,40.06,410.35,1.391,0.024,25.156,25.896,53.69,-71.36,-1169.14,-1068.44,23.37,38.91,0.07,1.09,25.84,45.19,48.26,48.69,84.31,-0.029
185.920,40.09,410.55,1.485,0.021,25.156,25.900,53.69,-56.50,-1236.86,-1060.42,23.44,46.59,0.05,1.17,25.88,45.22,48.27,48.66,84.34,-0.029
185.940,40.11,410.59,1.572,0.027,25.149,25.912,53.69,-58.11,-1310.82,-1071.93,25.35,47.17,0.05,1.22,25.88,45.16,48.29,48.62,84.32,-0.029
185.960,40.11,410.63,1.662,0.027,25.147,25.908,53.62,-62.41,-1386.17,-1077.17,24.72,45.08,0.06,1.29,25.88,45.13,48.30,48.60,84.32,-0.029
185.980,40.12,410.55,1.736,0.018,25.141,25.915,53.62,-52.94,-1449.70,-1056.25,23.84,47.20,0.05,1.37,25.88,45.10,48.34,48.60,84.33,-0.030
186.000,40.14,410.51,1.815,0.027,25.137,25.932,53.62,-63.89,-1497.96,-1042.88,28.66,47.61,0.06,1.44,25.94,45.04,48.35,48.62,84.29,-0.031
186.020,40.16,410.55,1.887,0.022,25.129,25.937,53.55,-82.42,-1560.08,-1032.77,27.63,47.31,0.08,1.51,25.94,45.03,48.38,48.63,84.32,-0.031
186.040,40.18,410.43,1.963,0.022,25.119,25.962,53.69,-81.74,-1622.27,-1034.83,28.08,50.40,0.08,1.57,25.90,45.00,48.38,48.62,84.28,-0.032
186.060,40.21,410.78,2.037,0.024,25.109,25.953,53.55,-72.55,-1670.64,-1042.53,30.47,54.38,0.07,1.60,25.92,44.98,48.45,48.68,84.31,-0.033
186.080,40.21,411.02,2.113,0.022,25.101,25.937,53.62,-59.45,-1716.96,-1055.23,31.50,58.14,0.06,1.63,25.98,44.94,48.46,48.68,84.28,-0.032
186.100,40.19,411.21,2.197,0.021,25.096,25.914,53.69,-38.95,-1768.83,-1064.10,32.48,64.45,0.04,1.66,26.00,44.97,48.48,48.66,84.30,-0.032
186.120,40.18,411.10,2.286,0.024,25.081,25.911,53.69,-30.48,-1831.11,-1054.15,30.19,68.32,0.03,1.74,26.02,44.85,48.46,48.69,84.28,-0.032
186.140,40.17,410.98,2.372,0.028,25.072,25.911,53.55,-43.22,-1875.97,-1045.09,31.84,65.74,0.04,1.80,25.98,44.88,48.48,48.72,84.28,-0.032
186.160,40.15,410.82,2.454,0.025,25.063,25.904,53.82,-66.49,-1909.05,-1030.57,31.90,61.67,0.06,1.85,25.77,44.76,48.48,48.75,84.30,-0.032
186.180,40.15,410.78,2.533,0.025,25.049,25.908,53.69,-76.21,-1932.40,-1027.96,36.57,61.71,0.07,1.88,25.86,44.75,48.46,48.79,84.26,-0.033
186.200,40.14,410.82,2.612,0.021,25.039,25.895,53.69,-77.47,-1966.87,-1031.06,38.82,63.03,0.08,1.91,25.90,44.73,48.45,48.86,84.29,-0.033
186.220,40.13,411.02,2.691,0.022,25.032,25.878,53.62,-67.59,-2020.92,-1048.68,36.36,65.33,0.06,1.93,25.94,44.70,48.43,48.89,84.25,-0.033
186.240,40.11,411.17,2.762,0.025,25.022,25.855,53.62,-48.84,-2070.10,-1069.10,36.24,68.65,0.05,1.94,25.90,44.68,48.45,48.92,84.28,-0.032
186.260,40.11,411.25,2.846,0.024,25.013,25.845,53.69,-40.14,-2112.27,-1072.49,36.90,69.98,0.04,1.97,25.94,44.66,48.46,48.94,84.26,-0.032
186.280,40.11,411.17,2.933,0.028,25.010,25.845,53.62,-39.00,-2137.08,-1065.06,40.32,69.46,0.04,2.01,25.96,44.66,48.46,49.01,84.27,-0.032
186.300,40.11,411.17,3.018,0.020,25.002,25.843,53.55,-39.67,-2163.95,-1054.48,40.77,70.33,0.04,2.05,25.88,44.65,48.43,49.05,84.28,-0.033
186.320,40.10,411.25,3.103,0.028,24.992,25.833,53.55,-49.69,-2189.51,-1049.52,42.17,71.69,0.05,2.09,25.92,44.63,48.46,49.13,84.25,-0.033
186.340,40.09,411.21,3.185,0.028,24.982,25.824,53.69,-58.59,-2215.76,-1045.53,41.77,69.39,0.06,2.12,25.67,44.57,48.46,49.20,84.28,-0.033
186.360,40.08,411.37,3.270,0.028,24.976,25.806,53.69,-65.40,-2237.84,-1058.30,43.64,66.06,0.06,2.11,25.71,44.59,48.45,49.26,84.24,-0.032
186.380,40.08,411.64,3.350,0.025,24.969,25.790,53.82,-48.18,-2267.58,-1075.55,45.29,68.26,0.04,2.11,25.92,44.59,48.48,49.30,84.28,-0.032
186.400,40.11,411.60,3.433,0.025,24.965,25.808,53.62,-38.44,-2309.14,-1077.18,43.04,68.58,0.04,2.14,25.96,44.59,48.52,49.34,84.25,-0.033
186.420,40.15,411.60,3.512,0.021,24.958,25.830,53.69,-44.21,-2338.78,-1074.21,44.73,65.21,0.04,2.18,25.94,44.54,48.54,49.44,84.26,-0.034
186.440,40.14,411.60,3.582,0.021,24.954,25.825,53.82,-42.53,-2360.24,-1060.22,42.39,65.67,0.04,2.23,25.90,44.54,48.54,49.50,84.26,-0.034
186.460,40.14,411.56,3.663,0.022,24.952,25.825,53.82,-49.03,-2366.37,-1055.97,45.34,66.44,0.05,2.24,25.77,44.57,48.56,49.56,84.25,-0.034
186.480,40.18,411.72,3.732,0.021,24.943,25.834,53.82,-61.97,-2369.70,-1051.91,48.59,64.35,0.06,2.25,25.98,44.60,48.60,49.63,84.26,-0.035
186.500,40.22,412.03,3.821,0.027,24.935,25.842,53.89,-46.59,-2382.92,-1058.22,48.92,66.76,0.04,2.25,25.98,44.62,48.67,49.71,84.23,-0.035
186.520,40.25,412.35,3.907,0.028,24.929,25.835,53.89,-31.10,-2411.35,-1070.70,47.82,70.88,0.03,2.25,25.96,44.65,48.65,49.75,84.27,-0.035
186.540,40.26,412.42,3.989,0.027,24.924,25.839,53.89,-30.24,-2448.10,-1070.88,42.97,70.44,0.03,2.29,25.98,44.68,48.68,49.84,84.23,-0.035
186.560,40.26,412.27,4.066,0.021,24.917,25.847,53.89,-40.17,-2457.64,-1057.83,45.46,66.74,0.04,2.32,25.88,44.66,48.71,49.88,84.26,-0.036
186.580,40.27,412.23,4.151,0.021,24.911,25.849,53.89,-47.50,-2458.25,-1041.24,46.93,64.23,0.05,2.36,26.18,44.73,48.76,49.94,84.24,-0.036
186.600,40.25,412.19,4.226,0.027,24.900,25.840,54.09,-59.73,-2465.83,-1045.70,49.00,60.23,0.06,2.36,26.04,44.78,48.75,50.02,84.24,-0.036
186.620,40.25,412.39,4.310,0.025,24.893,25.819,54.23,-61.93,-2487.28,-1049.58,48.03,59.69,0.06,2.37,26.00,44.84,48.78,50.11,84.26,-0.036
186.640,40.25,412.62,4.388,0.024,24.885,25.805,54.36,-44.57,-2506.68,-1053.01,47.70,64.92,0.04,2.38,26.00,44.88,48.82,50.15,84.23,-0.036
186.660,40.24,412.89,4.477,0.022,24.877,25.776,54.43,-36.84,-2526.01,-1065.11,49.61,68.80,0.03,2.37,25.94,44.92,48.86,50.24,84.27,-0.035
186.680,40.24,412.97,4.555,0.003,24.876,25.771,54.50,-37.74,-2557.73,-1070.19,48.58,66.61,0.04,2.39,25.90,44.97,48.92,50.30,84.22,-0.035
186.700,40.22,412.93,4.641,0.021,24.868,25.759,54.50,-26.28,-2579.98,-1074.14,49.43,65.78,0.02,2.40,25.92,45.03,48.95,50.33,84.26,-0.035
186.720,40.20,412.97,4.734,0.027,24.861,25.741,54.56,-16.88,-2582.83,-1065.62,48.25,62.37,0.02,2.42,25.86,45.04,48.98,50.40,84.23,-0.034
186.740,40.18,412.89,4.812,0.024,24.854,25.725,54.56,-34.14,-2575.83,-1061.65,49.67,57.16,0.03,2.43,25.88,45.10,49.01,50.44,84.25,-0.034
186.760,40.15,412.54,4.895,0.024,24.846,25.729,54.63,-59.80,-2586.81,-1047.84,49.13,56.25,0.06,2.47,26.12,45.17,49.09,50.50,84.24,-0.034
186.780,40.14,412.62,4.977,0.021,24.839,25.712,54.70,-60.33,-2597.75,-1053.65,53.53,55.26,0.06,2.47,25.86,45.22,49.11,50.62,84.23,-0.034
186.800,40.12,412.93,5.065,0.028,24.833,25.680,54.90,-52.74,-2622.74,-1070.68,53.71,51.96,0.05,2.45,25.82,45.23,49.19,50.65,84.25,-0.033
186.820,40.12,413.17,5.136,0.024,24.832,25.659,54.97,-34.14,-2663.68,-1078.49,49.10,54.98,0.03,2.47,25.82,45.30,49.23,50.69,84.22,-0.032
186.840,40.11,413.05,5.224,0.025,24.826,25.654,54.97,-17.91,-2688.60,-1077.94,49.29,60.68,0.02,2.49,25.86,45.33,49.31,50.75,84.26,-0.032
186.860,40.11,412.85,5.299,0.021,24.819,25.663,54.83,-17.56,-2684.40,-1061.17,49.27,58.41,0.02,2.53,25.86,45.42,49.41,50.79,84.22,-0.033
186.880,40.12,412.74,5.378,0.021,24.811,25.676,55.04,-32.87,-2664.91,-1061.84,53.97,51.65,0.03,2.51,25.84,45.48,49.44,50.81,84.25,-0.034
186.900,40.13,412.35,5.461,0.025,24.808,25.703,54.97,-44.29,-2669.77,-1057.69,52.92,49.98,0.04,2.52,25.82,45.55,49.52,50.88,84.24,-0.035
186.920,40.13,412.42,5.546,0.025,24.792,25.694,54.97,-41.92,-2683.60,-1060.74,53.48,50.27,0.04,2.53,25.86,45.55,49.63,50.91,84.24,-0.035
186.940,40.12,412.66,5.625,0.021,24.791,25.673,54.97,-43.61,-2700.87,-1069.62,53.49,48.25,0.04,2.53,25.92,45.67,49.69,50.97,84.25,-0.034
186.960,40.16,412.82,5.709,0.027,24.786,25.684,55.04,-35.92,-2735.52,-1081.37,52.86,49.87,0.03,2.53,25.88,45.68,49.80,51.02,84.23,-0.035
186.980,40.19,412.78,5.791,0.021,24.782,25.700,55.31,-26.28,-2758.30,-1080.41,53.59,51.66,0.02,2.55,25.84,45.82,49.85,51.01,84.26,-0.036
187.000,40.21,412.74,5.867,0.024,24.777,25.714,55.37,-32.46,-2756.21,-1066.66,53.86,47.21,0.03,2.58,25.82,45.87,49.97,51.05,84.22,-0.036
187.020,40.24,412.82,5.949,0.021,24.774,25.720,55.44,-32.74,-2740.31,-1059.08,52.66,44.68,0.03,2.59,25.82,45.96,50.05,51.08,84.26,-0.037
187.040,40.25,412.62,6.028,0.021,24.772,25.735,55.64,-33.77,-2739.66,-1055.77,50.87,46.18,0.03,2.59,25.90,46.02,50.15,51.14,84.22,-0.037
187.060,40.23,412.62,6.107,0.027,24.763,25.719,55.71,-47.65,-2734.74,-1063.40,54.88,43.20,0.04,2.57,25.90,46.12,50.24,51.17,84.25,-0.037
187.080,40.23,412.82,6.193,0.030,24.756,25.706,55.57,-52.82,-2752.72,-1063.73,55.34,41.10,0.05,2.59,25.94,46.20,50.34,51.21,84.23,-0.037
187.100,40.22,413.17,6.272,0.024,24.750,25.671,55.78,-31.72,-2791.45,-1072.96,55.67,44.03,0.03,2.60,25.90,46.25,50.45,51.21,84.23,-0.036
187.120,40.19,413.44,6.361,0.022,24.748,25.635,55.71,-14.93,-2828.18,-1080.72,54.23,45.05,0.01,2.62,25.84,46.31,50.56,51.26,84.25,-0.035
187.140,40.18,413.40,6.446,0.030,24.740,25.627,55.71,-16.45,-2837.98,-1069.41,50.68,41.66,0.02,2.65,25.82,46.41,50.68,51.26,84.22,-0.035
187.160,40.19,413.17,6.532,0.028,24.735,25.640,55.78,-29.60,-2812.27,-1058.53,53.72,36.37,0.03,2.66,25.82,46.52,50.82,51.30,84.26,-0.035
187.180,40.17,412.93,6.611,0.022,24.728,25.639,55.91,-40.66,-2791.46,-1053.48,54.10,33.20,0.04,2.65,25.82,46.55,50.92,51.30,84.21,-0.036
187.200,40.15,412.66,6.686,0.024,24.724,25.640,56.05,-54.70,-2774.12,-1061.74,56.58,29.93,0.05,2.61,25.80,46.68,51.08,51.33,84.25,-0.036
187.220,40.13,412.58,6.769,0.024,24.718,25.626,55.91,-59.10,-2787.28,-1064.40,55.41,29.90,0.06,2.62,25.79,46.74,51.22,51.34,84.23,-0.035
187.240,40.11,412.74,6.854,0.024,24.710,25.599,55.98,-35.76,-2834.38,-1072.58,54.10,35.77,0.03,2.64,25.82,46.84,51.34,51.36,84.24,-0.035
187.260,40.10,412.89,6.934,0.022,24.709,25.576,56.11,-19.99,-2865.51,-1083.51,55.66,36.59,0.02,2.64,25.80,46.97,51.47,51.37,84.24,-0.034
187.280,40.08,412.78,7.018,0.024,24.703,25.570,56.18,-20.97,-2872.47,-1078.71,53.97,33.44,0.02,2.66,25.79,47.03,51.61,51.40,84.22,-0.034
187.300,40.06,412.50,7.104,0.022,24.699,25.571,56.05,-17.57,-2846.85,-1070.39,55.32,32.33,0.02,2.66,25.82,47.13,51.72,51.44,84.25,-0.034
187.320,40.05,412.23,7.197,0.022,24.695,25.576,56.11,-24.31,-2819.87,-1063.36,55.31,30.13,0.02,2.65,25.82,47.22,51.85,51.46,84.22,-0.034
187.340,40.06,411.68,7.272,0.021,24.691,25.609,56.18,-44.46,-2798.41,-1069.49,54.72,26.35,0.04,2.62,25.86,47.31,52.01,51.53,84.25,-0.036
187.360,40.08,411.49,7.342,0.022,24.687,25.629,56.18,-54.54,-2774.90,-1081.03,55.68,24.85,0.05,2.57,25.86,47.38,52.13,51.52,84.22,-0.037
187.380,40.11,411.56,7.423,0.021,24.682,25.643,56.32,-51.67,-2795.61,-1090.87,57.30,27.78,0.05,2.56,25.86,47.50,52.29,51.57,84.24,-0.038
187.400,40.11,411.64,7.499,0.024,24.679,25.634,56.45,-43.01,-2848.19,-1096.96,57.21,30.05,0.04,2.60,25.92,47.60,52.45,51.60,84.24,-0.037
187.420,40.12,411.72,7.588,0.027,24.676,25.630,56.45,-28.98,-2878.70,-1088.17,55.08,29.61,0.03,2.65,25.92,47.74,52.60,51.63,84.23,-0.037
187.440,40.15,411.80,7.667,0.027,24.674,25.635,56.45,-13.84,-2882.24,-1079.68,53.17,29.49,0.01,2.67,25.90,47.83,52.78,51.68,84.25,-0.037
187.460,40.17,411.76,7.749,0.030,24.670,25.645,56.45,-19.25,-2849.72,-1074.70,54.63,26.43,0.02,2.65,25.88,47.96,52.95,51.72,84.22,-0.038
187.480,40.20,411.45,7.828,0.022,24.667,25.683,56.38,-50.20,-2812.21,-1073.35,56.79,22.29,0.05,2.62,25.86,48.05,53.14,51.75,84.25,-0.040
187.500,40.23,411.25,7.921,0.024,24.667,25.707,56.32,-56.39,-2799.73,-1072.51,57.84,24.46,0.05,2.61,25.92,48.17,53.31,51.81,84.22,-0.040
187.520,40.25,411.49,7.996,0.024,24.665,25.697,56.52,-40.71,-2828.10,-1078.85,58.69,26.48,0.04,2.62,26.00,48.24,53.46,51.88,84.25,-0.040
187.540,40.21,411.80,8.094,0.021,24.656,25.650,56.59,-37.76,-2889.72,-1086.24,55.34,23.97,0.03,2.66,25.98,48.39,53.63,51.94,84.23,-0.039
187.560,40.21,411.96,8.164,0.025,24.655,25.633,56.72,-25.35,-2903.67,-1096.73,54.08,21.86,0.02,2.65,26.00,48.50,53.80,52.01,84.24,-0.038
187.580,40.18,411.88,8.246,0.027,24.659,25.618,56.72,-21.85,-2871.13,-1092.41,56.37,20.08,0.02,2.63,26.04,48.61,53.94,52.05,84.24,-0.037
187.600,40.16,411.53,8.319,0.022,24.654,25.620,56.72,-38.11,-2846.83,-1078.80,57.31,15.59,0.04,2.64,26.00,48.74,54.13,52.13,84.22,-0.038
187.620,40.16,411.17,8.401,0.022,24.648,25.637,56.72,-43.89,-2846.13,-1070.09,56.70,15.23,0.04,2.66,26.04,48.87,54.32,52.20,84.25,-0.039
187.640,40.16,410.86,8.481,0.021,24.648,25.648,56.79,-41.28,-2841.30,-1068.83,55.76,17.87,0.04,2.66,26.06,48.94,54.46,52.26,84.22,-0.039
187.660,40.14,410.86,8.563,0.025,24.643,25.634,56.92,-42.14,-2849.61,-1078.36,56.88,19.91,0.04,2.64,26.04,49.06,54.62,52.33,84.26,-0.039
187.680,40.11,410.86,8.652,0.027,24.639,25.607,56.86,-41.09,-2874.50,-1084.54,57.74,19.09,0.04,2.65,26.12,49.19,54.79,52.42,84.22,-0.038
187.700,40.08,410.86,8.731,0.030,24.636,25.580,56.86,-21.03,-2893.93,-1096.72,58.58,19.41,0.02,2.64,26.00,49.32,54.95,52.43,84.25,-0.037
187.720,40.06,410.59,8.819,0.024,24.634,25.582,57.06,-10.08,-2895.38,-1094.29,55.91,18.16,0.01,2.65,25.98,49.43,55.13,52.50,84.24,-0.037
187.740,40.04,410.28,8.903,0.027,24.635,25.578,57.06,-23.49,-2878.11,-1086.37,54.67,12.72,0.02,2.65,26.00,49.56,55.30,52.57,84.23,-0.037
187.760,40.01,409.85,8.975,0.021,24.631,25.585,57.06,-34.67,-2856.60,-1081.32,55.08,10.49,0.03,2.64,26.08,49.63,55.47,52.69,84.25,-0.037
187.780,39.99,409.45,9.054,0.021,24.629,25.589,57.13,-45.31,-2824.72,-1078.25,56.81,10.48,0.04,2.62,25.98,49.76,55.66,52.76,84.22,-0.038
187.800,39.98,409.10,9.139,0.021,24.627,25.596,57.13,-61.67,-2817.68,-1085.47,61.15,9.09,0.06,2.60,25.96,49.89,55.82,52.89,84.25,-0.038
187.820,39.99,409.14,9.219,0.030,24.623,25.600,57.19,-47.14,-2862.76,-1088.06,58.72,12.76,0.04,2.63,25.80,50.05,55.99,52.95,84.22,-0.038
187.840,40.01,409.30,9.300,0.025,24.628,25.596,57.19,-15.92,-2903.69,-1102.32,55.78,17.00,0.01,2.63,26.02,50.19,56.18,53.04,84.25,-0.038
187.860,40.02,409.10,9.381,0.021,24.627,25.608,57.19,-13.34,-2898.19,-1110.22,55.20,13.26,0.01,2.61,26.02,50.29,56.32,53.14,84.23,-0.038
187.880,40.02,408.87,9.463,0.021,24.623,25.614,57.19,-27.78,-2864.26,-1101.94,55.91,8.14,0.03,2.60,26.16,50.43,56.53,53.24,84.24,-0.039
187.900,40.02,408.56,9.554,0.028,24.623,25.630,57.19,-28.61,-2831.03,-1089.25,58.42,8.84,0.03,2.60,26.06,50.61,56.72,53.33,84.24,-0.039
187.920,40.05,408.36,9.631,0.025,24.626,25.657,57.33,-34.73,-2824.78,-1074.67,56.59,9.81,0.03,2.63,26.10,50.77,56.87,53.37,84.23,-0.040
187.940,40.09,408.13,9.718,0.021,24.621,25.686,57.19,-51.10,-2833.72,-1075.77,55.91,8.13,0.05,2.63,26.10,50.89,57.05,53.47,84.26,-0.041
187.960,40.11,408.20,9.795,0.033,24.618,25.690,57.33,-52.16,-2855.90,-1087.64,57.54,6.62,0.05,2.63,26.12,51.03,57.24,53.57,84.21,-0.042
187.980,40.13,408.52,9.881,0.027,24.617,25.679,57.26,-37.25,-2887.02,-1097.55,58.07,6.81,0.03,2.63,26.14,51.18,57.39,53.63,84.26,-0.041
188.000,40.13,408.48,9.957,0.027,24.617,25.675,57.26,-28.69,-2884.29,-1106.90,58.51,4.51,0.03,2.61,26.22,51.34,57.55,53.69,84.22,-0.041
188.020,40.12,408.36,10.033,0.021,24.617,25.670,57.19,-27.90,-2855.95,-1109.67,57.57,2.96,0.03,2.57,26.28,51.47,57.76,53.78,84.25,-0.041
188.040,40.11,408.05,10.111,0.024,24.616,25.672,57.26,-19.83,-2837.39,-1102.36,54.33,6.35,0.02,2.57,26.24,51.57,57.88,53.85,84.23,-0.041
188.060,40.10,407.77,10.191,0.024,24.616,25.677,57.26,-27.82,-2823.53,-1087.94,53.73,6.75,0.03,2.60,26.20,51.72,58.09,53.89,84.24,-0.041
188.080,40.10,407.54,10.272,0.021,24.617,25.688,57.26,-50.96,-2806.77,-1080.72,56.60,3.84,0.05,2.60,26.20,51.87,58.24,53.97,84.25,-0.042
188.100,40.09,407.42,10.354,0.022,24.618,25.683,57.33,-46.87,-2812.25,-1083.51,59.48,5.65,0.04,2.60,26.18,52.01,58.40,54.04,84.23,-0.041
188.120,40.10,407.54,10.441,0.027,24.617,25.671,57.26,-30.54,-2853.14,-1098.24,58.98,6.70,0.03,2.60,26.16,52.16,58.54,54.10,84.27,-0.041
188.140,40.08,407.70,10.520,0.021,24.617,25.646,57.19,-21.35,-2883.68,-1117.97,55.84,4.09,0.02,2.58,26.14,52.30,58.73,54.17,84.23,-0.040
