ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
340.840,40.37,409.88,2.904,-0.788,25.471,26.099,82.54,-63.19,-1932.10,-1058.03,47.82,39.33,0.06,1.83,34.12,47.61,50.37,55.55,80.45,-0.024
340.860,40.35,410.31,3.072,-0.815,25.467,26.052,82.54,-66.49,-1986.24,-1056.57,48.89,30.07,0.06,1.88,33.88,47.69,50.34,55.47,80.49,-0.022
340.880,40.33,410.43,3.242,-0.846,25.466,26.028,82.41,-67.23,-2047.85,-1064.24,59.47,28.17,0.06,1.92,33.65,47.76,50.32,55.40,80.48,-0.022
340.900,40.33,410.55,3.423,-0.877,25.466,26.016,82.47,-60.28,-2130.29,-1082.72,73.74,37.49,0.06,1.97,33.88,47.88,50.27,55.31,80.47,-0.021
340.920,40.35,410.51,3.587,-0.900,25.460,26.029,82.41,-51.21,-2236.58,-1087.44,69.27,52.86,0.05,2.06,33.86,47.96,50.21,55.24,80.49,-0.022
340.940,40.36,410.63,3.756,-0.931,25.460,26.023,82.47,-53.64,-2332.35,-1076.29,54.69,54.92,0.05,2.17,33.70,48.08,50.24,55.20,80.47,-0.022
340.960,40.33,410.67,3.929,-0.967,25.464,25.994,82.47,-62.51,-2371.63,-1059.57,52.56,45.91,0.06,2.24,34.04,48.17,50.24,55.08,80.50,-0.020
340.980,40.31,410.74,4.096,-0.993,25.460,25.969,82.41,-63.40,-2361.96,-1053.08,60.06,36.96,0.06,2.24,33.78,48.20,50.18,55.02,80.46,-0.020
341.000,40.28,410.86,4.259,-1.018,25.455,25.941,82.54,-53.16,-2383.17,-1054.70,57.09,27.24,0.05,2.26,33.78,48.31,50.23,54.94,80.48,-0.019
341.020,40.25,410.78,4.424,-1.056,25.455,25.919,82.47,-57.25,-2457.51,-1071.73,61.18,21.37,0.05,2.29,33.80,48.39,50.21,54.86,80.46,-0.018
341.040,40.22,410.67,4.594,-1.085,25.456,25.900,82.47,-49.66,-2526.85,-1084.82,73.88,30.74,0.05,2.33,33.76,48.45,50.19,54.78,80.49,-0.017
341.060,40.21,410.51,4.762,-1.120,25.455,25.900,82.47,-49.40,-2580.82,-1081.91,75.40,43.89,0.05,2.39,33.74,48.56,50.24,54.69,80.48,-0.017
341.080,40.21,410.28,4.933,-1.149,25.455,25.905,82.34,-34.94,-2626.68,-1064.47,61.72,55.99,0.03,2.47,33.68,48.64,50.24,54.62,80.46,-0.017
341.100,40.22,410.24,5.113,-1.177,25.453,25.910,82.41,-12.26,-2648.53,-1061.27,55.90,56.12,0.01,2.50,33.66,48.69,50.24,54.47,80.49,-0.018
341.120,40.22,410.16,5.269,-1.202,25.449,25.908,82.47,-39.73,-2648.12,-1064.39,59.52,39.15,0.04,2.49,33.61,48.80,50.23,54.39,80.46,-0.018
341.140,40.21,410.04,5.462,-1.230,25.445,25.901,82.54,-56.69,-2649.75,-1062.48,58.54,24.64,0.05,2.49,33.59,48.88,50.24,54.27,80.50,-0.018
341.160,40.21,409.88,5.622,-1.266,25.447,25.901,82.41,-55.71,-2678.09,-1058.95,62.41,16.68,0.05,2.53,33.63,48.94,50.27,54.18,80.46,-0.018
341.180,40.19,409.85,5.784,-1.297,25.445,25.884,82.47,-77.15,-2730.81,-1075.38,79.13,9.29,0.07,2.54,33.59,49.00,50.30,54.04,80.49,-0.017
341.200,40.18,409.77,5.959,-1.320,25.442,25.878,82.41,-71.85,-2798.47,-1093.49,87.25,20.38,0.07,2.56,33.70,49.09,50.34,53.94,80.47,-0.017
341.220,40.18,409.57,6.116,-1.354,25.440,25.880,82.41,-46.89,-2839.66,-1085.15,73.16,34.65,0.04,2.62,33.65,49.18,50.37,53.84,80.48,-0.017
341.240,40.21,409.42,6.278,-1.384,25.444,25.903,82.47,-43.23,-2808.09,-1073.05,62.55,30.26,0.04,2.62,33.65,49.24,50.40,53.75,80.48,-0.018
341.260,40.25,409.22,6.434,-1.422,25.442,25.932,82.41,-57.54,-2760.80,-1059.58,64.52,21.76,0.05,2.61,33.63,49.29,50.41,53.62,80.47,-0.019
341.280,40.28,409.10,6.592,-1.440,25.440,25.952,82.41,-68.32,-2751.51,-1058.53,64.82,15.25,0.06,2.60,33.51,49.40,50.45,53.50,80.50,-0.020
341.300,40.31,409.18,6.734,-1.475,25.437,25.957,82.47,-67.90,-2792.16,-1068.28,62.02,6.88,0.06,2.61,33.63,49.48,50.51,53.39,80.46,-0.020
341.320,40.30,409.06,6.874,-1.504,25.434,25.951,82.61,-71.36,-2837.66,-1084.39,69.41,-3.36,0.07,2.62,33.66,49.62,50.56,53.30,80.49,-0.020
341.340,40.26,409.02,6.996,-1.539,25.435,25.920,82.68,-98.22,-2866.23,-1096.84,80.48,-8.92,0.09,2.61,33.68,49.75,50.60,53.18,80.46,-0.019
341.360,40.25,408.91,7.097,-1.567,25.437,25.913,82.68,-104.80,-2851.73,-1084.30,76.08,-2.58,0.10,2.63,33.88,49.86,50.70,53.11,80.49,-0.018
341.380,40.24,408.83,7.167,-1.590,25.434,25.911,82.74,-95.70,-2801.59,-1074.85,67.32,-3.29,0.09,2.61,33.57,50.00,50.81,53.00,80.47,-0.018
341.400,40.27,408.71,7.212,-1.612,25.435,25.937,82.74,-135.32,-2790.24,-1076.30,65.78,-22.22,0.13,2.59,33.70,50.10,50.90,52.92,80.47,-0.019
341.420,40.27,408.67,7.235,-1.644,25.432,25.938,82.68,-167.15,-2851.03,-1087.45,61.70,-34.28,0.15,2.62,33.70,50.23,51.00,52.84,80.49,-0.020
341.440,40.26,408.79,7.237,-1.682,25.436,25.924,82.88,-176.73,-2912.93,-1089.86,56.58,-42.39,0.16,2.67,33.66,50.36,51.08,52.78,80.46,-0.019
341.460,40.25,408.99,7.215,-1.711,25.434,25.904,82.74,-181.66,-2910.31,-1096.10,70.71,-49.54,0.17,2.66,33.68,50.46,51.19,52.72,80.49,-0.018
341.480,40.25,409.10,7.187,-1.745,25.435,25.898,82.81,-157.89,-2907.22,-1112.65,88.27,-37.08,0.14,2.61,33.70,50.62,51.28,52.62,80.46,-0.018
341.500,40.23,409.38,7.136,-1.773,25.437,25.869,82.88,-106.01,-2918.84,-1113.01,82.65,-5.77,0.10,2.62,33.68,50.83,51.39,52.56,80.49,-0.017
341.520,40.22,409.49,7.070,-1.803,25.441,25.859,82.95,-46.91,-2867.36,-1103.73,70.45,19.57,0.04,2.60,33.63,50.96,51.53,52.52,80.47,-0.016
341.540,40.21,409.53,6.997,-1.825,25.444,25.858,83.01,-38.56,-2815.09,-1095.57,64.86,21.91,0.04,2.57,33.66,51.08,51.63,52.46,80.48,-0.016
341.560,40.23,409.49,6.926,-1.860,25.449,25.876,83.01,-64.83,-2814.49,-1093.96,65.24,16.03,0.06,2.57,33.65,51.25,51.79,52.40,80.49,-0.017
341.580,40.25,409.57,6.850,-1.889,25.447,25.890,83.22,-65.12,-2828.11,-1102.32,69.75,16.26,0.06,2.57,33.63,51.40,51.93,52.33,80.46,-0.017
341.600,40.28,409.88,6.768,-1.923,25.450,25.890,83.08,-58.70,-2859.46,-1102.96,72.12,12.79,0.05,2.59,33.72,51.54,52.04,52.31,80.50,-0.017
341.620,40.28,410.08,6.687,-1.962,25.457,25.882,83.22,-77.63,-2889.26,-1105.88,79.05,4.13,0.07,2.61,33.65,51.72,52.18,52.27,80.46,-0.016
341.640,40.27,410.24,6.600,-1.995,25.459,25.874,83.28,-84.71,-2888.88,-1109.97,82.26,7.77,0.08,2.60,33.66,51.88,52.31,52.23,80.49,-0.016
341.660,40.28,410.39,6.505,-2.022,25.465,25.872,83.15,-78.59,-2832.29,-1097.23,71.73,11.98,0.07,2.58,33.61,52.01,52.42,52.23,80.46,-0.016
341.680,40.29,410.47,6.401,-2.054,25.468,25.878,83.22,-90.44,-2759.25,-1093.50,65.53,3.82,0.08,2.52,33.72,52.22,52.54,52.17,80.49,-0.016
341.700,40.29,410.47,6.291,-2.086,25.470,25.887,83.42,-86.75,-2727.05,-1095.14,66.95,5.01,0.08,2.49,33.63,52.36,52.64,52.17,80.48,-0.016
341.720,40.32,410.55,6.179,-2.120,25.473,25.908,83.35,-84.30,-2743.14,-1093.22,66.20,7.38,0.08,2.51,33.61,52.48,52.78,52.15,80.47,-0.017
341.740,40.36,410.78,6.062,-2.157,25.477,25.923,83.28,-84.89,-2760.61,-1093.36,67.66,4.12,0.08,2.52,33.61,52.63,52.89,52.17,80.49,-0.017
341.760,40.39,411.02,5.939,-2.193,25.479,25.932,83.49,-70.80,-2756.85,-1105.27,81.15,4.27,0.06,2.49,33.63,52.70,52.95,52.21,80.46,-0.018
341.780,40.39,411.25,5.810,-2.234,25.481,25.926,83.35,-62.63,-2759.59,-1125.16,93.88,11.04,0.06,2.45,33.65,52.85,53.01,52.21,80.49,-0.017
341.800,40.38,411.37,5.682,-2.266,25.488,25.916,83.49,-68.58,-2734.14,-1117.25,85.38,16.07,0.06,2.45,33.68,53.02,53.11,52.23,80.46,-0.017
341.820,40.37,411.41,5.549,-2.294,25.490,25.910,83.49,-71.36,-2675.33,-1098.57,68.01,13.21,0.06,2.44,33.68,53.11,53.20,52.24,80.50,-0.016
341.840,40.35,411.29,5.405,-2.330,25.493,25.912,83.49,-96.26,-2627.50,-1090.98,65.37,4.29,0.09,2.41,33.72,53.18,53.27,52.30,80.47,-0.016
341.860,40.36,411.33,5.264,-2.368,25.497,25.924,83.55,-98.10,-2604.93,-1098.02,74.62,6.82,0.09,2.37,33.74,53.24,53.36,52.33,80.49,-0.017
341.880,40.34,411.53,5.117,-2.396,25.501,25.906,83.55,-69.02,-2621.64,-1106.97,73.94,14.34,0.06,2.37,33.70,53.33,53.39,52.36,80.49,-0.016
341.900,40.33,411.88,4.965,-2.425,25.501,25.881,83.55,-63.07,-2630.97,-1107.20,74.20,12.18,0.06,2.38,33.66,53.40,53.44,52.44,80.46,-0.015
341.920,40.31,411.96,4.813,-2.463,25.511,25.870,83.55,-53.55,-2619.46,-1113.97,84.38,20.30,0.05,2.35,33.70,53.46,53.50,52.49,80.50,-0.014
341.940,40.29,412.03,4.654,-2.492,25.511,25.859,83.55,-40.37,-2603.69,-1108.16,80.85,37.19,0.04,2.35,33.55,53.49,53.53,52.53,80.46,-0.013
341.960,40.29,411.99,4.506,-2.523,25.515,25.867,83.69,-34.59,-2561.76,-1100.91,68.93,41.97,0.03,2.33,33.70,53.53,53.63,52.57,80.49,-0.014
341.980,40.27,411.99,4.338,-2.555,25.520,25.861,83.55,-28.95,-2510.80,-1096.67,63.66,39.47,0.03,2.29,33.63,53.53,53.64,52.62,80.46,-0.013
342.000,40.24,411.84,4.179,-2.589,25.521,25.855,83.69,-63.64,-2477.05,-1097.49,66.63,25.64,0.06,2.26,33.65,53.58,53.66,52.68,80.49,-0.013
342.020,40.22,411.92,4.027,-2.625,25.524,25.840,83.55,-93.63,-2454.19,-1092.98,65.62,10.98,0.09,2.25,33.63,53.61,53.64,52.75,80.47,-0.012
342.040,40.22,412.03,3.856,-2.650,25.523,25.838,83.62,-74.31,-2430.27,-1093.07,70.49,12.93,0.07,2.22,33.63,53.62,53.66,52.82,80.47,-0.012
342.060,40.24,412.11,3.698,-2.678,25.525,25.850,83.49,-57.46,-2407.68,-1113.41,87.15,18.88,0.05,2.16,33.59,53.61,53.63,52.89,80.49,-0.013
342.080,40.25,412.19,3.536,-2.710,25.528,25.859,83.69,-60.90,-2402.46,-1131.27,92.32,28.33,0.05,2.12,33.61,53.59,53.61,52.98,80.46,-0.013
342.100,40.24,412.19,3.370,-2.743,25.532,25.857,83.49,-46.80,-2379.78,-1120.66,76.33,41.15,0.04,2.12,33.82,53.62,53.61,53.04,80.49,-0.013
342.120,40.23,412.11,3.201,-2.774,25.537,25.857,83.49,-46.54,-2306.06,-1101.05,64.35,37.51,0.04,2.09,33.65,53.53,53.61,53.13,80.46,-0.012
342.140,40.23,412.07,3.042,-2.800,25.538,25.867,83.49,-61.58,-2209.09,-1095.14,68.78,29.68,0.06,2.02,33.63,53.50,53.58,53.20,80.49,-0.013
342.160,40.23,412.07,2.875,-2.835,25.539,25.871,83.49,-47.28,-2136.22,-1100.95,72.56,30.38,0.04,1.94,33.63,53.47,53.53,53.27,80.47,-0.013
342.180,40.24,412.11,2.708,-2.864,25.543,25.875,83.55,-36.60,-2096.57,-1102.37,69.65,27.51,0.03,1.90,33.61,53.39,53.47,53.40,80.48,-0.013
342.200,40.27,412.07,2.545,-2.894,25.543,25.902,83.49,-39.28,-2056.37,-1111.77,76.77,26.14,0.04,1.85,33.68,53.31,53.46,53.46,80.49,-0.014
342.220,40.32,411.96,2.382,-2.927,25.542,25.942,83.49,-52.80,-2008.25,-1117.76,84.92,29.87,0.05,1.80,33.65,53.27,53.41,53.60,80.46,-0.015
342.240,40.35,411.84,2.213,-2.949,25.549,25.974,83.55,-56.07,-1956.65,-1112.61,76.90,38.79,0.05,1.76,33.80,53.25,53.31,53.68,80.49,-0.016
342.260,40.33,411.84,2.046,-2.988,25.549,25.968,83.62,-36.18,-1892.77,-1098.97,64.25,45.92,0.03,1.72,33.68,53.17,53.25,53.79,80.46,-0.016
342.280,40.29,411.76,1.871,-3.015,25.548,25.948,83.55,-51.92,-1819.45,-1091.87,60.20,33.26,0.05,1.67,33.78,53.08,53.19,53.91,80.50,-0.015
342.300,40.29,411.76,1.705,-3.048,25.551,25.948,83.49,-83.05,-1734.20,-1085.94,59.54,14.07,0.08,1.60,33.78,52.98,53.12,54.04,80.46,-0.015
342.320,40.27,411.84,1.529,-3.080,25.550,25.936,83.62,-59.30,-1633.83,-1079.59,59.28,10.02,0.05,1.51,33.59,52.89,53.03,54.14,80.49,-0.015
342.340,40.28,411.92,1.358,-3.096,25.547,25.939,83.55,-50.66,-1536.40,-1090.67,69.93,5.68,0.05,1.41,33.82,52.79,52.94,54.26,80.48,-0.015
342.360,40.29,411.72,1.185,-3.136,25.547,25.956,83.55,-64.48,-1465.42,-1112.86,84.55,7.97,0.06,1.32,33.78,52.68,52.86,54.34,80.47,-0.016
342.380,40.26,411.56,1.010,-3.159,25.548,25.952,83.55,-44.57,-1404.01,-1121.64,84.95,26.93,0.04,1.25,33.80,52.57,52.79,54.49,80.48,-0.016
342.400,40.25,411.45,0.840,-3.194,25.547,25.949,83.62,-43.78,-1325.40,-1105.11,71.24,30.08,0.04,1.20,33.78,52.45,52.70,54.57,80.47,-0.015
342.420,40.24,411.29,0.668,-3.225,25.551,25.957,83.42,-73.94,-1209.63,-1085.45,68.24,15.70,0.07,1.11,33.82,52.38,52.57,54.69,80.49,-0.016
342.440,40.25,411.29,0.494,-3.254,25.549,25.961,83.62,-72.45,-1082.62,-1078.94,77.98,7.77,0.07,1.00,33.84,52.22,52.46,54.79,80.46,-0.016
342.460,40.23,411.41,0.331,-3.276,25.544,25.942,83.28,-50.07,-979.31,-1081.64,81.34,2.96,0.05,0.91,33.82,52.09,52.35,54.89,80.49,-0.015
342.480,40.20,411.41,0.169,-3.308,25.546,25.927,83.28,-49.65,-883.62,-1086.15,80.49,-4.21,0.05,0.81,33.78,51.94,52.24,55.00,80.47,-0.015
342.500,40.19,411.13,-0.003,-3.340,25.543,25.935,83.35,-69.00,-773.42,-1095.15,87.13,-9.18,0.06,0.71,33.80,51.78,52.13,55.05,80.49,-0.015
342.520,40.19,410.94,-0.179,-3.371,25.543,25.948,83.28,-79.33,-642.43,-1104.24,95.40,-3.72,0.07,0.58,33.78,51.69,52.04,55.17,80.49,-0.016
342.540,40.20,410.74,-0.347,-3.401,25.542,25.966,83.28,-55.22,-500.25,-1092.65,87.86,12.75,0.05,0.46,33.76,51.52,51.94,55.21,80.46,-0.016
342.560,40.21,410.67,-0.511,-3.426,25.541,25.976,83.22,-45.58,-367.71,-1064.27,71.20,11.78,0.04,0.35,33.76,51.33,51.82,55.28,80.49,-0.017
342.580,40.19,410.51,-0.671,-3.460,25.536,25.976,83.22,-55.79,-240.48,-1050.87,65.77,-2.88,0.05,0.23,33.76,51.16,51.71,55.34,80.46,-0.017
342.600,40.18,410.47,-0.841,-3.483,25.532,25.965,83.28,-36.21,-106.01,-1053.69,66.77,-11.05,0.03,0.10,33.78,51.02,51.58,55.37,80.49,-0.017
342.620,40.18,410.31,-1.009,-3.512,25.525,25.974,83.08,-42.21,43.73,-1058.54,68.14,-23.84,0.04,-0.04,33.80,50.83,51.45,55.39,80.46,-0.017
342.640,40.18,410.08,-1.176,-3.544,25.523,25.991,83.15,-66.12,210.92,-1064.33,72.88,-31.64,0.06,-0.20,33.82,50.64,51.39,55.40,80.48,-0.018
342.660,40.17,409.81,-1.345,-3.572,25.519,25.997,82.95,-48.48,362.17,-1065.55,70.79,-21.57,0.05,-0.34,33.82,50.48,51.31,55.44,80.48,-0.018
342.680,40.18,409.53,-1.512,-3.601,25.515,26.025,82.95,-43.44,492.77,-1061.02,56.64,-15.68,0.04,-0.46,33.86,50.27,51.22,55.44,80.47,-0.020
342.700,40.22,409.26,-1.676,-3.631,25.509,26.061,82.95,-72.29,628.69,-1038.81,39.41,-21.38,0.07,-0.61,33.78,50.11,51.17,55.44,80.49,-0.021
342.720,40.23,409.14,-1.848,-3.658,25.497,26.075,82.95,-71.26,785.39,-1009.81,34.39,-28.13,0.07,-0.78,33.72,49.94,51.08,55.44,80.46,-0.022
342.740,40.26,409.26,-2.010,-3.693,25.490,26.083,82.88,-53.40,924.30,-1001.74,34.43,-37.90,0.05,-0.92,33.74,49.75,51.01,55.43,80.49,-0.023
342.760,40.23,409.14,-2.176,-3.712,25.478,26.070,83.01,-34.74,1045.22,-1009.76,33.48,-41.34,0.03,-1.04,33.88,49.53,50.92,55.47,80.46,-0.023
342.780,40.18,408.99,-2.336,-3.747,25.471,26.047,82.81,-34.17,1164.87,-1034.22,39.76,-40.60,0.03,-1.13,33.84,49.35,50.87,55.49,80.49,-0.022
342.800,40.18,408.71,-2.515,-3.777,25.459,26.055,82.68,-47.82,1284.07,-1042.14,41.52,-39.18,0.05,-1.23,33.98,49.21,50.84,55.49,80.46,-0.023
342.820,40.18,408.48,-2.673,-3.809,25.446,26.067,82.54,-50.19,1409.80,-1046.18,42.74,-32.87,0.05,-1.35,33.74,48.99,50.75,55.52,80.48,-0.024
342.840,40.17,408.40,-2.841,-3.833,25.441,26.065,82.47,-53.63,1529.98,-1024.80,34.01,-27.00,0.05,-1.49,33.88,48.88,50.73,55.55,80.48,-0.024
342.860,40.18,408.36,-3.005,-3.860,25.432,26.070,82.41,-65.11,1614.36,-1001.61,26.55,-29.38,0.07,-1.61,33.76,48.67,50.67,55.59,80.46,-0.024
342.880,40.17,408.48,-3.176,-3.893,25.419,26.052,82.27,-52.06,1668.76,-992.63,20.36,-36.98,0.05,-1.68,33.63,48.48,50.62,55.60,80.49,-0.024
342.900,40.17,408.59,-3.352,-3.924,25.408,26.037,82.27,-50.12,1741.79,-1006.02,19.85,-49.47,0.05,-1.73,33.65,48.34,50.54,55.62,80.46,-0.024
342.920,40.16,408.56,-3.518,-3.950,25.389,26.032,82.20,-53.42,1857.78,-1021.37,27.34,-53.38,0.05,-1.82,33.66,48.15,50.53,55.68,80.49,-0.025
342.940,40.16,408.48,-3.680,-3.975,25.381,26.032,82.14,-34.27,1965.70,-1033.10,36.46,-40.89,0.03,-1.90,33.63,47.98,50.43,55.73,80.47,-0.025
342.960,40.14,408.32,-3.845,-4.007,25.369,26.022,82.07,-34.65,2037.35,-1038.19,37.33,-30.95,0.03,-1.96,33.63,47.86,50.43,55.79,80.49,-0.025
342.980,40.12,408.16,-4.031,-4.029,25.360,26.017,82.07,-36.11,2085.98,-1039.96,29.83,-20.20,0.03,-2.01,33.61,47.70,50.40,55.84,80.47,-0.025
343.000,40.14,408.16,-4.193,-4.066,25.347,26.024,82.00,-37.35,2124.07,-1017.26,17.19,-16.00,0.04,-2.09,33.61,47.58,50.35,55.92,80.47,-0.026
343.020,40.17,408.28,-4.351,-4.093,25.333,26.026,82.07,-47.52,2159.02,-1011.00,16.82,-28.96,0.05,-2.14,33.61,47.45,50.30,55.98,80.48,-0.027
343.040,40.17,408.48,-4.510,-4.120,25.323,26.011,82.14,-47.46,2217.72,-1021.66,21.08,-41.77,0.05,-2.17,33.59,47.35,50.24,56.04,80.47,-0.026
343.060,40.17,408.48,-4.681,-4.150,25.313,26.005,82.20,-41.92,2295.59,-1046.22,26.66,-47.43,0.04,-2.19,33.63,47.19,50.24,56.07,80.49,-0.027
343.080,40.18,408.36,-4.862,-4.181,25.301,26.009,82.00,-58.72,2359.51,-1063.07,30.72,-51.11,0.06,-2.22,33.66,47.10,50.19,56.10,80.46,-0.027
343.100,40.18,408.20,-5.035,-4.209,25.293,26.015,82.07,-64.56,2411.89,-1066.28,33.89,-42.35,0.06,-2.26,33.66,47.00,50.18,56.14,80.49,-0.028
343.120,40.18,408.09,-5.205,-4.238,25.287,26.018,82.07,-53.95,2458.60,-1061.15,33.95,-26.37,0.05,-2.32,33.66,46.91,50.18,56.18,80.46,-0.028
343.140,40.19,408.05,-5.379,-4.270,25.273,26.016,82.00,-42.61,2472.66,-1045.81,25.38,-13.03,0.04,-2.36,33.90,46.90,50.15,56.21,80.48,-0.029
343.160,40.22,408.09,-5.544,-4.298,25.265,26.025,82.07,-36.69,2455.00,-1037.19,20.00,-13.46,0.04,-2.37,33.70,46.81,50.16,56.27,80.47,-0.029
343.180,40.25,408.13,-5.719,-4.328,25.257,26.039,82.20,-23.48,2435.64,-1050.83,15.30,-19.91,0.02,-2.32,33.68,46.75,50.19,56.30,80.47,-0.030
343.200,40.30,408.16,-5.889,-4.353,25.254,26.056,82.07,-21.03,2465.70,-1071.68,16.86,-24.81,0.02,-2.30,33.78,46.74,50.19,56.34,80.50,-0.031
343.220,40.32,408.09,-6.052,-4.379,25.246,26.065,82.07,-18.79,2523.73,-1083.04,24.63,-23.03,0.02,-2.33,33.45,46.65,50.18,56.39,80.46,-0.031
343.240,40.28,407.89,-6.213,-4.417,25.243,26.048,82.07,-36.15,2560.87,-1100.48,37.12,-20.97,0.03,-2.33,33.68,46.71,50.16,56.43,80.50,-0.031
343.260,40.25,407.73,-6.368,-4.439,25.234,26.029,82.07,-35.42,2577.52,-1087.64,34.14,-7.34,0.03,-2.37,33.72,46.69,50.24,56.44,80.47,-0.031
343.280,40.23,407.58,-6.529,-4.474,25.233,26.016,82.00,-28.50,2572.14,-1074.01,25.28,3.75,0.03,-2.39,33.78,46.69,50.27,56.53,80.49,-0.030
343.300,40.23,407.62,-6.680,-4.500,25.226,26.006,82.07,-35.90,2529.08,-1052.12,13.93,2.65,0.03,-2.40,33.74,46.69,50.29,56.57,80.47,-0.030
343.320,40.24,407.70,-6.820,-4.531,25.220,26.002,82.07,-9.41,2487.56,-1068.35,21.26,2.98,0.01,-2.33,33.74,46.69,50.38,56.62,80.47,-0.030
343.340,40.23,407.66,-6.940,-4.556,25.213,25.992,82.14,21.88,2490.63,-1087.36,24.32,5.70,-0.02,-2.29,33.70,46.71,50.41,56.66,80.49,-0.030
343.360,40.20,407.54,-7.057,-4.581,25.214,25.972,82.20,17.27,2533.14,-1109.73,31.86,2.70,-0.02,-2.28,33.68,46.71,50.48,56.69,80.47,-0.029
343.380,40.20,407.23,-7.146,-4.608,25.212,25.987,82.41,16.53,2552.35,-1120.34,37.24,11.21,-0.01,-2.28,33.70,46.71,50.57,56.76,80.50,-0.030
343.400,40.19,406.99,-7.206,-4.633,25.211,25.992,82.41,36.78,2577.52,-1108.07,41.36,34.93,-0.03,-2.33,33.66,46.72,50.67,56.84,80.46,-0.030
343.420,40.17,406.87,-7.236,-4.664,25.209,25.986,82.61,70.84,2591.69,-1084.63,36.33,59.83,-0.07,-2.39,33.72,46.78,50.78,56.91,80.49,-0.030
343.440,40.15,406.84,-7.229,-4.681,25.206,25.974,82.61,87.22,2568.36,-1066.27,27.75,69.40,-0.08,-2.41,33.63,46.78,50.90,56.98,80.47,-0.030
343.460,40.13,406.87,-7.207,-4.711,25.200,25.964,82.61,80.23,2493.96,-1064.71,20.29,58.24,-0.08,-2.34,33.47,46.78,51.03,57.07,80.48,-0.029
343.480,40.14,406.91,-7.165,-4.735,25.193,25.967,82.68,54.59,2456.92,-1080.98,17.06,34.61,-0.05,-2.27,33.78,46.81,51.17,57.15,80.49,-0.030
343.500,40.15,406.76,-7.105,-4.757,25.193,25.989,82.74,-4.71,2505.71,-1084.63,18.03,4.64,0.00,-2.31,33.65,46.78,51.30,57.23,80.46,-0.031
343.520,40.16,406.64,-7.038,-4.772,25.184,26.003,82.68,-40.80,2573.20,-1088.86,26.57,-8.15,0.04,-2.36,33.63,46.77,51.45,57.30,80.49,-0.032
343.540,40.14,406.56,-6.951,-4.797,25.183,26.004,82.74,-44.45,2617.20,-1093.37,34.09,-3.61,0.04,-2.39,33.61,46.79,51.60,57.37,80.46,-0.032
343.560,40.14,406.52,-6.890,-4.800,25.174,26.010,82.88,-60.43,2608.18,-1101.64,30.16,-1.50,0.05,-2.37,33.65,46.87,51.82,57.43,80.50,-0.032
343.580,40.15,406.68,-6.813,-4.805,25.167,26.010,83.01,-78.01,2574.91,-1091.32,17.08,-0.72,0.07,-2.36,33.61,46.91,52.01,57.52,80.46,-0.032
343.600,40.14,406.80,-6.756,-4.811,25.164,26.000,83.15,-54.67,2566.19,-1070.77,11.36,2.04,0.05,-2.40,33.65,46.98,52.18,57.60,80.49,-0.032
343.620,40.16,407.15,-6.663,-4.817,25.158,25.994,83.15,-38.29,2570.21,-1073.56,13.15,-5.63,0.04,-2.39,33.76,47.03,52.35,57.68,80.47,-0.032
343.640,40.19,407.23,-6.574,-4.826,25.147,26.015,83.08,-16.79,2598.08,-1099.05,18.60,-5.21,0.02,-2.36,33.65,47.07,52.57,57.76,80.47,-0.033
343.660,40.22,407.30,-6.488,-4.823,25.139,26.030,83.08,-4.99,2619.65,-1140.48,29.15,-2.28,0.00,-2.30,33.63,47.13,52.75,57.84,80.49,-0.034
343.680,40.26,407.30,-6.381,-4.826,25.142,26.065,83.01,-26.98,2639.25,-1149.12,34.08,-4.15,0.02,-2.30,33.59,47.19,52.90,57.92,80.46,-0.035
343.700,40.29,407.34,-6.283,-4.827,25.140,26.083,83.28,-49.16,2691.63,-1148.54,41.92,-2.13,0.04,-2.34,33.61,47.28,53.08,58.00,80.49,-0.036
343.720,40.28,407.46,-6.168,-4.824,25.133,26.078,83.08,-46.92,2715.89,-1130.57,35.78,3.91,0.04,-2.40,33.66,47.38,53.19,58.07,80.46,-0.036
343.740,40.25,407.62,-6.058,-4.823,25.135,26.049,83.22,-71.62,2677.77,-1119.35,25.78,-7.20,0.06,-2.39,33.66,47.50,53.33,58.11,80.49,-0.035
343.760,40.23,407.97,-5.943,-4.817,25.132,26.023,83.22,-59.91,2596.56,-1123.23,16.09,-14.47,0.05,-2.31,33.90,47.61,53.46,58.18,80.47,-0.034
343.780,40.22,408.24,-5.816,-4.816,25.128,26.006,83.15,-40.15,2576.26,-1139.37,13.08,-19.83,0.04,-2.26,33.65,47.69,53.55,58.29,80.48,-0.034
343.800,40.23,408.44,-5.690,-4.814,25.127,26.002,83.15,-31.83,2633.55,-1152.75,22.27,-20.62,0.03,-2.28,33.70,47.76,53.68,58.34,80.48,-0.034
343.820,40.24,408.36,-5.548,-4.813,25.131,26.022,83.28,-15.84,2671.62,-1173.17,35.97,-11.01,0.01,-2.28,33.70,47.85,53.77,58.40,80.47,-0.034
343.840,40.23,408.32,-5.411,-4.804,25.127,26.025,83.15,-20.78,2668.38,-1177.29,36.31,-4.72,0.02,-2.27,33.72,47.96,53.88,58.49,80.49,-0.034
